| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 1755426 || 13383 || 0 (42150) || 0 (944) || 0 (944) || 0(48) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 221553 || 12866 || 0 (33045) || 0 (940) || 0 (940) || 0(56) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 237957 || 12720 || 0 (31445) || 0 (940) || 0 (940) || 0(56) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 208436 || 13131 || 0 (31501) || 0 (940) || 0 (940) || 0(56) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_fritzbox-7170_0hash_empty empty] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 269041 || 12786 || 0 (31150) || 0 (940) || 0 (940) || 0(56) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 8249238 || 688232 || 5006 (47156) || 60 (1004) || 0 (1004) || 280(328) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 2046728 || 205415 || 3270 (36315) || 60 (1000) || 0 (1000) || 280(336) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O2] || 4.2.1 || 1837576 || 185010 || 3110 (34555) || 60 (1000) || 0 (1000) || 288(344) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -O3] || 4.2.1 || 1778071 || 192072 || 8196 (39697) || 60 (1000) || 0 (1000) || 664(720) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_armcryptolib armcryptolib] || [wiki:compilernames mips-uclib-gcc -Os] || 4.2.1 || 1890497 || 185898 || 3046 (34196) || 60 (1000) || 0 (1000) || 280(336) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:compilernames mips-uclib-gcc -O0] || 4.2.1 || 4385724 || 286637 || 8516 (50666) || 44 (988) || 0 (988) || 384(432) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_fritzbox-7170_blake32_light light] || [wiki:compilernames mips-uclib-gcc -O1] || 4.2.1 || 1370911 || 137734 || 4764 (37809) || 44 (984) || 0 (984) || 440(496) || Checksum OK
