| '''Cipher''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksumming Cycles''' || '''Benchmark Cycles (1536 byte)''' || '''Stack (bytes)''' || '''Result''' 
|[wiki:ciphers_cubehash82 cubehash82] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 875672507 || 88671939 || 284 || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 819806650 || 84824986 || 960 || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 906453985 || 91813329 || 277 || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 2319191473 || 242947377 || 642 || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 1024677604 || 110569067 || 592 || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 890490149 || 96890982 || 628 || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 897668170 || 97952251 || 786 || Checksum OK
|[wiki:ciphers_cubehash82 cubehash82] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 967601058 || 105351796 || 628 || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 636410080 || 14979401 || 340 || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 359769722 || 9022665 || 290 || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 341878648 || 8603514 || 284 || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 311318415 || 8552403 || 960 || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 357346479 || 9448090 || 278 || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 1008228197 || 44587147 || 642 || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 471873055 || 26331215 || 592 || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 420960832 || 25041438 || 628 || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 427130408 || 25957980 || 786 || Checksum OK
|[wiki:ciphers_cubehash832 cubehash832] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 464480031 || 28036106 || 628 || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 1070454884 || 80085981 || 340 || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 620225071 || 48090858 || 290 || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 591271979 || 46012391 || 284 || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 548870881 || 44185162 || 960 || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 613836130 || 47921177 || 278 || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 1613923444 || 137043250 || 642 || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 725189106 || 65558344 || 592 || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 635004378 || 58473946 || 628 || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 641775051 || 59474167 || 786 || Checksum OK
|[wiki:ciphers_cubehash84 cubehash84] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 692680307 || 63991164 || 628 || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 822420690 || 42880821 || 340 || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 471389913 || 25765639 || 290 || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 448791798 || 24640422 || 284 || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 413123037 || 23823047 || 960 || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || simple || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 467254670 || 25934043 || 278 || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 1262602225 || 84116878 || 641 || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 576411536 || 43066800 || 592 || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 508361619 || 39288862 || 628 || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 514919655 || 40257341 || 786 || Checksum OK
|[wiki:ciphers_cubehash88 cubehash88] || spec || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 556646865 || 43340667 || 628 || Checksum OK
|[wiki:ciphers_echosp256 echosp256] || generic_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 105221655 || 2723371 || 2082 || Checksum failed
|[wiki:ciphers_echosp256 echosp256] || generic_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 32444272 || 1211573 || 749 || Checksum failed
|[wiki:ciphers_echosp256 echosp256] || generic_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 31657805 || 1211351 || 959 || Checksum failed
|[wiki:ciphers_echosp256 echosp256] || generic_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 31228998 || 1240964 || 1054 || Checksum failed
|[wiki:ciphers_echosp256 echosp256] || generic_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 31412596 || 1199749 || 941 || Checksum failed
|[wiki:ciphers_echosp256 echosp256] || powerpc_pp32cv1 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) ||  ||  ||  || error
|[wiki:ciphers_echosp256 echosp256] || powerpc_pp32cv1 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) ||  ||  ||  || error
|[wiki:ciphers_echosp256 echosp256] || powerpc_pp32cv1 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) ||  ||  ||  || error
|[wiki:ciphers_echosp256 echosp256] || powerpc_pp32cv1 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) ||  ||  ||  || error
|[wiki:ciphers_echosp256 echosp256] || powerpc_pp32cv1 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) ||  ||  ||  || error
|[wiki:ciphers_echosp256 echosp256] || powerpc_pp32cv2 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 45950899 || 1896690 || 1005 || Checksum failed
|[wiki:ciphers_echosp256 echosp256] || powerpc_pp32cv2 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 46026372 || 1940191 || 1062 || Checksum failed
|[wiki:ciphers_echosp256 echosp256] || powerpc_pp32cv2 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 34521568 || 1408000 || 1062 || Checksum failed
|[wiki:ciphers_echosp256 echosp256] || powerpc_pp32cv2 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 49538448 || 2119174 || 1062 || Checksum failed
|[wiki:ciphers_echosp512 echosp512] || generic_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 118250274 || 4229381 || 2082 || Checksum failed
|[wiki:ciphers_echosp512 echosp512] || generic_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 38752969 || 1877945 || 749 || Checksum failed
|[wiki:ciphers_echosp512 echosp512] || generic_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 37796813 || 1866687 || 959 || Checksum failed
|[wiki:ciphers_echosp512 echosp512] || generic_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 36874200 || 1914489 || 1054 || Checksum failed
|[wiki:ciphers_echosp512 echosp512] || generic_opt32 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 37715016 || 1860116 || 941 || Checksum failed
|[wiki:ciphers_echosp512 echosp512] || powerpc_pp32cv1 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) ||  ||  ||  || error
|[wiki:ciphers_echosp512 echosp512] || powerpc_pp32cv1 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) ||  ||  ||  || error
|[wiki:ciphers_echosp512 echosp512] || powerpc_pp32cv1 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) ||  ||  ||  || error
|[wiki:ciphers_echosp512 echosp512] || powerpc_pp32cv1 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) ||  ||  ||  || error
|[wiki:ciphers_echosp512 echosp512] || powerpc_pp32cv1 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) ||  ||  ||  || error
|[wiki:ciphers_echosp512 echosp512] || powerpc_pp32cv2 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 53108157 || 2807416 || 1005 || Checksum failed
|[wiki:ciphers_echosp512 echosp512] || powerpc_pp32cv2 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 53246891 || 2867051 || 1030 || Checksum failed
|[wiki:ciphers_echosp512 echosp512] || powerpc_pp32cv2 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 40975210 || 2180051 || 1030 || Checksum failed
|[wiki:ciphers_echosp512 echosp512] || powerpc_pp32cv2 || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 57903930 || 3167312 || 1030 || Checksum failed
|[wiki:ciphers_essence224 essence224] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 461282644 || 32901495 || 1419 || Checksum OK
|[wiki:ciphers_essence224 essence224] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 339408674 || 23438155 || 1144 || Checksum OK
|[wiki:ciphers_essence224 essence224] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 375016987 || 26316204 || 1187 || Checksum OK
|[wiki:ciphers_essence224 essence224] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 339932600 || 23457682 || 1125 || Checksum OK
|[wiki:ciphers_essence256 essence256] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 427745465 || 32902914 || 1419 || Checksum OK
|[wiki:ciphers_essence256 essence256] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 305514959 || 23438633 || 1144 || Checksum OK
|[wiki:ciphers_essence256 essence256] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 341123282 || 26316683 || 1187 || Checksum OK
|[wiki:ciphers_essence256 essence256] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 305706730 || 23458197 || 1125 || Checksum OK
|[wiki:ciphers_essence384 essence384] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 597427616 || 29790845 || 1642 || Checksum OK
|[wiki:ciphers_essence384 essence384] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 509053755 || 25085149 || 1319 || Checksum OK
|[wiki:ciphers_essence384 essence384] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 532277242 || 26374614 || 1413 || Checksum OK
|[wiki:ciphers_essence384 essence384] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 510957426 || 25172075 || 1313 || Checksum OK
|[wiki:ciphers_essence512 essence512] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 565172452 || 29800768 || 1642 || Checksum OK
|[wiki:ciphers_essence512 essence512] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 476081506 || 25091332 || 1319 || Checksum OK
|[wiki:ciphers_essence512 essence512] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 499288483 || 26380669 || 1413 || Checksum OK
|[wiki:ciphers_essence512 essence512] || gcc || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 477650398 || 25178272 || 1313 || Checksum OK
|[wiki:ciphers_fugue256 fugue256] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 295775048 || 17176596 || 724 || Checksum OK
|[wiki:ciphers_fugue256 fugue256] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 91522179 || 5630159 || 917 || Checksum OK
|[wiki:ciphers_fugue256 fugue256] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O2 || 4.3.4 (GCC) || 83475390 || 5125169 || 870 || Checksum OK
|[wiki:ciphers_fugue256 fugue256] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O3 || 4.3.4 (GCC) || 60262323 || 4008394 || 1088 || Checksum OK
|[wiki:ciphers_fugue256 fugue256] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -Os || 4.3.4 (GCC) || 90855971 || 5755184 || 323 || Checksum OK
|[wiki:ciphers_fugue512 fugue512] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O0 || 4.3.4 (GCC) || 540471830 || 34236251 || 724 || Checksum OK
|[wiki:ciphers_fugue512 fugue512] || ref-xbx || avr-gcc -funsigned-char -funsigned-bitfields -fpack-struct -fshort-enums  -mmcu=atmega1281 -DF CPU=16000000L -ffunction-sections -fdata-sections -Wl,-gc-sections -O1 || 4.3.4 (GCC) || 172269344 || 11145503 || 917 || Checksum OK
