| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_atmega1281_16mhz_0hash_empty empty] || [wiki:compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 0 (19940) || 0 (668) || 0 (2415) || unk(unk) || error
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_atmega1281_16mhz_0hash_empty empty] || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 4811170 || 82 || 0 (9194) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_atmega1281_16mhz_0hash_empty empty] || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 4100374 || 72 || 0 (8310) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_atmega1281_16mhz_0hash_empty empty] || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 4100374 || 72 || 0 (8332) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_atmega1281_16mhz_0hash_empty empty] || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 4272513 || 72 || 0 (7770) || 0 (412) || 0 (2415) || 0(0) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || [wiki:compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 4770 (24710) || 352 (1020) || 0 (2415) || unk(unk) || error
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 22091222 || 1766194 || 3176 (12370) || 352 (764) || 0 (2415) || 259(259) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 21281349 || 1757611 || 3396 (11706) || 352 (764) || 0 (2415) || 271(271) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 20741284 || 1688204 || 22906 (31238) || 320 (732) || 0 (2415) || 267(267) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_armcryptolib armcryptolib] || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 21654213 || 1776536 || 3238 (11008) || 352 (764) || 0 (2415) || 267(267) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 5016 (24956) || 0 (668) || 0 (2415) || unk(unk) || error
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 22394844 || 1797394 || 3586 (12780) || 0 (412) || 0 (2415) || 269(269) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 21284926 || 1757683 || 3752 (12062) || 0 (412) || 0 (2415) || 279(279) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 22650632 || 1914197 || 11224 (19556) || 0 (412) || 0 (2415) || 287(287) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 21648633 || 1775660 || 3592 (11362) || 0 (412) || 0 (2415) || 275(275) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_light light] || [wiki:compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 12786 (32726) || 288 (956) || 0 (2415) || unk(unk) || error
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_light light] || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 20822306 || 1585146 || 8892 (18086) || 288 (700) || 0 (2415) || 455(455) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_light light] || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 20294420 || 1605781 || 9056 (17366) || 288 (700) || 0 (2415) || 479(479) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_light light] || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 19987478 || 1589105 || 17674 (26006) || 288 (700) || 0 (2415) || 558(558) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_light light] || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 20215533 || 1553217 || 7972 (15742) || 288 (700) || 0 (2415) || 417(417) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_ref ref] || [wiki:compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 9484 (29424) || 416 (1084) || 0 (2415) || unk(unk) || error
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_ref ref] || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 8406940 || 303514 || 5034 (14228) || 416 (828) || 0 (2415) || 267(267) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_ref ref] || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 7874985 || 323936 || 4988 (13298) || 416 (828) || 0 (2415) || 269(269) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_ref ref] || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 7589048 || 310247 || 11338 (19670) || 416 (828) || 0 (2415) || 330(330) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_ref ref] || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 8055862 || 298299 || 4358 (12128) || 416 (828) || 0 (2415) || 259(259) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || [wiki:compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 44340 (64280) || 48 (716) || 0 (2415) || unk(unk) || error
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 19720038 || 1494996 || 44730 (53924) || 48 (460) || 0 (2415) || 1902(1902) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 18448838 || 1432622 || 40882 (49192) || 48 (460) || 0 (2415) || 1740(1740) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 18445483 || 1432597 || 40936 (49268) || 48 (460) || 0 (2415) || 1738(1738) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_sphlib-small sphlib-small] || [wiki:compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 10970 (30910) || 560 (1228) || 0 (2415) || unk(unk) || error
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_sphlib-small sphlib-small] || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 20806946 || 1607850 || 10674 (19868) || 560 (972) || 0 (2415) || 572(572) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_sphlib-small sphlib-small] || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 20185845 || 1612890 || 10986 (19296) || 560 (972) || 0 (2415) || 600(600) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_sphlib-small sphlib-small] || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 20182492 || 1612864 || 11040 (19372) || 560 (972) || 0 (2415) || 598(598) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_sphlib-small sphlib-small] || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 20485224 || 1636340 || 10346 (18116) || 560 (972) || 0 (2415) || 566(566) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_armcryptolib armcryptolib] || [wiki:compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 17084 (37024) || 448 (1116) || 32 (2447) || unk(unk) || error
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_armcryptolib armcryptolib] || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 87973314 || 6600959 || 5950 (15144) || 448 (860) || 32 (2447) || 492(492) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_armcryptolib armcryptolib] || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 83912164 || 6326623 || 6386 (14696) || 448 (860) || 32 (2447) || 491(491) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_armcryptolib armcryptolib] || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 89146069 || 6824959 || 87700 (96032) || 384 (796) || 32 (2447) || 874(874) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_armcryptolib armcryptolib] || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 86460231 || 6516365 || 6330 (14100) || 448 (860) || 32 (2447) || 487(487) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_avrcryptolib avrcryptolib] || [wiki:compilernames avr-gcc 1281 -O0] || 4.3.4 (GCC) ||  ||  || 18220 (38160) || 0 (668) || 32 (2447) || unk(unk) || error
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_avrcryptolib avrcryptolib] || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 89898254 || 6752359 || 6472 (15666) || 0 (412) || 32 (2447) || 495(495) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_avrcryptolib avrcryptolib] || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 87330409 || 6601264 || 7200 (15510) || 0 (412) || 32 (2447) || 509(509) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_avrcryptolib avrcryptolib] || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 87336471 || 6606353 || 19594 (27926) || 0 (412) || 32 (2447) || 584(584) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_avrcryptolib avrcryptolib] || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || 88172667 || 6653271 || 7068 (14838) || 0 (412) || 32 (2447) || 510(510) || Checksum OK
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_ref ref] || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || 87995071 || 6612338 || 30200 (39394) || 576 (988) || 32 (2447) || 789(789) || Checksum failed
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_ref ref] || [wiki:compilernames avr-gcc 1281 -O2] || 4.3.4 (GCC) || 87560535 || 6637414 || 31102 (39412) || 576 (988) || 32 (2447) || 820(820) || Checksum failed
|[wiki:ciphers_blake64 blake64] || [wiki:platformsimplementations_atmega1281_16mhz_blake64_ref ref] || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || 87356117 || 6634383 || 46652 (54984) || 576 (988) || 32 (2447) || 1010(1010) || Checksum failed
