| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 2897139 || 7016 || 0 (22410) || 0 (388) || 0 (2828) || 0(8) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 674327 || 6683 || 0 (16198) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 717302 || 6750 || 0 (16106) || 0 (384) || 0 (2828) || 0(8) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 710021 || 6700 || 0 (17018) || 0 (384) || 0 (2824) || 0(16) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 615524 || 6633 || 0 (15710) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 10877671 || 831150 || 3644 (26054) || 0 (388) || 0 (2828) || 256(264) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 2596210 || 206399 || 1776 (17974) || 0 (384) || 0 (2828) || 248(264) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 2429727 || 182825 || 1728 (17834) || 0 (384) || 0 (2828) || 252(260) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 2334350 || 180880 || 6692 (23710) || 0 (384) || 0 (2824) || 580(596) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 2401947 || 192301 || 1680 (17390) || 0 (384) || 0 (2828) || 252(268) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_light light] || [wiki:compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 6091267 || 328178 || 6492 (28902) || 0 (388) || 0 (2828) || 380(388) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_light light] || [wiki:compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 2359088 || 177455 || 3736 (19934) || 0 (384) || 0 (2828) || 412(428) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_light light] || [wiki:compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 2220535 || 160780 || 4120 (20226) || 0 (384) || 0 (2828) || 532(540) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_light light] || [wiki:compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 2355646 || 177106 || 5900 (22918) || 0 (384) || 0 (2824) || 1088(1104) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_light light] || [wiki:compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 2037377 || 153914 || 3828 (19538) || 0 (384) || 0 (2828) || 500(516) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || [wiki:compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 4725723 || 196275 || 17608 (40018) || 0 (388) || 0 (2828) || 496(504) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || [wiki:compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 1681719 || 112418 || 10040 (26238) || 0 (384) || 0 (2828) || 1912(1928) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || [wiki:compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 1595485 || 100548 || 10912 (27018) || 0 (384) || 0 (2828) || 1316(1324) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || [wiki:compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 1563764 || 100049 || 10896 (27914) || 0 (384) || 0 (2824) || 1324(1340) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || [wiki:compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 1777362 || 134247 || 14356 (30066) || 0 (384) || 0 (2828) || 3044(3060) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib-small sphlib-small] || [wiki:compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 5591852 || 274678 || 6772 (29182) || 0 (388) || 0 (2828) || 500(508) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_sphlib-small sphlib-small] || [wiki:compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 2061068 || 147431 || 3940 (20138) || 0 (384) || 0 (2828) || 496(512) || Checksum OK
