| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_artila_m501_0hash_empty empty] || [wiki:compilernames arm-artila-gcc -O0] || 3.3.2 || 2987145 || 1316 || 0 (22037) || 0 (472) || 0 (2736) || 0(13) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_artila_m501_0hash_empty empty] || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || 2337964 || 1103 || 0 (16884) || 0 (472) || 0 (2736) || 0(0) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_artila_m501_0hash_empty empty] || [wiki:compilernames arm-artila-gcc -O2] || 3.3.2 || 2292086 || 1091 || 0 (16680) || 0 (472) || 0 (2736) || 0(0) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_artila_m501_0hash_empty empty] || [wiki:compilernames arm-artila-gcc -O3] || 3.3.2 || 2286371 || 1001 || 0 (20020) || 0 (472) || 0 (2736) || 0(0) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_artila_m501_0hash_empty empty] || [wiki:compilernames arm-artila-gcc -Os] || 3.3.2 || 2325049 || 1170 || 0 (16541) || 0 (472) || 0 (2736) || 0(0) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || [wiki:compilernames arm-artila-gcc -O0] || 3.3.2 || 9479779 || 667260 || 3992 (26029) || 0 (472) || 0 (2736) || 272(285) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || [wiki:compilernames arm-artila-gcc -O1] || 3.3.2 || 4014338 || 172159 || 2136 (19020) || 0 (472) || 0 (2736) || 276(276) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || [wiki:compilernames arm-artila-gcc -O2] || 3.3.2 || 3844665 || 162428 || 2156 (18836) || 0 (472) || 0 (2736) || 280(280) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || [wiki:compilernames arm-artila-gcc -O3] || 3.3.2 || 3912154 || 165555 || 3712 (23732) || 0 (472) || 0 (2736) || 428(428) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_artila_m501_blake32_armcryptolib armcryptolib] || [wiki:compilernames arm-artila-gcc -Os] || 3.3.2 || 3857636 || 159694 || 2080 (18621) || 0 (472) || 0 (2736) || 280(280) || Checksum OK
