| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 2855444 || 6367 || 0 (22454) || 0 (388) || 0 (2828) || 0(8) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 655191 || 6052 || 0 (16234) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 688907 || 6052 || 0 (16142) || 0 (384) || 0 (2828) || 0(8) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 689090 || 6218 || 0 (17054) || 0 (384) || 0 (2824) || 0(16) || Checksum OK
|[wiki:ciphers_0hash 0hash] || [wiki:platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 588392 || 6268 || 0 (15746) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 10888959 || 829554 || 3644 (26098) || 0 (388) || 0 (2828) || 256(264) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 2602245 || 205369 || 1776 (18010) || 0 (384) || 0 (2828) || 248(264) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 2419004 || 181761 || 1728 (17870) || 0 (384) || 0 (2828) || 252(260) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 2309462 || 179035 || 6692 (23746) || 0 (384) || 0 (2824) || 580(596) || Checksum failed
|[wiki:ciphers_blake32 blake32] || [wiki:platformsimplementations_nslu2-openwrt_blake32_armcryptolib armcryptolib] || [wiki:compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 2398256 || 191287 || 1680 (17426) || 0 (384) || 0 (2828) || 252(268) || Checksum failed
