| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_fritzbox-7170_0hash_empty empty] || 14456 || 1812 || 226 || 28 || 14 || 7 || 0 || [wiki:r2011measureDetailsPage_25_0hash_empty Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_sphlib-small sphlib-small] || 36477 || 4585 || 628 || 130 || 94 || 76 || 58 || [wiki:r2011measureDetailsPage_25_blake32_sphlib-small Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_fritzbox-7170_blake64_ref ref] || 57770 || 7253 || 906 || 231 || 174 || 146 || 118 || [wiki:r2011measureDetailsPage_25_blake64_ref Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_fritzbox-7170_bmw256_armcryptolib-speed armcryptolib-speed] || 51609 || 6516 || 845 || 138 || 88 || 62 || 37 || [wiki:r2011measureDetailsPage_25_bmw256_armcryptolib-speed Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_fritzbox-7170_bmw512_sphlib-small sphlib-small] || 80878 || 10249 || 1286 || 229 || 149 || 108 || 68 || [wiki:r2011measureDetailsPage_25_bmw512_sphlib-small Details]
|[wiki:r2011ciphers_cubehash161 cubehash161] || [wiki:r2011platformsimplementations_fritzbox-7170_cubehash161_unrolled unrolled] || 137880 || 22653 || 7521 || 6623 || 6475 || 6449 || 6423 || [wiki:r2011measureDetailsPage_25_cubehash161_unrolled Details]
|[wiki:r2011ciphers_cubehash1616 cubehash1616] || [wiki:r2011platformsimplementations_fritzbox-7170_cubehash1616_unrolled unrolled] || 137866 || 17341 || 2541 || 647 || 816 || 597 || 378 || [wiki:r2011measureDetailsPage_25_cubehash1616_unrolled Details]
|[wiki:r2011ciphers_cubehash162 cubehash162] || [wiki:r2011platformsimplementations_fritzbox-7170_cubehash162_unrolled unrolled] || 137827 || 20022 || 4863 || 3669 || 3315 || 3269 || 3223 || [wiki:r2011measureDetailsPage_25_cubehash162_unrolled Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_fritzbox-7170_cubehash1632_unrolled5 unrolled5] || 62235 || 7842 || 1086 || 235 || 174 || 143 || 113 || [wiki:r2011measureDetailsPage_25_cubehash1632_unrolled5 Details]
|[wiki:r2011ciphers_cubehash164 cubehash164] || [wiki:r2011platformsimplementations_fritzbox-7170_cubehash164_unrolled unrolled] || 137972 || 18681 || 3539 || 2186 || 1781 || 1657 || 1534 || [wiki:r2011measureDetailsPage_25_cubehash164_unrolled Details]
|[wiki:r2011ciphers_cubehash168 cubehash168] || [wiki:r2011platformsimplementations_fritzbox-7170_cubehash168_unrolled unrolled] || 137800 || 17982 || 2870 || 979 || 844 || 913 || 981 || [wiki:r2011measureDetailsPage_25_cubehash168_unrolled Details]
|[wiki:r2011ciphers_cubehash512 cubehash512] || [wiki:r2011platformsimplementations_fritzbox-7170_cubehash512_unrolled5 unrolled5] || 35934 || 4542 || 677 || 185 || 150 || 133 || 115 || [wiki:r2011measureDetailsPage_25_cubehash512_unrolled5 Details]
|[wiki:r2011ciphers_cubehash81 cubehash81] || [wiki:r2011platformsimplementations_fritzbox-7170_cubehash81_unrolled unrolled] || 84429 || 13454 || 4145 || 3683 || 3384 || 3371 || 3357 || [wiki:r2011measureDetailsPage_25_cubehash81_unrolled Details]
