| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_fritzbox-7170_0hash_empty empty] || 12707 || 1582 || 199 || 24 || 12 || 7 || 1 || [wiki:r2011measureDetailsPage_31_0hash_empty Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_fritzbox-7170_blake32_sphlib-small sphlib-small] || 34848 || 4358 || 595 || 125 || 92 || 81 || 70 || [wiki:r2011measureDetailsPage_31_blake32_sphlib-small Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_fritzbox-7170_blake64_armcryptolib armcryptolib] || 39724 || 5014 || 629 || 208 || 169 || 156 || 144 || [wiki:r2011measureDetailsPage_31_blake64_armcryptolib Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_fritzbox-7170_bmw256_optbgbe optbgbe] || 48058 || 6026 || 785 || 130 || 83 || 67 || 51 || [wiki:r2011measureDetailsPage_31_bmw256_optbgbe Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_fritzbox-7170_bmw512_sphlib-small sphlib-small] || 79275 || 10050 || 1260 || 226 || 147 || 129 || 112 || [wiki:r2011measureDetailsPage_31_bmw512_sphlib-small Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_fritzbox-7170_cubehash1632_sphlib-small sphlib-small] || 90643 || 11340 || 1851 || 374 || 268 || 225 || 183 || [wiki:r2011measureDetailsPage_31_cubehash1632_sphlib-small Details]
|[wiki:r2011ciphers_echo256 echo256] || [wiki:r2011platformsimplementations_fritzbox-7170_echo256_sphlib-small sphlib-small] || 72915 || 9149 || 1145 || 275 || 236 || 210 || 184 || [wiki:r2011measureDetailsPage_31_echo256_sphlib-small Details]
|[wiki:r2011ciphers_echo512 echo512] || [wiki:r2011platformsimplementations_fritzbox-7170_echo512_sphlib-small sphlib-small] || 81766 || 10188 || 1279 || 485 || 404 || 375 || 347 || [wiki:r2011measureDetailsPage_31_echo512_sphlib-small Details]
|[wiki:r2011ciphers_fugue256 fugue256] || [wiki:r2011platformsimplementations_fritzbox-7170_fugue256_sphlib sphlib] || 69284 || 10002 || 1436 || 266 || 182 || 151 || 120 || [wiki:r2011measureDetailsPage_31_fugue256_sphlib Details]
|[wiki:r2011ciphers_fugue512 fugue512] || [wiki:r2011platformsimplementations_fritzbox-7170_fugue512_sphlib sphlib] || 102635 || 14184 || 1939 || 402 || 294 || 258 || 222 || [wiki:r2011measureDetailsPage_31_fugue512_sphlib Details]
|[wiki:r2011ciphers_hamsi hamsi] || [wiki:r2011platformsimplementations_fritzbox-7170_hamsi_sphlib-small sphlib-small] || 52483 || 7016 || 1166 || 345 || 282 || 263 || 244 || [wiki:r2011measureDetailsPage_31_hamsi_sphlib-small Details]
|[wiki:r2011ciphers_hamsi512 hamsi512] || [wiki:r2011platformsimplementations_fritzbox-7170_hamsi512_sphlib-small sphlib-small] || 78096 || 14260 || 2052 || 943 || 858 || 850 || 842 || [wiki:r2011measureDetailsPage_31_hamsi512_sphlib-small Details]
|[wiki:r2011ciphers_luffa256 luffa256] || [wiki:r2011platformsimplementations_fritzbox-7170_luffa256_sphlib sphlib] || 34795 || 4426 || 816 || 194 || 149 || 135 || 120 || [wiki:r2011measureDetailsPage_31_luffa256_sphlib Details]
|[wiki:r2011ciphers_luffa384 luffa384] || [wiki:r2011platformsimplementations_fritzbox-7170_luffa384_arm arm] || 59015 || 7397 || 1235 || 415 || 357 || 338 || 320 || [wiki:r2011measureDetailsPage_31_luffa384_arm Details]
|[wiki:r2011ciphers_luffa512 luffa512] || [wiki:r2011platformsimplementations_fritzbox-7170_luffa512_sphlib sphlib] || 64422 || 8079 || 1514 || 350 || 267 || 236 || 205 || [wiki:r2011measureDetailsPage_31_luffa512_sphlib Details]
|[wiki:r2011ciphers_shabal256 shabal256] || [wiki:r2011platformsimplementations_fritzbox-7170_shabal256_tiny_mips32el tiny_mips32el] || 29799 || 3730 || 510 || 99 || 70 || 60 || 51 || [wiki:r2011measureDetailsPage_31_shabal256_tiny_mips32el Details]
|[wiki:r2011ciphers_shabal512 shabal512] || [wiki:r2011platformsimplementations_fritzbox-7170_shabal512_tiny_mips32el tiny_mips32el] || 30078 || 3783 || 513 || 100 || 70 || 60 || 51 || [wiki:r2011measureDetailsPage_31_shabal512_tiny_mips32el Details]
|[wiki:r2011ciphers_shavite3256 shavite3256] || [wiki:r2011platformsimplementations_fritzbox-7170_shavite3256_sphlib-small sphlib-small] || 52960 || 6842 || 973 || 215 || 163 || 144 || 125 || [wiki:r2011measureDetailsPage_31_shavite3256_sphlib-small Details]
|[wiki:r2011ciphers_shavite3512 shavite3512] || [wiki:r2011platformsimplementations_fritzbox-7170_shavite3512_low-mem low-mem] || 88961 || 11191 || 1406 || 351 || 263 || 232 || 201 || [wiki:r2011measureDetailsPage_31_shavite3512_low-mem Details]
|[wiki:r2011ciphers_simd256 simd256] || [wiki:r2011platformsimplementations_fritzbox-7170_simd256_sphlib-small sphlib-small] || 65084 || 10097 || 1268 || 350 || 284 || 265 || 245 || [wiki:r2011measureDetailsPage_31_simd256_sphlib-small Details]
