| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1281_16mhz_0hash_empty empty] || 72 || 9 || 1 || 0 || 0 || 0 || 0 || [wiki:r2011measureDetailsPage_26_0hash_empty Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || 60940 || 7614 || 1865 || 1014 || 953 || 923 || 892 || [wiki:r2011measureDetailsPage_26_blake32_sphlib Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake64_armcryptolib armcryptolib] || 497839 || 62254 || 7788 || 4767 || 4281 || 4038 || 3795 || [wiki:r2011measureDetailsPage_26_blake64_armcryptolib Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_bmw256_avrcryptolib_asm avrcryptolib_asm] || 64290 || 8038 || 1489 || 610 || 548 || 516 || 485 || [wiki:r2011measureDetailsPage_26_bmw256_avrcryptolib_asm Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_bmw512_avrcryptolib avrcryptolib] || 766289 || 95794 || 11981 || 4466 || 3717 || 3343 || 2969 || [wiki:r2011measureDetailsPage_26_bmw512_avrcryptolib Details]
|[wiki:r2011ciphers_cubehash161 cubehash161] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash161_unrolled unrolled] || 3473333 || 599673 || 219709 || 172212 || 168820 || 167123 || 165427 || [wiki:r2011measureDetailsPage_26_cubehash161_unrolled Details]
|[wiki:r2011ciphers_cubehash1616 cubehash1616] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash1616_unrolled unrolled] || 3473324 || 434849 || 65192 || 17696 || 14303 || 12607 || 10911 || [wiki:r2011measureDetailsPage_26_cubehash1616_unrolled Details]
|[wiki:r2011ciphers_cubehash162 cubehash162] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash162_unrolled unrolled] || 3473323 || 517245 || 137282 || 89786 || 86393 || 84697 || 83001 || [wiki:r2011measureDetailsPage_26_cubehash162_unrolled Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash1632_bitsliced bitsliced] || 2367077 || 295890 || 40764 || 8402 || 6090 || 4934 || 3778 || [wiki:r2011measureDetailsPage_26_cubehash1632_bitsliced Details]
|[wiki:r2011ciphers_cubehash164 cubehash164] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash164_unrolled unrolled] || 3473290 || 476070 || 96110 || 48615 || 45222 || 43526 || 41830 || [wiki:r2011measureDetailsPage_26_cubehash164_unrolled Details]
|[wiki:r2011ciphers_cubehash168 cubehash168] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash168_unrolled unrolled] || 3473297 || 455458 || 75498 || 28002 || 24609 || 22913 || 21217 || [wiki:r2011measureDetailsPage_26_cubehash168_unrolled Details]
|[wiki:r2011ciphers_cubehash512 cubehash512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash512_bitsliced bitsliced] || 476734 || 59597 || 11227 || 4709 || 4244 || 4011 || 3778 || [wiki:r2011measureDetailsPage_26_cubehash512_bitsliced Details]
|[wiki:r2011ciphers_cubehash81 cubehash81] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash81_unrolled unrolled] || 1762431 || 304339 || 111504 || 87399 || 85678 || 84817 || 83956 || [wiki:r2011measureDetailsPage_26_cubehash81_unrolled Details]
|[wiki:r2011ciphers_cubehash816 cubehash816] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash816_unrolled unrolled] || 1762434 || 220987 || 33368 || 9262 || 7541 || 6680 || 5819 || [wiki:r2011measureDetailsPage_26_cubehash816_unrolled Details]
|[wiki:r2011ciphers_cubehash82 cubehash82] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash82_unrolled unrolled] || 1762436 || 262649 || 69814 || 45709 || 43987 || 43126 || 42265 || [wiki:r2011measureDetailsPage_26_cubehash82_unrolled Details]
|[wiki:r2011ciphers_cubehash832 cubehash832] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash832_unrolled unrolled] || 1762435 || 220987 || 30761 || 6656 || 4934 || 4073 || 3212 || [wiki:r2011measureDetailsPage_26_cubehash832_unrolled Details]
|[wiki:r2011ciphers_cubehash84 cubehash84] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash84_unrolled unrolled] || 1762437 || 241846 || 49011 || 24906 || 23184 || 22323 || 21462 || [wiki:r2011measureDetailsPage_26_cubehash84_unrolled Details]
|[wiki:r2011ciphers_cubehash88 cubehash88] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash88_unrolled unrolled] || 1762431 || 231416 || 38582 || 14477 || 12755 || 11894 || 11033 || [wiki:r2011measureDetailsPage_26_cubehash88_unrolled Details]
|[wiki:r2011ciphers_echo256 echo256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_echo256_avrcryptolib avrcryptolib] || 220678 || 27588 || 3455 || 1285 || 1280 || 1173 || 1065 || [wiki:r2011measureDetailsPage_26_echo256_avrcryptolib Details]
|[wiki:r2011ciphers_echo512 echo512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_echo512_avrcryptolib avrcryptolib] || 272839 || 34108 || 4270 || 2642 || 2375 || 2242 || 2108 || [wiki:r2011measureDetailsPage_26_echo512_avrcryptolib Details]
|[wiki:r2011ciphers_essence224 essence224] || [wiki:r2011platformsimplementations_atmega1281_16mhz_essence224_gcc gcc] || 480182 || 178245 || 29601 || 16515 || 15580 || 15113 || 14645 || [wiki:r2011measureDetailsPage_26_essence224_gcc Details]
|[wiki:r2011ciphers_essence256 essence256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_essence256_gcc gcc] || 480663 || 178305 || 29609 || 16516 || 15580 || 15113 || 14645 || [wiki:r2011measureDetailsPage_26_essence256_gcc Details]
|[wiki:r2011ciphers_essence384 essence384] || [wiki:r2011platformsimplementations_atmega1281_16mhz_essence384_gcc gcc] || 1012345 || 371781 || 46468 || 19007 || 17045 || 16065 || 15084 || [wiki:r2011measureDetailsPage_26_essence384_gcc Details]
|[wiki:r2011ciphers_essence512 essence512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_essence512_gcc gcc] || 1018527 || 372553 || 46565 || 19019 || 17051 || 16068 || 15084 || [wiki:r2011measureDetailsPage_26_essence512_gcc Details]
|[wiki:r2011ciphers_fugue256 fugue256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_fugue256_sphlib sphlib] || 113354 || 15237 || 2611 || 1035 || 922 || 866 || 810 || [wiki:r2011measureDetailsPage_26_fugue256_sphlib Details]
|[wiki:r2011ciphers_fugue512 fugue512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_fugue512_sphlib sphlib] || 263857 || 34797 || 5704 || 2069 || 1809 || 1679 || 1549 || [wiki:r2011measureDetailsPage_26_fugue512_sphlib Details]
|[wiki:r2011ciphers_hamsi hamsi] || [wiki:r2011platformsimplementations_atmega1281_16mhz_hamsi_sphlib-small sphlib-small] || 89949 || 16595 || 6758 || 5529 || 5441 || 5397 || 5353 || [wiki:r2011measureDetailsPage_26_hamsi_sphlib-small Details]
|[wiki:r2011ciphers_luffa256 luffa256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_luffa256_avr avr] || 46141 || 5770 || 1450 || 819 || 774 || 752 || 729 || [wiki:r2011measureDetailsPage_26_luffa256_avr Details]
|[wiki:r2011ciphers_luffa384 luffa384] || [wiki:r2011platformsimplementations_atmega1281_16mhz_luffa384_avr avr] || 98357 || 12297 || 2592 || 1248 || 1152 || 1104 || 1056 || [wiki:r2011measureDetailsPage_26_luffa384_avr Details]
|[wiki:r2011ciphers_luffa512 luffa512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_luffa512_avr avr] || 133583 || 16700 || 3515 || 1689 || 1559 || 1493 || 1428 || [wiki:r2011measureDetailsPage_26_luffa512_avr Details]
|[wiki:r2011ciphers_mcssha4 mcssha4] || [wiki:r2011platformsimplementations_atmega1281_16mhz_mcssha4_ref ref] || 33771 || 4772 || 1077 || 615 || 582 || 565 || 549 || [wiki:r2011measureDetailsPage_26_mcssha4_ref Details]
|[wiki:r2011ciphers_mcssha5 mcssha5] || [wiki:r2011platformsimplementations_atmega1281_16mhz_mcssha5_ref ref] || 71869 || 9534 || 1672 || 689 || 619 || 584 || 549 || [wiki:r2011measureDetailsPage_26_mcssha5_ref Details]
|[wiki:r2011ciphers_mcssha6 mcssha6] || [wiki:r2011platformsimplementations_atmega1281_16mhz_mcssha6_ref ref] || 82146 || 10819 || 1832 || 709 || 629 || 589 || 549 || [wiki:r2011measureDetailsPage_26_mcssha6_ref Details]
|[wiki:r2011ciphers_nasha256 nasha256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_nasha256_opt opt] || 51596 || 6454 || 1337 || 624 || 573 || 548 || 522 || [wiki:r2011measureDetailsPage_26_nasha256_opt Details]
