| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || 1125 || 145 || 18 || 2 || 1 || 1 || 0 || [wiki:r2011measureDetailsPage_15_0hash_empty Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib sphlib] || 19811 || 2502 || 358 || 86 || 67 || 57 || 47 || [wiki:r2011measureDetailsPage_15_blake32_sphlib Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_sphlib-small sphlib-small] || 33536 || 4189 || 523 || 186 || 153 || 136 || 120 || [wiki:r2011measureDetailsPage_15_blake64_sphlib-small Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_artila_m501_bmw256_optc04 optc04] || 20408 || 2557 || 347 || 65 || 45 || 35 || 25 || [wiki:r2011measureDetailsPage_15_bmw256_optc04 Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_artila_m501_bmw512_sphlib-small sphlib-small] || 35291 || 4466 || 554 || 151 || 117 || 99 || 81 || [wiki:r2011measureDetailsPage_15_bmw512_sphlib-small Details]
|[wiki:r2011ciphers_cubehash161 cubehash161] || [wiki:r2011platformsimplementations_artila_m501_cubehash161_simple simple] || 683415 || 117828 || 43296 || 33798 || 33167 || 32813 || 32459 || [wiki:r2011measureDetailsPage_15_cubehash161_simple Details]
|[wiki:r2011ciphers_cubehash1616 cubehash1616] || [wiki:r2011platformsimplementations_artila_m501_cubehash1616_simple simple] || 682976 || 85431 || 12922 || 3414 || 2739 || 2400 || 2061 || [wiki:r2011measureDetailsPage_15_cubehash1616_simple Details]
|[wiki:r2011ciphers_cubehash162 cubehash162] || [wiki:r2011platformsimplementations_artila_m501_cubehash162_simple simple] || 683145 || 101604 || 27071 || 17590 || 16915 || 16601 || 16288 || [wiki:r2011measureDetailsPage_15_cubehash162_simple Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_artila_m501_cubehash1632_sphlib-small sphlib-small] || 56936 || 7133 || 1105 || 264 || 204 || 174 || 144 || [wiki:r2011measureDetailsPage_15_cubehash1632_sphlib-small Details]
|[wiki:r2011ciphers_cubehash164 cubehash164] || [wiki:r2011platformsimplementations_artila_m501_cubehash164_simple simple] || 683055 || 93531 || 18991 || 9492 || 8822 || 8479 || 8135 || [wiki:r2011measureDetailsPage_15_cubehash164_simple Details]
|[wiki:r2011ciphers_cubehash168 cubehash168] || [wiki:r2011platformsimplementations_artila_m501_cubehash168_simple simple] || 683111 || 89487 || 14947 || 5440 || 4764 || 4425 || 4085 || [wiki:r2011measureDetailsPage_15_cubehash168_simple Details]
|[wiki:r2011ciphers_cubehash81 cubehash81] || [wiki:r2011platformsimplementations_artila_m501_cubehash81_simple simple] || 344048 || 60691 || 21774 || 16928 || 16587 || 16422 || 16257 || [wiki:r2011measureDetailsPage_15_cubehash81_simple Details]
|[wiki:r2011ciphers_cubehash816 cubehash816] || [wiki:r2011platformsimplementations_artila_m501_cubehash816_simple simple] || 343710 || 43006 || 6419 || 1719 || 1395 || 1223 || 1051 || [wiki:r2011measureDetailsPage_15_cubehash816_simple Details]
|[wiki:r2011ciphers_cubehash82 cubehash82] || [wiki:r2011platformsimplementations_artila_m501_cubehash82_simple simple] || 344014 || 51148 || 13686 || 8826 || 8484 || 8311 || 8139 || [wiki:r2011measureDetailsPage_15_cubehash82_simple Details]
|[wiki:r2011ciphers_cubehash832 cubehash832] || [wiki:r2011platformsimplementations_artila_m501_cubehash832_simple simple] || 343778 || 43002 || 5913 || 1213 || 877 || 717 || 556 || [wiki:r2011measureDetailsPage_15_cubehash832_simple Details]
|[wiki:r2011ciphers_cubehash84 cubehash84] || [wiki:r2011platformsimplementations_artila_m501_cubehash84_simple simple] || 344059 || 48649 || 9642 || 4783 || 4436 || 4262 || 4088 || [wiki:r2011measureDetailsPage_15_cubehash84_simple Details]
|[wiki:r2011ciphers_cubehash88 cubehash88] || [wiki:r2011platformsimplementations_artila_m501_cubehash88_simple simple] || 343541 || 45014 || 7430 || 2754 || 2410 || 2236 || 2063 || [wiki:r2011measureDetailsPage_15_cubehash88_simple Details]
|[wiki:r2011ciphers_echo256 echo256] || [wiki:r2011platformsimplementations_artila_m501_echo256_sphlib sphlib] || 63686 || 7996 || 1008 || 258 || 227 || 211 || 196 || [wiki:r2011measureDetailsPage_15_echo256_sphlib Details]
|[wiki:r2011ciphers_echo512 echo512] || [wiki:r2011platformsimplementations_artila_m501_echo512_sphlib sphlib] || 72371 || 9089 || 1147 || 466 || 394 || 358 || 322 || [wiki:r2011measureDetailsPage_15_echo512_sphlib Details]
|[wiki:r2011ciphers_echosp256 echosp256] || [wiki:r2011platformsimplementations_artila_m501_echosp256_generic_opt32 generic_opt32] || 68265 || 8760 || 1089 || 281 || 208 || 189 || 170 || [wiki:r2011measureDetailsPage_15_echosp256_generic_opt32 Details]
|[wiki:r2011ciphers_echosp512 echosp512] || [wiki:r2011platformsimplementations_artila_m501_echosp512_generic_opt32 generic_opt32] || 76579 || 9813 || 1226 || 329 || 289 || 264 || 240 || [wiki:r2011measureDetailsPage_15_echosp512_generic_opt32 Details]
|[wiki:r2011ciphers_essence224 essence224] || [wiki:r2011platformsimplementations_artila_m501_essence224_gcc gcc] || 125741 || 41269 || 6754 || 3671 || 3426 || 3304 || 3182 || [wiki:r2011measureDetailsPage_15_essence224_gcc Details]
|[wiki:r2011ciphers_essence256 essence256] || [wiki:r2011platformsimplementations_artila_m501_essence256_gcc gcc] || 125651 || 41257 || 7099 || 3670 || 3429 || 3312 || 3194 || [wiki:r2011measureDetailsPage_15_essence256_gcc Details]
|[wiki:r2011ciphers_essence384 essence384] || [wiki:r2011platformsimplementations_artila_m501_essence384_gcc gcc] || 153191 || 49523 || 6199 || 2468 || 2165 || 2036 || 1908 || [wiki:r2011measureDetailsPage_15_essence384_gcc Details]
|[wiki:r2011ciphers_essence512 essence512] || [wiki:r2011platformsimplementations_artila_m501_essence512_gcc gcc] || 153968 || 49606 || 6219 || 2470 || 2166 || 2037 || 1908 || [wiki:r2011measureDetailsPage_15_essence512_gcc Details]
|[wiki:r2011ciphers_fugue256 fugue256] || [wiki:r2011platformsimplementations_artila_m501_fugue256_sphlib sphlib] || 37283 || 5380 || 808 || 194 || 150 || 128 || 106 || [wiki:r2011measureDetailsPage_15_fugue256_sphlib Details]
|[wiki:r2011ciphers_fugue512 fugue512] || [wiki:r2011platformsimplementations_artila_m501_fugue512_sphlib sphlib] || 63743 || 8941 || 1283 || 335 || 267 || 233 || 199 || [wiki:r2011measureDetailsPage_15_fugue512_sphlib Details]
