| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || 72 || 9 || 1 || 0 || 0 || 0 || 0 || [wiki:r2011measureDetailsPage_28_0hash_empty Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake32_sphlib sphlib] || 60938 || 7614 || 1865 || 1014 || 953 || 923 || 892 || [wiki:r2011measureDetailsPage_28_blake32_sphlib Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_blake64_armcryptolib armcryptolib] || 497826 || 62252 || 7788 || 4767 || 4281 || 4038 || 3795 || [wiki:r2011measureDetailsPage_28_blake64_armcryptolib Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_bmw256_avrcryptolib_asm avrcryptolib_asm] || 64289 || 8038 || 1489 || 610 || 548 || 516 || 485 || [wiki:r2011measureDetailsPage_28_bmw256_avrcryptolib_asm Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_bmw512_avrcryptolib avrcryptolib] || 766277 || 95793 || 11981 || 4466 || 3717 || 3343 || 2969 || [wiki:r2011measureDetailsPage_28_bmw512_avrcryptolib Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_cubehash1632_avrcryptolib_cwbasm avrcryptolib_cwbasm] || 2795623 || 349461 || 47850 || 9628 || 6898 || 5533 || 4168 || [wiki:r2011measureDetailsPage_28_cubehash1632_avrcryptolib_cwbasm Details]
|[wiki:r2011ciphers_echo256 echo256] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_echo256_avrcryptolib avrcryptolib] || 220677 || 27587 || 3455 || 1285 || 1280 || 1173 || 1065 || [wiki:r2011measureDetailsPage_28_echo256_avrcryptolib Details]
|[wiki:r2011ciphers_echo512 echo512] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_echo512_avrcryptolib avrcryptolib] || 272839 || 34108 || 4270 || 2642 || 2375 || 2242 || 2108 || [wiki:r2011measureDetailsPage_28_echo512_avrcryptolib Details]
|[wiki:r2011ciphers_fugue256 fugue256] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_fugue256_sphlib sphlib] || 113354 || 15237 || 2611 || 1035 || 922 || 866 || 810 || [wiki:r2011measureDetailsPage_28_fugue256_sphlib Details]
|[wiki:r2011ciphers_fugue512 fugue512] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_fugue512_sphlib sphlib] || 263857 || 34797 || 5704 || 2069 || 1809 || 1679 || 1549 || [wiki:r2011measureDetailsPage_28_fugue512_sphlib Details]
|[wiki:r2011ciphers_hamsi hamsi] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_hamsi_sphlib-small sphlib-small] || 89949 || 16595 || 6758 || 5529 || 5441 || 5397 || 5353 || [wiki:r2011measureDetailsPage_28_hamsi_sphlib-small Details]
|[wiki:r2011ciphers_luffa256 luffa256] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_luffa256_avr avr] || 46141 || 5770 || 1450 || 819 || 774 || 752 || 729 || [wiki:r2011measureDetailsPage_28_luffa256_avr Details]
|[wiki:r2011ciphers_luffa384 luffa384] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_luffa384_avr avr] || 98357 || 12297 || 2592 || 1248 || 1152 || 1104 || 1056 || [wiki:r2011measureDetailsPage_28_luffa384_avr Details]
|[wiki:r2011ciphers_luffa512 luffa512] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_luffa512_avr avr] || 133583 || 16700 || 3515 || 1689 || 1559 || 1493 || 1428 || [wiki:r2011measureDetailsPage_28_luffa512_avr Details]
|[wiki:r2011ciphers_shabal256 shabal256] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_shabal256_tiny_avr8-fast tiny_avr8-fast] || 45825 || 5731 || 889 || 263 || 218 || 196 || 173 || [wiki:r2011measureDetailsPage_28_shabal256_tiny_avr8-fast Details]
|[wiki:r2011ciphers_shabal512 shabal512] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_shabal512_tiny_avr8-fast tiny_avr8-fast] || 46049 || 5759 || 893 || 263 || 218 || 196 || 173 || [wiki:r2011measureDetailsPage_28_shabal512_tiny_avr8-fast Details]
|[wiki:r2011ciphers_shavite3256 shavite3256] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_shavite3256_sphlib sphlib] || 37175 || 4667 || 1143 || 635 || 599 || 581 || 562 || [wiki:r2011measureDetailsPage_28_shavite3256_sphlib Details]
|[wiki:r2011ciphers_shavite3512 shavite3512] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_shavite3512_low-mem low-mem] || 166997 || 20893 || 2625 || 1506 || 1342 || 1261 || 1179 || [wiki:r2011measureDetailsPage_28_shavite3512_low-mem Details]
|[wiki:r2011ciphers_simd256 simd256] || [wiki:r2011platformsimplementations_atmega1284p_16mhz_simd256_sphlib sphlib] || 153445 || 38139 || 4768 || 2670 || 2520 || 2445 || 2370 || [wiki:r2011measureDetailsPage_28_simd256_sphlib Details]
