| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_cubehash84 cubehash84] || [wiki:r2011platformsimplementations_artila_m501_cubehash84_simple simple] || 344014 || 47107 || 9644 || 4778 || 4435 || 4262 || 4089 || [wiki:r2011measureDetailsPage_16_cubehash84_simple Details]
|[wiki:r2011ciphers_cubehash88 cubehash88] || [wiki:r2011platformsimplementations_artila_m501_cubehash88_simple simple] || 344149 || 45087 || 7437 || 2756 || 2410 || 2236 || 2062 || [wiki:r2011measureDetailsPage_16_cubehash88_simple Details]
|[wiki:r2011ciphers_echo256 echo256] || [wiki:r2011platformsimplementations_artila_m501_echo256_sphlib sphlib] || 63968 || 8021 || 1008 || 258 || 226 || 195 || 164 || [wiki:r2011measureDetailsPage_16_echo256_sphlib Details]
|[wiki:r2011ciphers_echo512 echo512] || [wiki:r2011platformsimplementations_artila_m501_echo512_sphlib sphlib] || 72439 || 9096 || 1145 || 466 || 394 || 375 || 355 || [wiki:r2011measureDetailsPage_16_echo512_sphlib Details]
|[wiki:r2011ciphers_echosp256 echosp256] || [wiki:r2011platformsimplementations_artila_m501_echosp256_generic_opt32 generic_opt32] || 68108 || 8743 || 1094 || 282 || 209 || 205 || 201 || [wiki:r2011measureDetailsPage_16_echosp256_generic_opt32 Details]
|[wiki:r2011ciphers_echosp512 echosp512] || [wiki:r2011platformsimplementations_artila_m501_echosp512_generic_opt32 generic_opt32] || 76646 || 9762 || 1229 || 329 || 288 || 264 || 240 || [wiki:r2011measureDetailsPage_16_echosp512_generic_opt32 Details]
|[wiki:r2011ciphers_essence224 essence224] || [wiki:r2011platformsimplementations_artila_m501_essence224_gcc gcc] || 125663 || 41266 || 6751 || 3672 || 3426 || 3305 || 3185 || [wiki:r2011measureDetailsPage_16_essence224_gcc Details]
|[wiki:r2011ciphers_essence256 essence256] || [wiki:r2011platformsimplementations_artila_m501_essence256_gcc gcc] || 125775 || 41264 || 6750 || 3670 || 3427 || 3307 || 3187 || [wiki:r2011measureDetailsPage_16_essence256_gcc Details]
|[wiki:r2011ciphers_essence384 essence384] || [wiki:r2011platformsimplementations_artila_m501_essence384_gcc gcc] || 153079 || 49490 || 6198 || 2469 || 2165 || 2036 || 1907 || [wiki:r2011measureDetailsPage_16_essence384_gcc Details]
|[wiki:r2011ciphers_essence512 essence512] || [wiki:r2011platformsimplementations_artila_m501_essence512_gcc gcc] || 153799 || 49627 || 6219 || 2471 || 2180 || 2025 || 1869 || [wiki:r2011measureDetailsPage_16_essence512_gcc Details]
|[wiki:r2011ciphers_fugue256 fugue256] || [wiki:r2011platformsimplementations_artila_m501_fugue256_sphlib sphlib] || 37159 || 5345 || 805 || 194 || 150 || 128 || 107 || [wiki:r2011measureDetailsPage_16_fugue256_sphlib Details]
|[wiki:r2011ciphers_fugue512 fugue512] || [wiki:r2011platformsimplementations_artila_m501_fugue512_sphlib sphlib] || 63788 || 8923 || 1288 || 335 || 267 || 233 || 198 || [wiki:r2011measureDetailsPage_16_fugue512_sphlib Details]
|[wiki:r2011ciphers_hamsi hamsi] || [wiki:r2011platformsimplementations_artila_m501_hamsi_sphlib sphlib] || 19485 || 2751 || 584 || 304 || 279 || 271 || 263 || [wiki:r2011measureDetailsPage_16_hamsi_sphlib Details]
|[wiki:r2011ciphers_hamsi512 hamsi512] || [wiki:r2011platformsimplementations_artila_m501_hamsi512_sphlib-small sphlib-small] || 33255 || 7577 || 1259 || 762 || 738 || 711 || 684 || [wiki:r2011measureDetailsPage_16_hamsi512_sphlib-small Details]
|[wiki:r2011ciphers_lane256 lane256] || [wiki:r2011platformsimplementations_artila_m501_lane256_c c] || 121309 || 23373 || 2707 || 1049 || 943 || 877 || 811 || [wiki:r2011measureDetailsPage_16_lane256_c Details]
|[wiki:r2011ciphers_lane512 lane512] || [wiki:r2011platformsimplementations_artila_m501_lane512_c c] || 321300 || 58822 || 7360 || 1814 || 1486 || 1327 || 1168 || [wiki:r2011measureDetailsPage_16_lane512_c Details]
|[wiki:r2011ciphers_luffa256 luffa256] || [wiki:r2011platformsimplementations_artila_m501_luffa256_sphlib sphlib] || 15615 || 1952 || 385 || 123 || 105 || 96 || 86 || [wiki:r2011measureDetailsPage_16_luffa256_sphlib Details]
|[wiki:r2011ciphers_luffa384 luffa384] || [wiki:r2011platformsimplementations_artila_m501_luffa384_opt32 opt32] || 23861 || 2993 || 542 || 212 || 188 || 176 || 165 || [wiki:r2011measureDetailsPage_16_luffa384_opt32 Details]
|[wiki:r2011ciphers_luffa512 luffa512] || [wiki:r2011platformsimplementations_artila_m501_luffa512_sphlib sphlib] || 29756 || 3721 || 760 || 238 || 200 || 182 || 163 || [wiki:r2011measureDetailsPage_16_luffa512_sphlib Details]
|[wiki:r2011ciphers_mcssha4 mcssha4] || [wiki:r2011platformsimplementations_artila_m501_mcssha4_ref ref] || 16931 || 2287 || 395 || 159 || 142 || 133 || 125 || [wiki:r2011measureDetailsPage_16_mcssha4_ref Details]
|[wiki:r2011ciphers_mcssha5 mcssha5] || [wiki:r2011platformsimplementations_artila_m501_mcssha5_ref ref] || 24502 || 3241 || 513 || 174 || 149 || 137 || 125 || [wiki:r2011measureDetailsPage_16_mcssha5_ref Details]
|[wiki:r2011ciphers_mcssha6 mcssha6] || [wiki:r2011platformsimplementations_artila_m501_mcssha6_ref ref] || 18236 || 2458 || 417 || 161 || 143 || 134 || 125 || [wiki:r2011measureDetailsPage_16_mcssha6_ref Details]
|[wiki:r2011ciphers_nasha256 nasha256] || [wiki:r2011platformsimplementations_artila_m501_nasha256_opt_v4 opt_v4] || 26044 || 3227 || 462 || 108 || 82 || 69 || 56 || [wiki:r2011measureDetailsPage_16_nasha256_opt_v4 Details]
|[wiki:r2011ciphers_nasha512 nasha512] || [wiki:r2011platformsimplementations_artila_m501_nasha512_opt opt] || 22691 || 2856 || 357 || 119 || 97 || 86 || 74 || [wiki:r2011measureDetailsPage_16_nasha512_opt Details]
|[wiki:r2011ciphers_sarmal256 sarmal256] || [wiki:r2011platformsimplementations_artila_m501_sarmal256_opt64 opt64] || 76331 || 9449 || 1200 || 537 || 459 || 436 || 413 || [wiki:r2011measureDetailsPage_16_sarmal256_opt64 Details]
|[wiki:r2011ciphers_sarmal512 sarmal512] || [wiki:r2011platformsimplementations_artila_m501_sarmal512_opt64 opt64] || 90067 || 11277 || 1414 || 649 || 590 || 532 || 475 || [wiki:r2011measureDetailsPage_16_sarmal512_opt64 Details]
|[wiki:r2011ciphers_shabal256 shabal256] || [wiki:r2011platformsimplementations_artila_m501_shabal256_sphlib sphlib] || 21690 || 2685 || 520 || 87 || 56 || 40 || 25 || [wiki:r2011measureDetailsPage_16_shabal256_sphlib Details]
|[wiki:r2011ciphers_shabal512 shabal512] || [wiki:r2011platformsimplementations_artila_m501_shabal512_sphlib sphlib] || 21825 || 2728 || 523 || 87 || 56 || 41 || 25 || [wiki:r2011measureDetailsPage_16_shabal512_sphlib Details]
|[wiki:r2011ciphers_simd256 simd256] || [wiki:r2011platformsimplementations_artila_m501_simd256_sphlib-small sphlib-small] || 31883 || 5982 || 746 || 302 || 270 || 254 || 238 || [wiki:r2011measureDetailsPage_16_simd256_sphlib-small Details]
|[wiki:r2011ciphers_simd512 simd512] || [wiki:r2011platformsimplementations_artila_m501_simd512_opt opt] || 64170 || 13303 || 1665 || 457 || 395 || 364 || 333 || [wiki:r2011measureDetailsPage_16_simd512_opt Details]
|[wiki:r2011ciphers_whirlpool whirlpool] || [wiki:r2011platformsimplementations_artila_m501_whirlpool_ref ref] || 57150 || 7235 || 1297 || 510 || 457 || 441 || 426 || [wiki:r2011measureDetailsPage_16_whirlpool_ref Details]
