| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1281_16mhz_0hash_empty empty] || 72 || 9 || 1 || 0 || 0 || 0 || 0 || [wiki:r2011measureDetailsPage_3_0hash_empty Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || 60206 || 7521 || 1841 || 1004 || 944 || 914 || 884 || [wiki:r2011measureDetailsPage_3_blake32_sphlib Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake64_armcryptolib armcryptolib] || 497823 || 62252 || 7788 || 4767 || 4281 || 4038 || 3795 || [wiki:r2011measureDetailsPage_3_blake64_armcryptolib Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_bmw256_avrcryptolib_asm avrcryptolib_asm] || 64288 || 8038 || 1489 || 610 || 548 || 516 || 485 || [wiki:r2011measureDetailsPage_3_bmw256_avrcryptolib_asm Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_bmw512_avrcryptolib avrcryptolib] || 766272 || 95792 || 11981 || 4466 || 3717 || 3343 || 2969 || [wiki:r2011measureDetailsPage_3_bmw512_avrcryptolib Details]
|[wiki:r2011ciphers_cubehash161 cubehash161] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash161_unrolled unrolled] || 3473278 || 599664 || 219705 || 172210 || 168817 || 167121 || 165425 || [wiki:r2011measureDetailsPage_3_cubehash161_unrolled Details]
|[wiki:r2011ciphers_cubehash1616 cubehash1616] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash1616_unrolled unrolled] || 3473277 || 434843 || 65191 || 17696 || 14303 || 12607 || 10911 || [wiki:r2011measureDetailsPage_3_cubehash1616_unrolled Details]
|[wiki:r2011ciphers_cubehash162 cubehash162] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash162_unrolled unrolled] || 3473284 || 517240 || 137281 || 89785 || 86392 || 84696 || 83000 || [wiki:r2011measureDetailsPage_3_cubehash162_unrolled Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash1632_avrcryptolib_cwbasm avrcryptolib_cwbasm] || 2795615 || 349460 || 47850 || 9628 || 6898 || 5533 || 4168 || [wiki:r2011measureDetailsPage_3_cubehash1632_avrcryptolib_cwbasm Details]
|[wiki:r2011ciphers_cubehash164 cubehash164] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash164_unrolled unrolled] || 3473286 || 476070 || 96110 || 48615 || 45222 || 43526 || 41829 || [wiki:r2011measureDetailsPage_3_cubehash164_unrolled Details]
