| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_atmega1281_16mhz_0hash_empty empty] || 72 || 9 || 1 || 0 || 0 || 0 || 0 || [wiki:r2011measureDetailsPage_2_0hash_empty Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake32_sphlib sphlib] || 60206 || 7521 || 1841 || 1004 || 944 || 914 || 884 || [wiki:r2011measureDetailsPage_2_blake32_sphlib Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_atmega1281_16mhz_blake64_armcryptolib armcryptolib] || 497821 || 62252 || 7788 || 4767 || 4281 || 4038 || 3795 || [wiki:r2011measureDetailsPage_2_blake64_armcryptolib Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_bmw256_avrcryptolib_asm avrcryptolib_asm] || 64287 || 8038 || 1489 || 610 || 548 || 516 || 485 || [wiki:r2011measureDetailsPage_2_bmw256_avrcryptolib_asm Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_bmw512_avrcryptolib avrcryptolib] || 766270 || 95792 || 11981 || 4466 || 3717 || 3343 || 2969 || [wiki:r2011measureDetailsPage_2_bmw512_avrcryptolib Details]
|[wiki:r2011ciphers_cubehash161 cubehash161] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash161_unrolled unrolled] || 3473279 || 599664 || 219705 || 172210 || 168817 || 167121 || 165424 || [wiki:r2011measureDetailsPage_2_cubehash161_unrolled Details]
|[wiki:r2011ciphers_cubehash1616 cubehash1616] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash1616_unrolled unrolled] || 3473271 || 434842 || 65191 || 17696 || 14303 || 12607 || 10911 || [wiki:r2011measureDetailsPage_2_cubehash1616_unrolled Details]
|[wiki:r2011ciphers_cubehash162 cubehash162] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash162_unrolled unrolled] || 3473286 || 517240 || 137281 || 89785 || 86393 || 84696 || 83000 || [wiki:r2011measureDetailsPage_2_cubehash162_unrolled Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash1632_avrcryptolib_cwbasm avrcryptolib_cwbasm] || 2795619 || 349460 || 47850 || 9628 || 6898 || 5533 || 4168 || [wiki:r2011measureDetailsPage_2_cubehash1632_avrcryptolib_cwbasm Details]
|[wiki:r2011ciphers_cubehash164 cubehash164] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash164_unrolled unrolled] || 3473303 || 476072 || 96111 || 48615 || 45222 || 43526 || 41830 || [wiki:r2011measureDetailsPage_2_cubehash164_unrolled Details]
|[wiki:r2011ciphers_cubehash168 cubehash168] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash168_unrolled unrolled] || 3473308 || 455460 || 75498 || 28002 || 24609 || 22913 || 21217 || [wiki:r2011measureDetailsPage_2_cubehash168_unrolled Details]
|[wiki:r2011ciphers_cubehash81 cubehash81] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash81_unrolled unrolled] || 1762436 || 304340 || 111505 || 87400 || 85678 || 84817 || 83956 || [wiki:r2011measureDetailsPage_2_cubehash81_unrolled Details]
|[wiki:r2011ciphers_cubehash816 cubehash816] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash816_unrolled unrolled] || 1762440 || 220988 || 33368 || 9262 || 7541 || 6680 || 5819 || [wiki:r2011measureDetailsPage_2_cubehash816_unrolled Details]
|[wiki:r2011ciphers_cubehash82 cubehash82] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash82_unrolled unrolled] || 1762434 || 262649 || 69814 || 45709 || 43987 || 43126 || 42265 || [wiki:r2011measureDetailsPage_2_cubehash82_unrolled Details]
|[wiki:r2011ciphers_cubehash832 cubehash832] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash832_unrolled unrolled] || 1762434 || 220987 || 30761 || 6656 || 4934 || 4073 || 3212 || [wiki:r2011measureDetailsPage_2_cubehash832_unrolled Details]
|[wiki:r2011ciphers_cubehash84 cubehash84] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash84_unrolled unrolled] || 1762433 || 241845 || 49011 || 24906 || 23184 || 22323 || 21462 || [wiki:r2011measureDetailsPage_2_cubehash84_unrolled Details]
|[wiki:r2011ciphers_cubehash88 cubehash88] || [wiki:r2011platformsimplementations_atmega1281_16mhz_cubehash88_unrolled unrolled] || 1762429 || 231416 || 38582 || 14477 || 12755 || 11894 || 11033 || [wiki:r2011measureDetailsPage_2_cubehash88_unrolled Details]
|[wiki:r2011ciphers_echo256 echo256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_echo256_avrcryptolib avrcryptolib] || 220677 || 27587 || 3455 || 1285 || 1280 || 1173 || 1065 || [wiki:r2011measureDetailsPage_2_echo256_avrcryptolib Details]
|[wiki:r2011ciphers_echo512 echo512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_echo512_avrcryptolib avrcryptolib] || 272839 || 34108 || 4270 || 2642 || 2375 || 2242 || 2108 || [wiki:r2011measureDetailsPage_2_echo512_avrcryptolib Details]
|[wiki:r2011ciphers_essence224 essence224] || [wiki:r2011platformsimplementations_atmega1281_16mhz_essence224_gcc gcc] || 480183 || 178246 || 29601 || 16515 || 15580 || 15113 || 14645 || [wiki:r2011measureDetailsPage_2_essence224_gcc Details]
|[wiki:r2011ciphers_essence256 essence256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_essence256_gcc gcc] || 480662 || 178305 || 29609 || 16516 || 15580 || 15113 || 14645 || [wiki:r2011measureDetailsPage_2_essence256_gcc Details]
|[wiki:r2011ciphers_essence384 essence384] || [wiki:r2011platformsimplementations_atmega1281_16mhz_essence384_gcc gcc] || 1012344 || 371780 || 46468 || 19007 || 17045 || 16065 || 15084 || [wiki:r2011measureDetailsPage_2_essence384_gcc Details]
|[wiki:r2011ciphers_essence512 essence512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_essence512_gcc gcc] || 1018526 || 372553 || 46565 || 19019 || 17051 || 16068 || 15084 || [wiki:r2011measureDetailsPage_2_essence512_gcc Details]
|[wiki:r2011ciphers_fugue256 fugue256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_fugue256_sphlib sphlib] || 113354 || 15237 || 2611 || 1035 || 922 || 866 || 810 || [wiki:r2011measureDetailsPage_2_fugue256_sphlib Details]
|[wiki:r2011ciphers_fugue512 fugue512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_fugue512_sphlib sphlib] || 263857 || 34797 || 5704 || 2069 || 1809 || 1679 || 1549 || [wiki:r2011measureDetailsPage_2_fugue512_sphlib Details]
|[wiki:r2011ciphers_hamsi hamsi] || [wiki:r2011platformsimplementations_atmega1281_16mhz_hamsi_sphlib-small sphlib-small] || 89950 || 16595 || 6758 || 5529 || 5441 || 5397 || 5353 || [wiki:r2011measureDetailsPage_2_hamsi_sphlib-small Details]
|[wiki:r2011ciphers_luffa256 luffa256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_luffa256_sphlib sphlib] || 176480 || 22062 || 5501 || 3069 || 2896 || 2809 || 2722 || [wiki:r2011measureDetailsPage_2_luffa256_sphlib Details]
|[wiki:r2011ciphers_luffa512 luffa512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_luffa512_sphlib sphlib] || 454902 || 56865 || 11835 || 5581 || 5135 || 4911 || 4688 || [wiki:r2011measureDetailsPage_2_luffa512_sphlib Details]
|[wiki:r2011ciphers_mcssha4 mcssha4] || [wiki:r2011platformsimplementations_atmega1281_16mhz_mcssha4_ref ref] || 33772 || 4772 || 1077 || 615 || 582 || 565 || 549 || [wiki:r2011measureDetailsPage_2_mcssha4_ref Details]
|[wiki:r2011ciphers_mcssha5 mcssha5] || [wiki:r2011platformsimplementations_atmega1281_16mhz_mcssha5_ref ref] || 71869 || 9534 || 1672 || 689 || 619 || 584 || 549 || [wiki:r2011measureDetailsPage_2_mcssha5_ref Details]
|[wiki:r2011ciphers_mcssha6 mcssha6] || [wiki:r2011platformsimplementations_atmega1281_16mhz_mcssha6_ref ref] || 82147 || 10819 || 1832 || 709 || 629 || 589 || 549 || [wiki:r2011measureDetailsPage_2_mcssha6_ref Details]
|[wiki:r2011ciphers_nasha256 nasha256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_nasha256_opt opt] || 51596 || 6454 || 1337 || 624 || 573 || 548 || 522 || [wiki:r2011measureDetailsPage_2_nasha256_opt Details]
|[wiki:r2011ciphers_nasha512 nasha512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_nasha512_opt opt] || 99045 || 12385 || 1552 || 706 || 609 || 560 || 512 || [wiki:r2011measureDetailsPage_2_nasha512_opt Details]
|[wiki:r2011ciphers_shabal256 shabal256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_shabal256_avrcryptolib_asm avrcryptolib_asm] || 52326 || 6543 || 1027 || 312 || 261 || 235 || 210 || [wiki:r2011measureDetailsPage_2_shabal256_avrcryptolib_asm Details]
|[wiki:r2011ciphers_shabal512 shabal512] || [wiki:r2011platformsimplementations_atmega1281_16mhz_shabal512_avrcryptolib_asm avrcryptolib_asm] || 52547 || 6570 || 1031 || 313 || 261 || 236 || 210 || [wiki:r2011measureDetailsPage_2_shabal512_avrcryptolib_asm Details]
|[wiki:r2011ciphers_simd256 simd256] || [wiki:r2011platformsimplementations_atmega1281_16mhz_simd256_sphlib sphlib] || 152312 || 37855 || 4733 || 2650 || 2501 || 2427 || 2353 || [wiki:r2011measureDetailsPage_2_simd256_sphlib Details]
