| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || 1125 || 142 || 17 || 2 || 1 || 1 || 0 || [wiki:r2011measureDetailsPage_14_0hash_empty Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib sphlib] || 19890 || 2498 || 358 || 86 || 67 || 57 || 47 || [wiki:r2011measureDetailsPage_14_blake32_sphlib Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_sphlib-small sphlib-small] || 33694 || 4219 || 525 || 186 || 153 || 136 || 119 || [wiki:r2011measureDetailsPage_14_blake64_sphlib-small Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_artila_m501_bmw256_optc04 optc04] || 20453 || 2557 || 348 || 66 || 45 || 35 || 25 || [wiki:r2011measureDetailsPage_14_bmw256_optc04 Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_artila_m501_bmw512_sphlib-small sphlib-small] || 35314 || 4433 || 555 || 151 || 116 || 99 || 81 || [wiki:r2011measureDetailsPage_14_bmw512_sphlib-small Details]
|[wiki:r2011ciphers_cubehash161 cubehash161] || [wiki:r2011platformsimplementations_artila_m501_cubehash161_simple simple] || 695036 || 119329 || 43297 || 33774 || 33157 || 33984 || 34812 || [wiki:r2011measureDetailsPage_14_cubehash161_simple Details]
|[wiki:r2011ciphers_cubehash1616 cubehash1616] || [wiki:r2011platformsimplementations_artila_m501_cubehash1616_simple simple] || 682988 || 85441 || 12917 || 3417 || 2739 || 2400 || 2060 || [wiki:r2011measureDetailsPage_14_cubehash1616_simple Details]
|[wiki:r2011ciphers_cubehash162 cubehash162] || [wiki:r2011platformsimplementations_artila_m501_cubehash162_simple simple] || 683066 || 103081 || 27079 || 17591 || 16946 || 16603 || 16260 || [wiki:r2011measureDetailsPage_14_cubehash162_simple Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_artila_m501_cubehash1632_sphlib-small sphlib-small] || 57060 || 7147 || 1111 || 264 || 205 || 180 || 156 || [wiki:r2011measureDetailsPage_14_cubehash1632_sphlib-small Details]
|[wiki:r2011ciphers_cubehash164 cubehash164] || [wiki:r2011platformsimplementations_artila_m501_cubehash164_simple simple] || 683156 || 93526 || 18994 || 9491 || 8815 || 8473 || 8131 || [wiki:r2011measureDetailsPage_14_cubehash164_simple Details]
