| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_cubehash816 cubehash816] || [wiki:r2011platformsimplementations_artila_m501_cubehash816_unrolled unrolled] || 86749 || 10900 || 1633 || 445 || 360 || 318 || 275 || [wiki:r2011measureDetailsPage_27_cubehash816_unrolled Details]
|[wiki:r2011ciphers_cubehash82 cubehash82] || [wiki:r2011platformsimplementations_artila_m501_cubehash82_unrolled unrolled] || 86794 || 12803 || 3303 || 2138 || 2042 || 1996 || 1950 || [wiki:r2011measureDetailsPage_27_cubehash82_unrolled Details]
|[wiki:r2011ciphers_cubehash832 cubehash832] || [wiki:r2011platformsimplementations_artila_m501_cubehash832_unrolled unrolled] || 86670 || 10879 || 1513 || 326 || 241 || 199 || 156 || [wiki:r2011measureDetailsPage_27_cubehash832_unrolled Details]
|[wiki:r2011ciphers_cubehash84 cubehash84] || [wiki:r2011platformsimplementations_artila_m501_cubehash84_unrolled unrolled] || 86704 || 11841 || 2348 || 1161 || 1088 || 1039 || 990 || [wiki:r2011measureDetailsPage_27_cubehash84_unrolled Details]
|[wiki:r2011ciphers_cubehash88 cubehash88] || [wiki:r2011platformsimplementations_artila_m501_cubehash88_unrolled unrolled] || 86276 || 11322 || 1871 || 711 || 616 || 568 || 520 || [wiki:r2011measureDetailsPage_27_cubehash88_unrolled Details]
|[wiki:r2011ciphers_echo256 echo256] || [wiki:r2011platformsimplementations_artila_m501_echo256_sphlib sphlib] || 63754 || 8013 || 1004 || 259 || 228 || 195 || 163 || [wiki:r2011measureDetailsPage_27_echo256_sphlib Details]
|[wiki:r2011ciphers_echo512 echo512] || [wiki:r2011platformsimplementations_artila_m501_echo512_generic_opt32 generic_opt32] || 76995 || 9882 || 1241 || 485 || 406 || 367 || 328 || [wiki:r2011measureDetailsPage_27_echo512_generic_opt32 Details]
|[wiki:r2011ciphers_echosp256 echosp256] || [wiki:r2011platformsimplementations_artila_m501_echosp256_generic_opt32 generic_opt32] || 67928 || 8779 || 1098 || 283 || 209 || 189 || 169 || [wiki:r2011measureDetailsPage_27_echosp256_generic_opt32 Details]
|[wiki:r2011ciphers_echosp512 echosp512] || [wiki:r2011platformsimplementations_artila_m501_echosp512_generic_opt32 generic_opt32] || 76635 || 9866 || 1239 || 330 || 289 || 248 || 207 || [wiki:r2011measureDetailsPage_27_echosp512_generic_opt32 Details]
|[wiki:r2011ciphers_essence224 essence224] || [wiki:r2011platformsimplementations_artila_m501_essence224_gcc gcc] || 125606 || 41286 || 6748 || 3669 || 3427 || 3303 || 3180 || [wiki:r2011measureDetailsPage_27_essence224_gcc Details]
|[wiki:r2011ciphers_essence256 essence256] || [wiki:r2011platformsimplementations_artila_m501_essence256_gcc gcc] || 125325 || 41258 || 6748 || 3668 || 3426 || 3307 || 3189 || [wiki:r2011measureDetailsPage_27_essence256_gcc Details]
|[wiki:r2011ciphers_essence384 essence384] || [wiki:r2011platformsimplementations_artila_m501_essence384_gcc gcc] || 152775 || 49430 || 6203 || 2467 || 2164 || 2024 || 1884 || [wiki:r2011measureDetailsPage_27_essence384_gcc Details]
|[wiki:r2011ciphers_essence512 essence512] || [wiki:r2011platformsimplementations_artila_m501_essence512_gcc gcc] || 153731 || 49586 || 6209 || 2465 || 2164 || 2027 || 1890 || [wiki:r2011measureDetailsPage_27_essence512_gcc Details]
|[wiki:r2011ciphers_fugue256 fugue256] || [wiki:r2011platformsimplementations_artila_m501_fugue256_sphlib sphlib] || 37451 || 5430 || 809 || 194 || 151 || 129 || 107 || [wiki:r2011measureDetailsPage_27_fugue256_sphlib Details]
|[wiki:r2011ciphers_fugue512 fugue512] || [wiki:r2011platformsimplementations_artila_m501_fugue512_sphlib sphlib] || 63506 || 8809 || 1271 || 333 || 266 || 233 || 199 || [wiki:r2011measureDetailsPage_27_fugue512_sphlib Details]
|[wiki:r2011ciphers_hamsi hamsi] || [wiki:r2011platformsimplementations_artila_m501_hamsi_sphlib sphlib] || 18709 || 2730 || 574 || 304 || 291 || 264 || 237 || [wiki:r2011measureDetailsPage_27_hamsi_sphlib Details]
|[wiki:r2011ciphers_hamsi512 hamsi512] || [wiki:r2011platformsimplementations_artila_m501_hamsi512_sphlib-small sphlib-small] || 32468 || 7618 || 1265 || 790 || 725 || 713 || 700 || [wiki:r2011measureDetailsPage_27_hamsi512_sphlib-small Details]
|[wiki:r2011ciphers_lane256 lane256] || [wiki:r2011platformsimplementations_artila_m501_lane256_c c] || 121995 || 21805 || 2715 || 1050 || 930 || 878 || 825 || [wiki:r2011measureDetailsPage_27_lane256_c Details]
|[wiki:r2011ciphers_lane512 lane512] || [wiki:r2011platformsimplementations_artila_m501_lane512_c c] || 321694 || 60271 || 7348 || 1785 || 1486 || 1323 || 1159 || [wiki:r2011measureDetailsPage_27_lane512_c Details]
|[wiki:r2011ciphers_luffa256 luffa256] || [wiki:r2011platformsimplementations_artila_m501_luffa256_sphlib sphlib] || 15098 || 1918 || 380 || 123 || 105 || 95 || 86 || [wiki:r2011measureDetailsPage_27_luffa256_sphlib Details]
|[wiki:r2011ciphers_luffa384 luffa384] || [wiki:r2011platformsimplementations_artila_m501_luffa384_arm arm] || 24030 || 3001 || 542 || 209 || 185 || 173 || 162 || [wiki:r2011measureDetailsPage_27_luffa384_arm Details]
|[wiki:r2011ciphers_luffa512 luffa512] || [wiki:r2011platformsimplementations_artila_m501_luffa512_sphlib sphlib] || 29317 || 3670 || 755 || 237 || 200 || 188 || 176 || [wiki:r2011measureDetailsPage_27_luffa512_sphlib Details]
|[wiki:r2011ciphers_mcssha4 mcssha4] || [wiki:r2011platformsimplementations_artila_m501_mcssha4_ref ref] || 17010 || 2294 || 394 || 159 || 142 || 133 || 125 || [wiki:r2011measureDetailsPage_27_mcssha4_ref Details]
|[wiki:r2011ciphers_mcssha5 mcssha5] || [wiki:r2011platformsimplementations_artila_m501_mcssha5_ref ref] || 24548 || 3229 || 514 || 173 || 149 || 137 || 125 || [wiki:r2011measureDetailsPage_27_mcssha5_ref Details]
|[wiki:r2011ciphers_mcssha6 mcssha6] || [wiki:r2011platformsimplementations_artila_m501_mcssha6_ref ref] || 18079 || 2467 || 414 || 161 || 143 || 134 || 125 || [wiki:r2011measureDetailsPage_27_mcssha6_ref Details]
|[wiki:r2011ciphers_nasha256 nasha256] || [wiki:r2011platformsimplementations_artila_m501_nasha256_opt_v4 opt_v4] || 25492 || 3195 || 465 || 108 || 82 || 69 || 56 || [wiki:r2011measureDetailsPage_27_nasha256_opt_v4 Details]
|[wiki:r2011ciphers_nasha512 nasha512] || [wiki:r2011platformsimplementations_artila_m501_nasha512_opt opt] || 22556 || 2803 || 356 || 119 || 97 || 86 || 75 || [wiki:r2011measureDetailsPage_27_nasha512_opt Details]
|[wiki:r2011ciphers_sarmal256 sarmal256] || [wiki:r2011platformsimplementations_artila_m501_sarmal256_opt64 opt64] || 77715 || 9653 || 1206 || 539 || 462 || 437 || 412 || [wiki:r2011measureDetailsPage_27_sarmal256_opt64 Details]
|[wiki:r2011ciphers_sarmal512 sarmal512] || [wiki:r2011platformsimplementations_artila_m501_sarmal512_opt64 opt64] || 90045 || 11406 || 1414 || 653 || 568 || 536 || 505 || [wiki:r2011measureDetailsPage_27_sarmal512_opt64 Details]
|[wiki:r2011ciphers_sha256 sha256] || [wiki:r2011platformsimplementations_artila_m501_sha256_sphlib-small sphlib-small] || 12589 || 1599 || 245 || 72 || 59 || 53 || 47 || [wiki:r2011measureDetailsPage_27_sha256_sphlib-small Details]
|[wiki:r2011ciphers_sha512 sha512] || [wiki:r2011platformsimplementations_artila_m501_sha512_sphlib sphlib] || 25763 || 3241 || 406 || 173 || 148 || 135 || 123 || [wiki:r2011measureDetailsPage_27_sha512_sphlib Details]
|[wiki:r2011ciphers_shabal256 shabal256] || [wiki:r2011platformsimplementations_artila_m501_shabal256_tiny_armel-mixed tiny_armel-mixed] || 14310 || 1799 || 257 || 62 || 48 || 41 || 34 || [wiki:r2011measureDetailsPage_27_shabal256_tiny_armel-mixed Details]
|[wiki:r2011ciphers_shabal512 shabal512] || [wiki:r2011platformsimplementations_artila_m501_shabal512_tiny_armel-mixed tiny_armel-mixed] || 14310 || 1797 || 259 || 62 || 48 || 41 || 34 || [wiki:r2011measureDetailsPage_27_shabal512_tiny_armel-mixed Details]
|[wiki:r2011ciphers_simd256 simd256] || [wiki:r2011platformsimplementations_artila_m501_simd256_sphlib-small sphlib-small] || 31534 || 5908 || 743 || 301 || 270 || 254 || 238 || [wiki:r2011measureDetailsPage_27_simd256_sphlib-small Details]
|[wiki:r2011ciphers_whirlpool whirlpool] || [wiki:r2011platformsimplementations_artila_m501_whirlpool_ref ref] || 57229 || 7201 || 1308 || 510 || 456 || 428 || 400 || [wiki:r2011measureDetailsPage_27_whirlpool_ref Details]
