| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || 1103 || 144 || 16 || 2 || 1 || 1 || 0 || [wiki:r2011measureDetailsPage_13_0hash_empty Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib sphlib] || 19834 || 2502 || 357 || 87 || 67 || 57 || 47 || [wiki:r2011measureDetailsPage_13_blake32_sphlib Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_sphlib-small sphlib-small] || 33739 || 4202 || 529 || 186 || 153 || 136 || 120 || [wiki:r2011measureDetailsPage_13_blake64_sphlib-small Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_artila_m501_bmw256_optc04 optc04] || 20453 || 2569 || 347 || 66 || 45 || 35 || 25 || [wiki:r2011measureDetailsPage_13_bmw256_optc04 Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_artila_m501_bmw512_sphlib-small sphlib-small] || 35314 || 4449 || 562 || 151 || 116 || 99 || 81 || [wiki:r2011measureDetailsPage_13_bmw512_sphlib-small Details]
|[wiki:r2011ciphers_cubehash161 cubehash161] || [wiki:r2011platformsimplementations_artila_m501_cubehash161_simple simple] || 683100 || 119334 || 43245 || 33792 || 33116 || 32800 || 32484 || [wiki:r2011measureDetailsPage_13_cubehash161_simple Details]
|[wiki:r2011ciphers_cubehash1616 cubehash1616] || [wiki:r2011platformsimplementations_artila_m501_cubehash1616_simple simple] || 682886 || 85434 || 12921 || 3415 || 2741 || 2400 || 2059 || [wiki:r2011measureDetailsPage_13_cubehash1616_simple Details]
|[wiki:r2011ciphers_cubehash162 cubehash162] || [wiki:r2011platformsimplementations_artila_m501_cubehash162_simple simple] || 683471 || 101658 || 27110 || 17585 || 17009 || 16594 || 16179 || [wiki:r2011measureDetailsPage_13_cubehash162_simple Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_artila_m501_cubehash1632_sphlib-small sphlib-small] || 57038 || 7141 || 1106 || 265 || 205 || 174 || 144 || [wiki:r2011measureDetailsPage_13_cubehash1632_sphlib-small Details]
|[wiki:r2011ciphers_cubehash164 cubehash164] || [wiki:r2011platformsimplementations_artila_m501_cubehash164_simple simple] || 683550 || 93573 || 18992 || 9492 || 8815 || 8476 || 8137 || [wiki:r2011measureDetailsPage_13_cubehash164_simple Details]
|[wiki:r2011ciphers_cubehash168 cubehash168] || [wiki:r2011platformsimplementations_artila_m501_cubehash168_simple simple] || 683404 || 89551 || 14949 || 5447 || 4767 || 4426 || 4086 || [wiki:r2011measureDetailsPage_13_cubehash168_simple Details]
|[wiki:r2011ciphers_cubehash81 cubehash81] || [wiki:r2011platformsimplementations_artila_m501_cubehash81_simple simple] || 344003 || 59234 || 21784 || 16929 || 16594 || 16442 || 16290 || [wiki:r2011measureDetailsPage_13_cubehash81_simple Details]
|[wiki:r2011ciphers_cubehash816 cubehash816] || [wiki:r2011platformsimplementations_artila_m501_cubehash816_simple simple] || 343665 || 44502 || 6419 || 1719 || 1395 || 1222 || 1048 || [wiki:r2011measureDetailsPage_13_cubehash816_simple Details]
|[wiki:r2011ciphers_cubehash82 cubehash82] || [wiki:r2011platformsimplementations_artila_m501_cubehash82_simple simple] || 343980 || 52632 || 13697 || 8831 || 8484 || 8314 || 8143 || [wiki:r2011measureDetailsPage_13_cubehash82_simple Details]
|[wiki:r2011ciphers_cubehash832 cubehash832] || [wiki:r2011platformsimplementations_artila_m501_cubehash832_simple simple] || 343699 || 43012 || 6099 || 1213 || 877 || 716 || 554 || [wiki:r2011measureDetailsPage_13_cubehash832_simple Details]
