| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_artila_m501_0hash_empty empty] || 1226 || 152 || 19 || 2 || 1 || 1 || 0 || [wiki:r2011measureDetailsPage_34_0hash_empty Details]
|[wiki:r2011ciphers_blake256 blake256] || [wiki:r2011platformsimplementations_artila_m501_blake256_sphlib sphlib] || 25380 || 3187 || 466 || 113 || 88 || 75 || 62 || [wiki:r2011measureDetailsPage_34_blake256_sphlib Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_artila_m501_blake32_sphlib sphlib] || 20081 || 2519 || 359 || 87 || 67 || 57 || 47 || [wiki:r2011measureDetailsPage_34_blake32_sphlib Details]
|[wiki:r2011ciphers_blake512 blake512] || [wiki:r2011platformsimplementations_artila_m501_blake512_sphlib-small sphlib-small] || 35865 || 4501 || 562 || 205 || 169 || 152 || 134 || [wiki:r2011measureDetailsPage_34_blake512_sphlib-small Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_artila_m501_blake64_ref ref] || 25088 || 3194 || 398 || 159 || 134 || 122 || 109 || [wiki:r2011measureDetailsPage_34_blake64_ref Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_artila_m501_bmw256_optc04 optc04] || 20610 || 2524 || 342 || 65 || 45 || 35 || 25 || [wiki:r2011measureDetailsPage_34_bmw256_optc04 Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_artila_m501_bmw512_sphlib-small sphlib-small] || 35663 || 4434 || 549 || 151 || 116 || 99 || 82 || [wiki:r2011measureDetailsPage_34_bmw512_sphlib-small Details]
|[wiki:r2011ciphers_cubehash161 cubehash161] || [wiki:r2011platformsimplementations_artila_m501_cubehash161_unrolled unrolled] || 160504 || 27360 || 9815 || 7659 || 7493 || 7403 || 7314 || [wiki:r2011measureDetailsPage_34_cubehash161_unrolled Details]
|[wiki:r2011ciphers_cubehash1616 cubehash1616] || [wiki:r2011platformsimplementations_artila_m501_cubehash1616_unrolled unrolled] || 160425 || 20102 || 2998 || 804 || 648 || 569 || 491 || [wiki:r2011measureDetailsPage_34_cubehash1616_unrolled Details]
|[wiki:r2011ciphers_cubehash162 cubehash162] || [wiki:r2011platformsimplementations_artila_m501_cubehash162_unrolled unrolled] || 160414 || 23733 || 6179 || 4009 || 3852 || 3761 || 3671 || [wiki:r2011measureDetailsPage_34_cubehash162_unrolled Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_artila_m501_cubehash1632_arm arm] || 36270 || 4562 || 663 || 165 || 129 || 111 || 94 || [wiki:r2011measureDetailsPage_34_cubehash1632_arm Details]
|[wiki:r2011ciphers_cubehash164 cubehash164] || [wiki:r2011platformsimplementations_artila_m501_cubehash164_unrolled unrolled] || 160414 || 21933 || 4364 || 2191 || 2025 || 1942 || 1860 || [wiki:r2011measureDetailsPage_34_cubehash164_unrolled Details]
|[wiki:r2011ciphers_cubehash168 cubehash168] || [wiki:r2011platformsimplementations_artila_m501_cubehash168_unrolled unrolled] || 160436 || 21009 || 3452 || 1259 || 1116 || 1031 || 946 || [wiki:r2011measureDetailsPage_34_cubehash168_unrolled Details]
|[wiki:r2011ciphers_cubehash512 cubehash512] || [wiki:r2011platformsimplementations_artila_m501_cubehash512_arm arm] || 13140 || 1650 || 299 || 119 || 107 || 100 || 94 || [wiki:r2011measureDetailsPage_34_cubehash512_arm Details]
|[wiki:r2011ciphers_cubehash81 cubehash81] || [wiki:r2011platformsimplementations_artila_m501_cubehash81_unrolled unrolled] || 86220 || 14635 || 5187 || 4037 || 3942 || 3894 || 3846 || [wiki:r2011measureDetailsPage_34_cubehash81_unrolled Details]
|[wiki:r2011ciphers_cubehash816 cubehash816] || [wiki:r2011platformsimplementations_artila_m501_cubehash816_unrolled unrolled] || 86231 || 10817 || 1621 || 443 || 359 || 316 || 274 || [wiki:r2011measureDetailsPage_34_cubehash816_unrolled Details]
|[wiki:r2011ciphers_cubehash82 cubehash82] || [wiki:r2011platformsimplementations_artila_m501_cubehash82_unrolled unrolled] || 86231 || 12738 || 3286 || 2106 || 2036 || 1989 || 1942 || [wiki:r2011measureDetailsPage_34_cubehash82_unrolled Details]
|[wiki:r2011ciphers_cubehash832 cubehash832] || [wiki:r2011platformsimplementations_artila_m501_cubehash832_unrolled unrolled] || 86164 || 10831 || 1505 || 324 || 240 || 198 || 156 || [wiki:r2011measureDetailsPage_34_cubehash832_unrolled Details]
|[wiki:r2011ciphers_cubehash84 cubehash84] || [wiki:r2011platformsimplementations_artila_m501_cubehash84_unrolled unrolled] || 86276 || 11783 || 2336 || 1156 || 1086 || 1035 || 984 || [wiki:r2011measureDetailsPage_34_cubehash84_unrolled Details]
|[wiki:r2011ciphers_cubehash88 cubehash88] || [wiki:r2011platformsimplementations_artila_m501_cubehash88_unrolled unrolled] || 86153 || 11301 || 1861 || 680 || 596 || 562 || 527 || [wiki:r2011measureDetailsPage_34_cubehash88_unrolled Details]
