| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_fritzbox-7170_0hash_empty empty] || 13263 || 1668 || 207 || 26 || 13 || 7 || 0 || [wiki:r2011measureDetailsPage_36_0hash_empty Details]
|[wiki:r2011ciphers_blake256 blake256] || [wiki:r2011platformsimplementations_fritzbox-7170_blake256_sphlib-small sphlib-small] || 36636 || 4588 || 649 || 150 || 113 || 96 || 78 || [wiki:r2011measureDetailsPage_36_blake256_sphlib-small Details]
|[wiki:r2011ciphers_blake512 blake512] || [wiki:r2011platformsimplementations_fritzbox-7170_blake512_ref ref] || 58154 || 7274 || 909 || 246 || 189 || 161 || 133 || [wiki:r2011measureDetailsPage_36_blake512_ref Details]
|[wiki:r2011ciphers_groestl256 groestl256] || [wiki:r2011platformsimplementations_fritzbox-7170_groestl256_sphlib-adapted sphlib-adapted] || 182585 || 22838 || 3747 || 1224 || 1041 || 952 || 863 || [wiki:r2011measureDetailsPage_36_groestl256_sphlib-adapted Details]
|[wiki:r2011ciphers_groestl512 groestl512] || [wiki:r2011platformsimplementations_fritzbox-7170_groestl512_sphlib-adapted sphlib-adapted] || 401674 || 49767 || 6168 || 2586 || 2244 || 2021 || 1799 || [wiki:r2011measureDetailsPage_36_groestl512_sphlib-adapted Details]
|[wiki:r2011ciphers_jh256 jh256] || [wiki:r2011platformsimplementations_fritzbox-7170_jh256_opt32 opt32] || 51781 || 8944 || 1113 || 401 || 351 || 326 || 300 || [wiki:r2011measureDetailsPage_36_jh256_opt32 Details]
|[wiki:r2011ciphers_jh512 jh512] || [wiki:r2011platformsimplementations_fritzbox-7170_jh512_opt32 opt32] || 51781 || 8992 || 1114 || 402 || 351 || 325 || 300 || [wiki:r2011measureDetailsPage_36_jh512_opt32 Details]
|[wiki:r2011ciphers_keccakc1024 keccakc1024] || [wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_simple32bi simple32bi] || 57810 || 7326 || 920 || 338 || 280 || 251 || 222 || [wiki:r2011measureDetailsPage_36_keccakc1024_simple32bi Details]
|[wiki:r2011ciphers_keccakc512 keccakc512] || [wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_simple32bi simple32bi] || 58419 || 7374 || 925 || 218 || 175 || 153 || 132 || [wiki:r2011measureDetailsPage_36_keccakc512_simple32bi Details]
|[wiki:r2011ciphers_sha1 sha1] || [wiki:r2011platformsimplementations_fritzbox-7170_sha1_avrcryptolib avrcryptolib] || 36623 || 4623 || 755 || 255 || 220 || 203 || 185 || [wiki:r2011measureDetailsPage_36_sha1_avrcryptolib Details]
|[wiki:r2011ciphers_sha256 sha256] || [wiki:r2011platformsimplementations_fritzbox-7170_sha256_sphlib-small sphlib-small] || 45540 || 5903 || 808 || 161 || 115 || 91 || 68 || [wiki:r2011measureDetailsPage_36_sha256_sphlib-small Details]
|[wiki:r2011ciphers_sha512 sha512] || [wiki:r2011platformsimplementations_fritzbox-7170_sha512_sphlib sphlib] || 56418 || 7195 || 906 || 237 || 180 || 152 || 124 || [wiki:r2011measureDetailsPage_36_sha512_sphlib Details]
