| '''Hash''' || '''Implementation''' || '''Empty Message''' || '''8 Bytes''' || '''64 Bytes''' || '''512 Bytes''' || '''1024 Bytes''' || '''2048 Bytes''' || '''Long Messages''' || '''Details''' 
|[wiki:r2011ciphers_0hash 0hash] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || 6367 || 806 || 99 || 13 || 7 || 3 || 0 || [wiki:r2011measureDetailsPage_20_0hash_empty Details]
|[wiki:r2011ciphers_blake32 blake32] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake32_sphlib sphlib] || 28163 || 3514 || 488 || 102 || 74 || 60 || 46 || [wiki:r2011measureDetailsPage_20_blake32_sphlib Details]
|[wiki:r2011ciphers_blake64 blake64] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake64_sphlib-small sphlib-small] || 38819 || 4794 || 610 || 225 || 187 || 167 || 147 || [wiki:r2011measureDetailsPage_20_blake64_sphlib-small Details]
|[wiki:r2011ciphers_bmw256 bmw256] || [wiki:r2011platformsimplementations_nslu2-openwrt_bmw256_sphlib sphlib] || 23524 || 2947 || 410 || 89 || 65 || 54 || 42 || [wiki:r2011measureDetailsPage_20_bmw256_sphlib Details]
|[wiki:r2011ciphers_bmw512 bmw512] || [wiki:r2011platformsimplementations_nslu2-openwrt_bmw512_sphlib sphlib] || 66517 || 8348 || 1043 || 207 || 142 || 109 || 76 || [wiki:r2011measureDetailsPage_20_bmw512_sphlib Details]
|[wiki:r2011ciphers_cubehash161 cubehash161] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash161_unrolled unrolled] || 107398 || 17986 || 6223 || 4784 || 4668 || 4609 || 4549 || [wiki:r2011measureDetailsPage_20_cubehash161_unrolled Details]
|[wiki:r2011ciphers_cubehash1616 cubehash1616] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash1616_unrolled unrolled] || 107231 || 13462 || 2002 || 532 || 427 || 383 || 339 || [wiki:r2011measureDetailsPage_20_cubehash1616_unrolled Details]
|[wiki:r2011ciphers_cubehash162 cubehash162] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash162_unrolled unrolled] || 107248 || 15715 || 3976 || 2538 || 2414 || 2355 || 2297 || [wiki:r2011measureDetailsPage_20_cubehash162_unrolled Details]
|[wiki:r2011ciphers_cubehash1632 cubehash1632] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash1632_sphlib-small sphlib-small] || 65486 || 8198 || 1280 || 290 || 219 || 183 || 147 || [wiki:r2011measureDetailsPage_20_cubehash1632_sphlib-small Details]
|[wiki:r2011ciphers_cubehash164 cubehash164] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash164_unrolled unrolled] || 107414 || 14593 || 2847 || 1376 || 1271 || 1227 || 1183 || [wiki:r2011measureDetailsPage_20_cubehash164_unrolled Details]
|[wiki:r2011ciphers_cubehash168 cubehash168] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash168_unrolled unrolled] || 107082 || 14011 || 2281 || 814 || 709 || 665 || 621 || [wiki:r2011measureDetailsPage_20_cubehash168_unrolled Details]
|[wiki:r2011ciphers_cubehash81 cubehash81] || [wiki:r2011platformsimplementations_nslu2-openwrt_cubehash81_unrolled unrolled] || 62011 || 10185 || 3369 || 2517 || 2474 || 2437 || 2401 || [wiki:r2011measureDetailsPage_20_cubehash81_unrolled Details]
