| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_fritzbox-7170_0hash ->] || [wiki:r2011platformsimplementations_fritzbox-7170_0hash_empty empty] || 13793 || 0 || 0 || [wiki:r2011compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_blake256 <-] blake256 [wiki:r2011platformsciphers_fritzbox-7170_blake256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_blake256_armcryptolib armcryptolib] || 275786 || 3302 || 340 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_sha256 <-] sha256 [wiki:r2011platformsciphers_fritzbox-7170_sha256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_sha256_sphlib-small sphlib-small] || 152415 || 9568 || 368 || [wiki:r2011compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_sha1 <-] sha1 [wiki:r2011platformsciphers_fritzbox-7170_sha1 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_sha1_avrcryptolib avrcryptolib] || 581450 || 3356 || 376 || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_keccakc1024 <-] keccakc1024 [wiki:r2011platformsciphers_fritzbox-7170_keccakc1024 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_inplace32bi inplace32bi] || 9819893 || 27933 || 388 || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_keccakc512 <-] keccakc512 [wiki:r2011platformsciphers_fritzbox-7170_keccakc512 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_inplace32bi inplace32bi] || 5363388 || 27932 || 420 || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_jh256 <-] jh256 [wiki:r2011platformsciphers_fritzbox-7170_jh256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_jh256_opt32 opt32] || 11650394 || 27533 || 423 || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_jh512 <-] jh512 [wiki:r2011platformsciphers_fritzbox-7170_jh512 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_jh512_opt32 opt32] || 11651865 || 27533 || 456 || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_groestl256 <-] groestl256 [wiki:r2011platformsciphers_fritzbox-7170_groestl256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_groestl256_armcryptolib armcryptolib] || 31338874 || 4983 || 488 || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_skein256256 <-] skein256256 [wiki:r2011platformsciphers_fritzbox-7170_skein256256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_skein256256_armcryptolib armcryptolib] || 32182991 || 5066 || 520 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_blake512 <-] blake512 [wiki:r2011platformsciphers_fritzbox-7170_blake512 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_blake512_armcryptolib armcryptolib] || 822043 || 5870 || 556 || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_skein512512 <-] skein512512 [wiki:r2011platformsciphers_fritzbox-7170_skein512512 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_skein512512_armcryptolib armcryptolib] || 37117927 || 5050 || 704 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_groestl512 <-] groestl512 [wiki:r2011platformsciphers_fritzbox-7170_groestl512 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_groestl512_armcryptolib armcryptolib] || 46123091 || 5015 || 792 || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_skein512256 <-] skein512256 [wiki:r2011platformsciphers_fritzbox-7170_skein512256 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_skein512256_sphlib-small sphlib-small] || 473250 || 19818 || 996 || [wiki:r2011compilernames mips-uclib-gcc -O0] || 4.2.1 || [wiki:r2011runs_311 Run 311]
|[wiki:r2011ciphers_sha512 <-] sha512 [wiki:r2011platformsciphers_fritzbox-7170_sha512 ->] || [wiki:r2011platformsimplementations_fritzbox-7170_sha512_sphlib-small sphlib-small] || 248570 || 7990 || 1520 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_311 Run 311]
