| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012ciphers_0hash <-] 0hash [wiki:r2012platformsciphers_nslu2-openwrt_0hash ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_0hash_empty empty] || 5952 || 0 || 0 || [wiki:r2012compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_sha256 <-] sha256 [wiki:r2012platformsciphers_nslu2-openwrt_sha256 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_sha256_sphlib-small sphlib-small] || 107664 || 5864 || 292 || [wiki:r2012compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_jh256 <-] jh256 [wiki:r2012platformsciphers_nslu2-openwrt_jh256 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_jh256_bitslice32 bitslice32] || 870202 || 4680 || 328 || [wiki:r2012compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_groestl256 <-] groestl256 [wiki:r2012platformsciphers_nslu2-openwrt_groestl256 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_groestl256_armcryptolib armcryptolib] || 38700955 || 3408 || 356 || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_jh512 <-] jh512 [wiki:r2012platformsciphers_nslu2-openwrt_jh512 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_jh512_bitslice32 bitslice32] || 869737 || 4680 || 360 || [wiki:r2012compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_blake256 <-] blake256 [wiki:r2012platformsciphers_nslu2-openwrt_blake256 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_ref ref] || 424187 || 6456 || 360 || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_groestl512 <-] groestl512 [wiki:r2012platformsciphers_nslu2-openwrt_groestl512 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_groestl512_armcryptolib armcryptolib] || 57168205 || 3416 || 660 || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_skein512256 <-] skein512256 [wiki:r2012platformsciphers_nslu2-openwrt_skein512256 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_skein512256_sphlib-small sphlib-small] || 610570 || 15684 || 915 || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2012runs_307 Run 307]
|[wiki:r2012ciphers_skein512512 <-] skein512512 [wiki:r2012platformsciphers_nslu2-openwrt_skein512512 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_skein512512_sphlib-small sphlib-small] || 612066 || 15684 || 948 || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_blake512 <-] blake512 [wiki:r2012platformsciphers_nslu2-openwrt_blake512 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake512_ref ref] || 602956 || 12452 || 948 || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_skein256256 <-] skein256256 [wiki:r2012platformsciphers_nslu2-openwrt_skein256256 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_skein256256_opt opt] || 542108 || 25368 || 1484 || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2012runs_307 Run 307]
|[wiki:r2012ciphers_sha512 <-] sha512 [wiki:r2012platformsciphers_nslu2-openwrt_sha512 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_sha512_sphlib-small sphlib-small] || 333631 || 6668 || 1536 || [wiki:r2012compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_keccakc1024 <-] keccakc1024 [wiki:r2012platformsciphers_nslu2-openwrt_keccakc1024 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_keccakc1024_sphlib-small sphlib-small] || 1703863 || 17096 || 2144 || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2012runs_308 Run 308]
|[wiki:r2012ciphers_keccakc512 <-] keccakc512 [wiki:r2012platformsciphers_nslu2-openwrt_keccakc512 ->] || [wiki:r2012platformsimplementations_nslu2-openwrt_keccakc512_sphlib-small sphlib-small] || 947209 || 17096 || 2176 || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || [wiki:r2012runs_308 Run 308]
