| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012ciphers_groestl256 <-] groestl256 [wiki:r2012platformsciphers_lm3s811-evb_groestl256 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_groestl256_32bit-bytesliced-c-small 32bit-bytesliced-c-small] || 1610680 || 1372 || 244 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_keccakc512 <-] keccakc512 [wiki:r2012platformsciphers_lm3s811-evb_keccakc512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_keccakc512_inplace32bi-armv7m inplace32bi-armv7m] || 144890 || 5316 || 260 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_blake256 <-] blake256 [wiki:r2012platformsciphers_lm3s811-evb_blake256 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_blake256_armcryptolib armcryptolib] || 323521 || 1320 || 280 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_keccakc1024 <-] keccakc1024 [wiki:r2012platformsciphers_lm3s811-evb_keccakc1024 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_inplace32bi-armv7m inplace32bi-armv7m] || 257527 || 5316 || 292 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_sha256 <-] sha256 [wiki:r2012platformsciphers_lm3s811-evb_sha256 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_sha256_sphlib-small sphlib-small] || 71598 || 4276 || 300 || [wiki:r2012compilernames arm-elf-gcc -O2] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_jh256 <-] jh256 [wiki:r2012platformsciphers_lm3s811-evb_jh256 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_jh256_bitslice32 bitslice32] || 790414 || 3640 || 380 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_groestl512 <-] groestl512 [wiki:r2012platformsciphers_lm3s811-evb_groestl512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_groestl512_32bit-bytesliced-c-small 32bit-bytesliced-c-small] || 2296275 || 1392 || 404 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_jh512 <-] jh512 [wiki:r2012platformsciphers_lm3s811-evb_jh512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_jh512_bitslice32 bitslice32] || 790468 || 3640 || 412 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_skein512256 <-] skein512256 [wiki:r2012platformsciphers_lm3s811-evb_skein512256 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_skein512256_arm_thumb arm_thumb] || 96702 || 17860 || 492 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_blake512 <-] blake512 [wiki:r2012platformsciphers_lm3s811-evb_blake512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_blake512_armcryptolib armcryptolib] || 351241 || 1776 || 516 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_skein512512 <-] skein512512 [wiki:r2012platformsciphers_lm3s811-evb_skein512512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_skein512512_arm_thumb arm_thumb] || 97766 || 17860 || 524 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012ciphers_sha512 <-] sha512 [wiki:r2012platformsciphers_lm3s811-evb_sha512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_sha512_sphlib-small sphlib-small] || 330478 || 4864 || 916 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
