| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012ciphers_0hash <-] 0hash [wiki:r2012platformsciphers_artila_m501_0hash ->] || [wiki:r2012platformsimplementations_artila_m501_0hash_empty empty] || 1193 || 0 || 0 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_groestl256 <-] groestl256 [wiki:r2012platformsciphers_artila_m501_groestl256 ->] || [wiki:r2012platformsimplementations_artila_m501_groestl256_32bit-bytesliced-c-small 32bit-bytesliced-c-small] || 2115641 || 2168 || 244 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_blake256 <-] blake256 [wiki:r2012platformsciphers_artila_m501_blake256 ->] || [wiki:r2012platformsimplementations_artila_m501_blake256_armcryptolib armcryptolib] || 926528 || 3952 || 272 || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_sha1 <-] sha1 [wiki:r2012platformsciphers_artila_m501_sha1 ->] || [wiki:r2012platformsimplementations_artila_m501_sha1_avrcryptolib avrcryptolib] || 670793 || 2182 || 296 || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012ciphers_sha256 <-] sha256 [wiki:r2012platformsciphers_artila_m501_sha256 ->] || [wiki:r2012platformsimplementations_artila_m501_sha256_sphlib sphlib] || 818100 || 38504 || 308 || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012ciphers_jh256 <-] jh256 [wiki:r2012platformsciphers_artila_m501_jh256 ->] || [wiki:r2012platformsimplementations_artila_m501_jh256_opt32 opt32] || 636941 || 7112 || 360 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_skein256256 <-] skein256256 [wiki:r2012platformsciphers_artila_m501_skein256256 ->] || [wiki:r2012platformsimplementations_artila_m501_skein256256_armcryptolib armcryptolib] || 1253014 || 2880 || 380 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012ciphers_jh512 <-] jh512 [wiki:r2012platformsciphers_artila_m501_jh512 ->] || [wiki:r2012platformsimplementations_artila_m501_jh512_opt32 opt32] || 648281 || 7112 || 392 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_groestl512 <-] groestl512 [wiki:r2012platformsciphers_artila_m501_groestl512 ->] || [wiki:r2012platformsimplementations_artila_m501_groestl512_32bit-bytesliced-c-small 32bit-bytesliced-c-small] || 3083693 || 2180 || 404 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_keccakc1024 <-] keccakc1024 [wiki:r2012platformsciphers_artila_m501_keccakc1024 ->] || [wiki:r2012platformsimplementations_artila_m501_keccakc1024_inplace32bi inplace32bi] || 4301921 || 21524 || 408 || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_keccakc512 <-] keccakc512 [wiki:r2012platformsciphers_artila_m501_keccakc512 ->] || [wiki:r2012platformsimplementations_artila_m501_keccakc512_inplace32bi inplace32bi] || 2366708 || 21524 || 440 || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012ciphers_skein512256 <-] skein512256 [wiki:r2012platformsciphers_artila_m501_skein512256 ->] || [wiki:r2012platformsimplementations_artila_m501_skein512256_sphlib sphlib] || 930206 || 46820 || 460 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012ciphers_blake512 <-] blake512 [wiki:r2012platformsciphers_artila_m501_blake512 ->] || [wiki:r2012platformsimplementations_artila_m501_blake512_armcryptolib armcryptolib] || 650509 || 5052 || 488 || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_skein512512 <-] skein512512 [wiki:r2012platformsciphers_artila_m501_skein512512 ->] || [wiki:r2012platformsimplementations_artila_m501_skein512512_sphlib sphlib] || 918484 || 46820 || 491 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_312 Run 312]
|[wiki:r2012ciphers_sha512 <-] sha512 [wiki:r2012platformsciphers_artila_m501_sha512 ->] || [wiki:r2012platformsimplementations_artila_m501_sha512_sphlib-small sphlib-small] || 214448 || 9900 || 1080 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
