| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_blake256 <-] blake256 [wiki:r2011platformsciphers_msp430fg4618_4mhz_blake256 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_blake256_armcryptolib-msp430_opt armcryptolib-msp430_opt] || 808783 || 1974 || 240 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O2 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_groestl256 <-] groestl256 [wiki:r2011platformsciphers_msp430fg4618_4mhz_groestl256 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_groestl256_armcryptolibr3 armcryptolibr3] || 39142441 || 2104 || 332 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_jh256 <-] jh256 [wiki:r2011platformsciphers_msp430fg4618_4mhz_jh256 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_jh256_bitslice32 bitslice32] || 2930784 || 12364 || 354 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_jh512 <-] jh512 [wiki:r2011platformsciphers_msp430fg4618_4mhz_jh512 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_jh512_bitslice32 bitslice32] || 2930925 || 12364 || 386 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O3 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_keccakc1024 <-] keccakc1024 [wiki:r2011platformsciphers_msp430fg4618_4mhz_keccakc1024 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_keccakc1024_compact compact] || 12817339 || 1916 || 390 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_keccakc512 <-] keccakc512 [wiki:r2011platformsciphers_msp430fg4618_4mhz_keccakc512 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_keccakc512_compact compact] || 6999278 || 1916 || 422 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_skein512256 <-] skein512256 [wiki:r2011platformsciphers_msp430fg4618_4mhz_skein512256 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_skein512256_armcryptolibr3 armcryptolibr3] || 5895404 || 2318 || 456 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_sha256 <-] sha256 [wiki:r2011platformsciphers_msp430fg4618_4mhz_sha256 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_sha256_armcryptolib armcryptolib] || 3696320 || 1854 || 470 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_skein512512 <-] skein512512 [wiki:r2011platformsciphers_msp430fg4618_4mhz_skein512512 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_skein512512_armcryptolib armcryptolib] || 5895532 || 2318 || 488 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O1 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_blake512 <-] blake512 [wiki:r2011platformsciphers_msp430fg4618_4mhz_blake512 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_blake512_armcryptolib armcryptolib] || 1987795 || 4408 || 542 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_groestl512 <-] groestl512 [wiki:r2011platformsciphers_msp430fg4618_4mhz_groestl512 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_groestl512_armcryptolib armcryptolib] || 57894708 || 2144 || 636 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
|[wiki:r2011ciphers_sha512 <-] sha512 [wiki:r2011platformsciphers_msp430fg4618_4mhz_sha512 ->] || [wiki:r2011platformsimplementations_msp430fg4618_4mhz_sha512_sphlib-small sphlib-small] || 2298812 || 19848 || 2188 || msp430-gcc  -mmcu=msp430fg4618 -Wl,-section-start= text=0x3200 -O0 -fomit-frame-pointer -ffunction-sections -fdata-sections -Wl,-gc-sections || 4.6.1 20110627 (mspgcc dev 20120125) (GCC) || [wiki:r2011runs_318 Run 318]
