| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_lm3s811-evb_0hash ->] || [wiki:r2011platformsimplementations_lm3s811-evb_0hash_empty empty] || 36 || 0 || 0 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_keccakc512 <-] keccakc512 [wiki:r2011platformsciphers_lm3s811-evb_keccakc512 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_keccakc512_inplace32bi-armv7m inplace32bi-armv7m] || 144890 || 5316 || 260 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_blake256 <-] blake256 [wiki:r2011platformsciphers_lm3s811-evb_blake256 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_blake256_armcryptolib armcryptolib] || 323522 || 1320 || 280 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_sha1 <-] sha1 [wiki:r2011platformsciphers_lm3s811-evb_sha1 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_sha1_avrcryptolib avrcryptolib] || 563742 || 2660 || 284 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_keccakc1024 <-] keccakc1024 [wiki:r2011platformsciphers_lm3s811-evb_keccakc1024 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_keccakc1024_inplace32bi-armv7m inplace32bi-armv7m] || 257527 || 5316 || 292 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_sha256 <-] sha256 [wiki:r2011platformsciphers_lm3s811-evb_sha256 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_sha256_sphlib-small sphlib-small] || 71598 || 4276 || 300 || [wiki:r2011compilernames arm-elf-gcc -O2] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_skein256256 <-] skein256256 [wiki:r2011platformsciphers_lm3s811-evb_skein256256 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_skein256256_arm_thumb arm_thumb] || 77411 || 17688 || 316 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_jh256 <-] jh256 [wiki:r2011platformsciphers_lm3s811-evb_jh256 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_jh256_bitslice32 bitslice32] || 790416 || 3640 || 380 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_jh512 <-] jh512 [wiki:r2011platformsciphers_lm3s811-evb_jh512 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_jh512_bitslice32 bitslice32] || 790470 || 3640 || 412 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_groestl256 <-] groestl256 [wiki:r2011platformsciphers_lm3s811-evb_groestl256 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_groestl256_armcryptolib armcryptolib] || 13626883 || 1336 || 420 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_skein512256 <-] skein512256 [wiki:r2011platformsciphers_lm3s811-evb_skein512256 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_skein512256_arm_thumb arm_thumb] || 96702 || 17860 || 492 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_blake512 <-] blake512 [wiki:r2011platformsciphers_lm3s811-evb_blake512 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_blake512_armcryptolib armcryptolib] || 351242 || 1776 || 516 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_skein512512 <-] skein512512 [wiki:r2011platformsciphers_lm3s811-evb_skein512512 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_skein512512_arm_thumb arm_thumb] || 97766 || 17860 || 524 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_groestl512 <-] groestl512 [wiki:r2011platformsciphers_lm3s811-evb_groestl512 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_groestl512_armcryptolib armcryptolib] || 20174062 || 1336 || 720 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
|[wiki:r2011ciphers_sha512 <-] sha512 [wiki:r2011platformsciphers_lm3s811-evb_sha512 ->] || [wiki:r2011platformsimplementations_lm3s811-evb_sha512_sphlib-small sphlib-small] || 330479 || 4864 || 916 || [wiki:r2011compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2011runs_320 Run 320]
