| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_artila_m501_0hash_empty empty] || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || 2980013 || 1328 || 0 (22893) || 0 (472) || 0 (2748) || 0(13) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_artila_m501_0hash_empty empty] || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || 2333025 || 1148 || 0 (17516) || 0 (472) || 0 (2748) || 0(0) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_artila_m501_0hash_empty empty] || [wiki:r2012compilernames arm-artila-gcc -O2] || 3.3.2 || 2297925 || 1103 || 0 (17308) || 0 (472) || 0 (2748) || 0(0) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_artila_m501_0hash_empty empty] || [wiki:r2012compilernames arm-artila-gcc -O3] || 3.3.2 || 2292019 || 1069 || 0 (19956) || 0 (472) || 0 (2748) || 0(0) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_artila_m501_0hash_empty empty] || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || 2314159 || 1170 || 0 (17149) || 0 (472) || 0 (2748) || 0(0) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || 11986763 || 927754 || 3952 (26845) || 0 (472) || 0 (2748) || 272(285) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || 4581686 || 231660 || 2104 (19620) || 0 (472) || 0 (2748) || 280(280) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames arm-artila-gcc -O2] || 3.3.2 || 4480909 || 226069 || 2100 (19408) || 0 (472) || 0 (2748) || 280(280) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames arm-artila-gcc -O3] || 3.3.2 || 4485645 || 225833 || 2804 (22760) || 0 (472) || 0 (2748) || 424(424) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || 4560694 || 231626 || 2052 (19201) || 0 (472) || 0 (2748) || 284(284) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_ref ref] || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || 6539254 || 357885 || 6412 (29305) || 0 (472) || 0 (2748) || 384(397) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_ref ref] || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || 4123744 || 180945 || 3492 (21008) || 0 (472) || 0 (2748) || 416(416) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_ref ref] || [wiki:r2012compilernames arm-artila-gcc -O2] || 3.3.2 || 4176315 || 185535 || 3804 (21112) || 0 (472) || 0 (2748) || 504(504) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_ref ref] || [wiki:r2012compilernames arm-artila-gcc -O3] || 3.3.2 || 4094708 || 182655 || 3920 (23876) || 0 (472) || 0 (2748) || 500(500) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_ref ref] || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || 4182784 || 189709 || 3832 (20981) || 0 (472) || 0 (2748) || 516(516) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_sphlib sphlib] || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || 12696716 || 927450 || 37892 (60785) || 0 (472) || 0 (2748) || 508(521) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_sphlib sphlib] || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || 3704456 || 121005 || 25488 (43004) || 0 (472) || 0 (2748) || 716(716) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_sphlib sphlib] || [wiki:r2012compilernames arm-artila-gcc -O2] || 3.3.2 || 6725801 || 131895 || 31320 (48628) || 0 (472) || 0 (2748) || 980(980) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_sphlib sphlib] || [wiki:r2012compilernames arm-artila-gcc -O3] || 3.3.2 || 6683198 || 134224 || 32008 (51964) || 0 (472) || 0 (2748) || 980(980) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_sphlib sphlib] || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || 6633304 || 131040 || 30432 (47581) || 0 (472) || 0 (2748) || 832(832) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_sphlib-small sphlib-small] || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || 6209933 || 322740 || 20288 (43181) || 0 (472) || 0 (2748) || 512(525) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_sphlib-small sphlib-small] || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || 3891353 || 153731 || 15188 (32704) || 0 (472) || 0 (2748) || 488(488) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_sphlib-small sphlib-small] || [wiki:r2012compilernames arm-artila-gcc -O2] || 3.3.2 || 4247089 || 201172 || 20424 (37732) || 0 (472) || 0 (2748) || 964(964) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_sphlib-small sphlib-small] || [wiki:r2012compilernames arm-artila-gcc -O3] || 3.3.2 || 4254829 || 201353 || 21112 (41068) || 0 (472) || 0 (2748) || 964(964) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_artila_m501_blake256_sphlib-small sphlib-small] || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || 4572551 || 217755 || 19548 (36697) || 0 (472) || 0 (2748) || 844(844) || Checksum OK
