| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2012compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) || 47421411 || 137 || 0 (20296) || 0 (864) || 0 (2416) || 0(8) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2012compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 4811066 || 82 || 0 (9486) || 0 (608) || 0 (2416) || 0(0) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2012compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 4100287 || 72 || 0 (8558) || 0 (608) || 0 (2416) || 0(0) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2012compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 4100287 || 72 || 0 (9152) || 0 (608) || 0 (2416) || 0(0) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_0hash_empty empty] || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 4272422 || 72 || 0 (7986) || 0 (608) || 0 (2416) || 0(0) || Checksum OK
|[wiki:r2012ciphers_bblake256 bblake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_bblake256_bswap bswap] || [wiki:r2012compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) || 139954682 || 3101352 || 78610 (98906) || 256 (1120) || 0 (2416) || 855(863) || 
|[wiki:r2012ciphers_bblake256 bblake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_bblake256_bswap bswap] || [wiki:r2012compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 83386859 || 2620938 || 65536 (75022) || 192 (800) || 0 (2416) || 3465(3465) || 
|[wiki:r2012ciphers_bblake256 bblake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_bblake256_bswap bswap] || [wiki:r2012compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 82585780 || 2615758 || 64214 (72772) || 192 (800) || 0 (2416) || 3433(3433) || 
|[wiki:r2012ciphers_bblake256 bblake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_bblake256_bswap bswap] || [wiki:r2012compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 81543313 || 2585794 || 73714 (82866) || 192 (800) || 0 (2416) || 3485(3485) || 
|[wiki:r2012ciphers_bblake256 bblake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_bblake256_bswap bswap] || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 83571966 || 2620349 || 63138 (71124) || 192 (800) || 0 (2416) || 3435(3435) || 
|[wiki:r2012ciphers_bblake256 bblake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_bblake256_regs regs] || [wiki:r2012compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) || 139961114 || 3101773 || 80994 (101290) || 256 (1120) || 0 (2416) || 849(857) || 
|[wiki:r2012ciphers_bblake256 bblake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_bblake256_regs regs] || [wiki:r2012compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 82903996 || 2608104 || 67124 (76610) || 192 (800) || 0 (2416) || 3463(3463) || 
|[wiki:r2012ciphers_bblake256 bblake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_bblake256_regs regs] || [wiki:r2012compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 82328527 || 2611705 || 65936 (74494) || 192 (800) || 0 (2416) || 3411(3411) || 
|[wiki:r2012ciphers_bblake256 bblake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_bblake256_regs regs] || [wiki:r2012compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 81378391 || 2582635 || 75624 (84776) || 192 (800) || 0 (2416) || 3464(3464) || 
|[wiki:r2012ciphers_bblake256 bblake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_bblake256_regs regs] || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 83269916 || 2614124 || 64838 (72824) || 192 (800) || 0 (2416) || 3413(3413) || 
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) || 84037807 || 3761403 || 4736 (25032) || 288 (1152) || 0 (2416) || 241(249) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || 28551062 || 2436314 || 3190 (12676) || 288 (896) || 0 (2416) || 258(258) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || 27766268 || 2430329 || 3390 (11948) || 288 (896) || 0 (2416) || 269(269) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || 27394798 || 2375646 || 23698 (32850) || 256 (864) || 0 (2416) || 267(267) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || 28221545 || 2457805 || 3228 (11214) || 288 (896) || 0 (2416) || 265(265) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_blake256_avr-asm-speed avr-asm-speed] || [wiki:r2012compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) || 56700991 || 776784 || 6810 (27106) || 0 (864) || 0 (2416) || 393(401) || Checksum OK
