| '''Hash''' || '''Implementation''' || '''Compiler''' || '''Version''' || '''Checksum Cyc.''' || '''Benchmark Cyc. (1536 b)''' || '''Text Size''' || '''Data Size''' || '''BSS Size''' || '''Stack Size''' || '''Result''' 
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 2853149 || 6168 || 0 (23042) || 0 (388) || 0 (2828) || 0(8) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2012compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 654626 || 6234 || 0 (16758) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2012compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 689040 || 6185 || 0 (16602) || 0 (384) || 0 (2828) || 0(8) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2012compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 689356 || 6052 || 0 (17658) || 0 (384) || 0 (2824) || 0(16) || Checksum OK
|[wiki:r2012ciphers_0hash 0hash] || [wiki:r2012platformsimplementations_nslu2-openwrt_0hash_empty empty] || [wiki:r2012compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 588392 || 6068 || 0 (16178) || 0 (384) || 0 (2828) || 0(16) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_arm_thumb2 arm_thumb2] || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 ||  ||  || 10508 (33550) || 0 (388) || 0 (2828) || unk(unk) || error
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_arm_thumb2 arm_thumb2] || [wiki:r2012compilernames armeb-uclibc-gcc -O1] || 4.1.2 ||  ||  || 9636 (26394) || 0 (384) || 0 (2828) || unk(unk) || error
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_arm_thumb2 arm_thumb2] || [wiki:r2012compilernames armeb-uclibc-gcc -O2] || 4.1.2 ||  ||  || 9684 (26286) || 0 (384) || 0 (2828) || unk(unk) || error
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_arm_thumb2 arm_thumb2] || [wiki:r2012compilernames armeb-uclibc-gcc -O3] || 4.1.2 ||  ||  || 10304 (27962) || 0 (384) || 0 (2824) || unk(unk) || error
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_arm_thumb2 arm_thumb2] || [wiki:r2012compilernames armeb-uclibc-gcc -Os] || 4.1.2 ||  ||  || 9524 (25702) || 0 (384) || 0 (2828) || unk(unk) || error
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 14359977 || 1190749 || 3676 (26718) || 0 (388) || 0 (2828) || 256(264) || Checksum failed
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 3499845 || 300331 || 1744 (18502) || 0 (384) || 0 (2828) || 248(264) || Checksum failed
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 3195591 || 263174 || 1692 (18294) || 0 (384) || 0 (2828) || 252(260) || Checksum failed
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 3132499 || 261561 || 6936 (24594) || 0 (384) || 0 (2824) || 584(600) || Checksum failed
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_armcryptolib armcryptolib] || [wiki:r2012compilernames armeb-uclibc-gcc -Os] || 4.1.2 ||  ||  || 1632 (17810) || 0 (384) || 0 (2828) || unk(unk) || error
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_ref ref] || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 7027388 || 424071 || 6456 (29498) || 0 (388) || 0 (2828) || 360(368) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_ref ref] || [wiki:r2012compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 2875743 || 230240 || 3716 (20474) || 0 (384) || 0 (2828) || 408(424) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_ref ref] || [wiki:r2012compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 2696741 || 208727 || 4116 (20718) || 0 (384) || 0 (2828) || 532(540) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_ref ref] || [wiki:r2012compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 3136938 || 256025 || 6436 (24094) || 0 (384) || 0 (2824) || 1324(1340) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_ref ref] || [wiki:r2012compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 2493750 || 198702 || 3824 (20002) || 0 (384) || 0 (2828) || 496(512) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_sphlib sphlib] || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 5485120 || 268627 || 23556 (46598) || 0 (388) || 0 (2828) || 496(504) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_sphlib sphlib] || [wiki:r2012compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 1933953 || 140199 || 13160 (29918) || 0 (384) || 0 (2828) || 2028(2044) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_sphlib sphlib] || [wiki:r2012compilernames armeb-uclibc-gcc -O2] || 4.1.2 || 1965191 || 145086 || 17104 (33706) || 0 (384) || 0 (2828) || 3316(3324) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_sphlib sphlib] || [wiki:r2012compilernames armeb-uclibc-gcc -O3] || 4.1.2 || 1957810 || 144854 || 17140 (34798) || 0 (384) || 0 (2824) || 3324(3340) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_sphlib sphlib] || [wiki:r2012compilernames armeb-uclibc-gcc -Os] || 4.1.2 || 2371457 || 198702 || 21384 (37562) || 0 (384) || 0 (2828) || 4656(4672) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_sphlib-small sphlib-small] || [wiki:r2012compilernames armeb-uclibc-gcc -O0] || 4.1.2 || 6595686 || 377238 || 7036 (30078) || 0 (388) || 0 (2828) || 500(508) || Checksum OK
|[wiki:r2012ciphers_blake256 blake256] || [wiki:r2012platformsimplementations_nslu2-openwrt_blake256_sphlib-small sphlib-small] || [wiki:r2012compilernames armeb-uclibc-gcc -O1] || 4.1.2 || 2526501 || 196990 || 4652 (21410) || 0 (384) || 0 (2828) || 488(504) || Checksum OK
