| '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_simple32bi simple32bi] || 246503 || 8663 || 920 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_opt32bi-rvku2 opt32bi-rvku2] || 256229 || 28294 || 1244 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_opt32bi-s2lcu4 opt32bi-s2lcu4] || 266617 || 43777 || 1616 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_opt32biT-s2lcu4 opt32biT-s2lcu4] || 320769 || 43669 || 263804 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_simple simple] || 331528 || 10281 || 1280 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_compact compact] || 582934 || 2778 || 496 || [wiki:r2011compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_compact8 compact8] || 935914 || 3168 || 596 || [wiki:r2011compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_opt64lcu6 opt64lcu6] || 2904798 || 79183 || 3236 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_opt64u6 opt64u6] || 3074769 || 82989 || 3236 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc512_opt64lcu24 opt64lcu24] || 3451559 || 280444 || 7224 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
