| '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011platformsimplementations_artila_m501_keccakc512_opt32bi-rvku2 opt32bi-rvku2] || 191835 || 17540 || 968 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011platformsimplementations_artila_m501_keccakc512_simple32bi simple32bi] || 194828 || 5640 || 820 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011platformsimplementations_artila_m501_keccakc512_opt32bi-s2lcu4 opt32bi-s2lcu4] || 209498 || 31312 || 1012 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011platformsimplementations_artila_m501_keccakc512_opt32biT-s2lcu4 opt32biT-s2lcu4] || 266006 || 30972 || 263164 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011platformsimplementations_artila_m501_keccakc512_simple simple] || 320175 || 7568 || 832 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011platformsimplementations_artila_m501_keccakc512_compact compact] || 1175130 || 2212 || 464 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011platformsimplementations_artila_m501_keccakc512_compact8 compact8] || 1436974 || 2184 || 632 || [wiki:r2011compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011platformsimplementations_artila_m501_keccakc512_opt64lcu24 opt64lcu24] || 1463839 || 225176 || 1116 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011platformsimplementations_artila_m501_keccakc512_opt64u6 opt64u6] || 1496374 || 63000 || 1120 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_34 Run 34]
|[wiki:r2011platformsimplementations_artila_m501_keccakc512_opt64lcu6 opt64lcu6] || 1501065 || 63360 || 1128 || [wiki:r2011compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2011runs_34 Run 34]
