| '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_simple32bi simple32bi] || 401104 || 8664 || 888 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_opt32bi-rvku2 opt32bi-rvku2] || 408657 || 28293 || 1276 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_opt32bi-s2lcu4 opt32bi-s2lcu4] || 412645 || 43776 || 1648 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_opt32biT-s2lcu4 opt32biT-s2lcu4] || 466188 || 43668 || 263836 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_simple simple] || 559746 || 10266 || 1248 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_compact compact] || 1043451 || 2747 || 464 || [wiki:r2011compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_compact8 compact8] || 1691522 || 3169 || 628 || [wiki:r2011compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_opt64lcu6 opt64lcu6] || 5272559 || 78878 || 3276 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_opt64u6 opt64u6] || 5588108 || 82764 || 3276 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
|[wiki:r2011platformsimplementations_fritzbox-7170_keccakc1024_opt64lcu24 opt64lcu24] || 6254596 || 280203 || 7256 || [wiki:r2011compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2011runs_36 Run 36]
