| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 181263780 || 181253138 || 10642 || 59
|4 || 180423180 || 180413325 || 9855 || 55
|9 || 180747360 || 180740869 || 6491 || 36
|10 || 180483660 || 180472523 || 11137 || 62
|15 || 181758240 || 181750714 || 7526 || 41
|19 || 180736380 || 180728651 || 7729 || 43
|130 || 180763919 || 180754065 || 9854 || 55
|556 || 180522180 || 180508455 || 13725 || 76
|822 || 180467280 || 180459518 || 7762 || 43
|1731 || 180467280 || 180458213 || 9067 || 50
|2690 || 180621000 || 180613035 || 7965 || 44
|3014 || 181862460 || 181852155 || 10305 || 57
|3262 || 180961560 || 180951548 || 10012 || 55
|3527 || 181214100 || 181204504 || 9596 || 53
|4038 || 180280440 || 180265500 || 14940 || 83
|4285 || 181351440 || 181341968 || 9472 || 52
|4548 || 180796860 || 180785936 || 10924 || 60
|4840 || 180280440 || 180272734 || 7706 || 43
|5089 || 181082340 || 181070134 || 12206 || 67
|5325 || 180538560 || 180525105 || 13455 || 75
|5528 || 181065780 || 181055543 || 10237 || 57
|5642 || 180379260 || 180365839 || 13421 || 74
|5843 || 180774720 || 180763290 || 11430 || 63
|6259 || 180456300 || 180449820 || 6480 || 36
|6665 || 181291320 || 181280374 || 10946 || 60
|7129 || 180543960 || 180530606 || 13354 || 74
|7535 || 181664640 || 181658419 || 6221 || 34
|7733 || 181521720 || 181506949 || 14771 || 81
|7925 || 180258659 || 180249548 || 9111 || 51
|8119 || 181653660 || 181646010 || 7650 || 42
|8251 || 181263600 || 181254926 || 8674 || 48
|11519 || 180560879 || 180550496 || 10383 || 58
|14741 || 180840600 || 180827708 || 12892 || 71
|15151 || 180566280 || 180556054 || 10226 || 57
|15217 || 180373860 || 180360596 || 13264 || 74
|15918 || 180390240 || 180378968 || 11272 || 62
|16413 || 180385019 || 180373399 || 11620 || 64
|16830 || 181769040 || 181757644 || 11396 || 63
|17167 || 180829800 || 180818426 || 11374 || 63
|17318 || 180357299 || 180350561 || 6738 || 37
|17866 || 180296820 || 180286976 || 9844 || 55
|18229 || 180664920 || 180656708 || 8212 || 45
|18786 || 180500220 || 180488948 || 11272 || 62
|19385 || 180291420 || 180280789 || 10631 || 59
|19692 || 180302399 || 180290824 || 11575 || 64
|20056 || 181478160 || 181468935 || 9225 || 51
|20692 || 181922760 || 181908180 || 14580 || 80
|20945 || 181933740 || 181924403 || 9337 || 51
|21201 || 180302399 || 180295751 || 6648 || 37
|21459 || 180769320 || 180758948 || 10372 || 57
|21614 || 180253080 || 180245149 || 7931 || 44
|21872 || 180983519 || 180972731 || 10788 || 60
|22014 || 180269460 || 180259065 || 10395 || 58
|22162 || 180571860 || 180565481 || 6379 || 35
|22313 || 180934020 || 180922973 || 11047 || 61
|22542 || 180687060 || 180673976 || 13084 || 72
|22813 || 181675620 || 181666013 || 9607 || 53
|22999 || 180791460 || 180778995 || 12465 || 69
|23171 || 181175760 || 181165444 || 10316 || 57
|23385 || 180291420 || 180281453 || 9967 || 55
|23547 || 181126440 || 181111298 || 15142 || 84
|23901 || 180527580 || 180514789 || 12791 || 71
|24482 || 181417320 || 181402358 || 14962 || 82
|24877 || 180352080 || 180341966 || 10114 || 56
|25313 || 181763460 || 181749825 || 13635 || 75
|25700 || 180511380 || 180504045 || 7335 || 41
|26191 || 181730700 || 181722251 || 8449 || 46
|26271 || 180324360 || 180309544 || 14816 || 82
|26273 || 181450260 || 181442430 || 7830 || 43
|26274 || 181082340 || 181071158 || 11182 || 62
|26276 || 181807560 || 181796816 || 10744 || 59
|26277 || 181516320 || 181505441 || 10879 || 60
