| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 214003188 || 213990216 || 12972 || 61
|2 || 213765748 || 213752896 || 12852 || 60
|3 || 213842916 || 213833800 || 9116 || 43
|5 || 212860932 || 212851856 || 9076 || 43
|7 || 213584488 || 213579427 || 5061 || 24
|9 || 213277512 || 213261811 || 15701 || 74
|140 || 212283443 || 212273719 || 9724 || 46
|454 || 213506895 || 213491354 || 15541 || 73
|717 || 213615864 || 213608630 || 7234 || 34
|1467 || 213729284 || 213719386 || 9898 || 46
|2257 || 212739032 || 212735150 || 3882 || 18
|2550 || 212918595 || 212906287 || 12308 || 58
|2809 || 213951036 || 213938263 || 12773 || 60
|3087 || 213318852 || 213303482 || 15370 || 72
|3546 || 212048760 || 212043314 || 5446 || 26
|3811 || 212325632 || 212314343 || 11289 || 53
|4073 || 212227688 || 212218930 || 8758 || 41
|4347 || 212730975 || 212717806 || 13169 || 62
|4602 || 212265424 || 212256388 || 9036 || 43
|4866 || 213258220 || 213248031 || 10189 || 48
|5124 || 213791612 || 213788591 || 3021 || 14
|5382 || 214053644 || 214045230 || 8414 || 39
|5638 || 213856696 || 213848508 || 8188 || 38
|5987 || 212417428 || 212410286 || 7142 || 34
|6339 || 213934287 || 213928206 || 6081 || 28
|6722 || 212601019 || 212589758 || 11261 || 53
|7108 || 212283868 || 212276329 || 7539 || 36
|7269 || 213330087 || 213311114 || 18973 || 89
|7428 || 212324360 || 212316543 || 7817 || 37
|7593 || 213008696 || 212995420 || 13276 || 62
|7757 || 213674588 || 213659655 || 14933 || 70
|8098 || 213675224 || 213665406 || 9818 || 46
|8240 || 214017180 || 214009336 || 7844 || 37
|8822 || 213703208 || 213694781 || 8427 || 39
|9315 || 213482728 || 213471598 || 11130 || 52
|9529 || 212640028 || 212630713 || 9315 || 44
|9863 || 213931532 || 213924125 || 7407 || 35
|10197 || 213203736 || 213196316 || 7420 || 35
|10648 || 213574524 || 213560201 || 14323 || 67
|10982 || 214065303 || 214056294 || 9009 || 42
|11432 || 213984956 || 213977523 || 7433 || 35
|11987 || 213259067 || 213250641 || 8426 || 40
|12260 || 213689216 || 213679875 || 9341 || 44
|12536 || 214140776 || 214115853 || 24923 || 116
|13033 || 213044736 || 213033672 || 11064 || 52
|13254 || 212404708 || 212388994 || 15714 || 74
|13476 || 212965023 || 212952768 || 12255 || 58
|13675 || 212777827 || 212770647 || 7180 || 34
|13817 || 212355312 || 212345693 || 9619 || 45
|14021 || 212912236 || 212908195 || 4041 || 19
|14156 || 213619468 || 213609146 || 10322 || 48
|14290 || 213323516 || 213318521 || 4995 || 23
|14425 || 214041136 || 214027409 || 13727 || 64
|14500 || 213562864 || 213558531 || 4333 || 20
|14572 || 212760232 || 212748214 || 12018 || 56
|14640 || 213411920 || 213405481 || 6439 || 30
|14712 || 212915203 || 212913296 || 1907 || 9
|14924 || 212182108 || 212171455 || 10653 || 50
|15137 || 213422096 || 213407654 || 14442 || 68
|15310 || 213365280 || 213357675 || 7605 || 36
|15483 || 212851180 || 212845986 || 5194 || 24
|15675 || 212748784 || 212738794 || 9990 || 47
|15926 || 213125932 || 213124382 || 1550 || 7
|16332 || 212164512 || 212160391 || 4121 || 19
|16963 || 212204156 || 212195835 || 8321 || 39
|17313 || 213167060 || 213155890 || 11170 || 52
|17663 || 214110884 || 214096177 || 14707 || 69
|17952 || 213817264 || 213806518 || 10746 || 50
|18336 || 212277296 || 212261754 || 15542 || 73
|18481 || 212127624 || 212124789 || 2835 || 13
|18482 || 213127628 || 213113398 || 14230 || 67
|18484 || 212095187 || 212083091 || 12096 || 57
|18486 || 212993007 || 212979096 || 13911 || 65
|18487 || 212971596 || 212965740 || 5856 || 27
