| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 16000056 || 15999386 || 670 || 42
|1 || 16000056 || 15999386 || 670 || 42
|2 || 16000056 || 15999386 || 670 || 42
|4 || 16000056 || 15999386 || 670 || 42
|5 || 16000056 || 15999386 || 670 || 42
|7 || 16000056 || 15999386 || 670 || 42
|673 || 16000056 || 15999360 || 696 || 43
|675 || 16000056 || 15999361 || 695 || 43
|676 || 16000056 || 15999362 || 694 || 43
|678 || 16000056 || 15999362 || 694 || 43
|679 || 16000056 || 15999362 || 694 || 43
