| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 16000056 || 15999425 || 631 || 39
|1 || 16000056 || 15999424 || 632 || 39
|3 || 16000056 || 15999425 || 631 || 39
|4 || 16000056 || 15999425 || 631 || 39
|6 || 16000056 || 15999425 || 631 || 39
|8 || 16000056 || 15999425 || 631 || 39
|56 || 16000056 || 15999423 || 633 || 40
|257 || 16000056 || 15999416 || 640 || 40
|523 || 16000056 || 15999410 || 646 || 40
|1153 || 16000056 || 15999412 || 644 || 40
|1440 || 16000056 || 15999409 || 647 || 40
|6711 || 16000056 || 15999421 || 635 || 40
|7810 || 16000056 || 15999419 || 637 || 40
|10854 || 16000056 || 15999417 || 639 || 40
|12235 || 16000056 || 15999416 || 640 || 40
|14166 || 16000056 || 15999415 || 641 || 40
|15541 || 16000056 || 15999413 || 643 || 40
|18303 || 16000056 || 15999410 || 646 || 40
|18954 || 16000056 || 15999410 || 646 || 40
|20588 || 16000056 || 15999410 || 646 || 40
|21171 || 16000056 || 15999409 || 647 || 40
|22243 || 16000056 || 15999409 || 647 || 40
|23034 || 16000056 || 15999409 || 647 || 40
|23214 || 16000056 || 15999403 || 653 || 41
|23421 || 16000056 || 15999400 || 656 || 41
|23598 || 16000056 || 15999397 || 659 || 41
|23781 || 16000056 || 15999398 || 658 || 41
|24046 || 16000056 || 15999394 || 662 || 41
|24918 || 16000056 || 15999402 || 654 || 41
|25234 || 16000056 || 15999400 || 656 || 41
|25539 || 16000056 || 15999399 || 657 || 41
|25716 || 16000056 || 15999397 || 659 || 41
|25961 || 16000056 || 15999398 || 658 || 41
|26688 || 16000056 || 15999422 || 634 || 40
|27872 || 16000056 || 15999413 || 643 || 40
|28379 || 16000056 || 15999406 || 650 || 41
|28843 || 16000056 || 15999405 || 651 || 41
|29349 || 16000056 || 15999405 || 651 || 41
|29815 || 16000056 || 15999400 || 656 || 41
|29943 || 16000056 || 15999396 || 660 || 41
|30268 || 16000056 || 15999393 || 663 || 41
|30318 || 16000056 || 15999388 || 668 || 42
|30384 || 16000056 || 15999390 || 666 || 42
|30443 || 16000056 || 15999385 || 671 || 42
|30504 || 16000056 || 15999389 || 667 || 42
|30572 || 16000056 || 15999390 || 666 || 42
|30639 || 16000056 || 15999394 || 662 || 41
|30740 || 16000056 || 15999391 || 665 || 42
|30841 || 16000056 || 15999392 || 664 || 41
|31024 || 16000056 || 15999395 || 661 || 41
|31288 || 16000056 || 15999396 || 660 || 41
|31585 || 16000056 || 15999402 || 654 || 41
|34423 || 16000056 || 15999421 || 635 || 40
|38218 || 16000056 || 15999466 || 590 || 37
|38386 || 16000056 || 15999454 || 602 || 38
|38710 || 16000056 || 15999453 || 603 || 38
|38781 || 16000056 || 15999452 || 604 || 38
|38782 || 16000056 || 15999454 || 602 || 38
|38784 || 16000056 || 15999455 || 601 || 38
|38785 || 16000056 || 15999455 || 601 || 38
|38787 || 16000056 || 15999456 || 600 || 37
