| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 16000056 || 15999304 || 752 || 47
|2 || 16000056 || 15999305 || 751 || 47
|3 || 16000056 || 15999306 || 750 || 47
|5 || 16000056 || 15999305 || 751 || 47
|6 || 16000056 || 15999305 || 751 || 47
|8 || 16000056 || 15999305 || 751 || 47
|52 || 16000056 || 15999305 || 751 || 47
|149 || 16000056 || 15999305 || 751 || 47
|259 || 16000056 || 15999300 || 756 || 47
|720 || 16000056 || 15999303 || 753 || 47
|941 || 16000056 || 15999306 || 750 || 47
|6203 || 16000056 || 15999407 || 649 || 41
|7294 || 16000056 || 15999413 || 643 || 40
|10164 || 16000056 || 15999413 || 643 || 40
|11380 || 16000056 || 15999408 || 648 || 40
|13304 || 16000056 || 15999405 || 651 || 41
|14671 || 16000056 || 15999402 || 654 || 41
|17426 || 16000056 || 15999400 || 656 || 41
|18069 || 16000056 || 15999402 || 654 || 41
|19696 || 16000056 || 15999402 || 654 || 41
|20271 || 16000056 || 15999403 || 653 || 41
|21336 || 16000056 || 15999404 || 652 || 41
|22119 || 16000056 || 15999405 || 651 || 41
|22182 || 16000056 || 15999400 || 656 || 41
|22256 || 16000056 || 15999398 || 658 || 41
|22419 || 16000056 || 15999395 || 661 || 41
|22589 || 16000056 || 15999393 || 663 || 41
|23110 || 16000056 || 15999389 || 667 || 42
|23416 || 16000056 || 15999391 || 665 || 42
|23730 || 16000056 || 15999393 || 663 || 41
|23847 || 16000056 || 15999395 || 661 || 41
|24018 || 16000056 || 15999397 || 659 || 41
|24684 || 16000056 || 15999416 || 640 || 40
|25812 || 16000056 || 15999415 || 641 || 40
|26300 || 16000056 || 15999399 || 657 || 41
|26749 || 16000056 || 15999396 || 660 || 41
|27237 || 16000056 || 15999395 || 661 || 41
|27685 || 16000056 || 15999395 || 661 || 41
|27925 || 16000056 || 15999404 || 652 || 41
|27970 || 16000056 || 15999398 || 658 || 41
|28032 || 16000056 || 15999396 || 660 || 41
|28087 || 16000056 || 15999395 || 661 || 41
|28142 || 16000056 || 15999398 || 658 || 41
|28201 || 16000056 || 15999399 || 657 || 41
|28259 || 16000056 || 15999399 || 657 || 41
|28347 || 16000056 || 15999392 || 664 || 41
|28435 || 16000056 || 15999392 || 664 || 41
|28526 || 16000056 || 15999402 || 654 || 41
|28689 || 16000056 || 15999396 || 660 || 41
|28887 || 16000056 || 15999391 || 665 || 42
|32629 || 16000056 || 15999431 || 625 || 39
|37310 || 16000056 || 15999408 || 648 || 40
|37475 || 16000056 || 15999407 || 649 || 41
|37680 || 16000056 || 15999402 || 654 || 41
|37747 || 16000056 || 15999399 || 657 || 41
|37748 || 16000056 || 15999401 || 655 || 41
|37750 || 16000056 || 15999401 || 655 || 41
|37751 || 16000056 || 15999402 || 654 || 41
|37753 || 16000056 || 15999403 || 653 || 41
