| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 16000056 || 15999592 || 464 || 29
|1 || 16000056 || 15999593 || 463 || 29
|4 || 16000056 || 15999593 || 463 || 29
|5 || 16000056 || 15999594 || 462 || 29
|7 || 16000056 || 15999593 || 463 || 29
|9 || 16000056 || 15999593 || 463 || 29
|71 || 16000056 || 15999595 || 461 || 29
|341 || 16000056 || 15999590 || 466 || 29
|683 || 16000056 || 15999586 || 470 || 29
|1446 || 16000056 || 15999589 || 467 || 29
|1814 || 16000056 || 15999586 || 470 || 29
|5650 || 16000056 || 15999595 || 461 || 29
|6484 || 16000056 || 15999597 || 459 || 29
|8717 || 16000056 || 15999595 || 461 || 29
|10118 || 16000056 || 15999589 || 467 || 29
|11558 || 16000056 || 15999594 || 462 || 29
|12597 || 16000056 || 15999593 || 463 || 29
|14637 || 16000056 || 15999591 || 465 || 29
|15162 || 16000056 || 15999592 || 464 || 29
|16398 || 16000056 || 15999588 || 468 || 29
|16875 || 16000056 || 15999587 || 469 || 29
|17702 || 16000056 || 15999585 || 471 || 29
|18333 || 16000056 || 15999583 || 473 || 30
|18580 || 16000056 || 15999579 || 477 || 30
|18866 || 16000056 || 15999574 || 482 || 30
|19052 || 16000056 || 15999569 || 487 || 30
|19241 || 16000056 || 15999568 || 488 || 30
|19519 || 16000056 || 15999562 || 494 || 31
|19786 || 16000056 || 15999559 || 497 || 31
|20112 || 16000056 || 15999561 || 495 || 31
|20430 || 16000056 || 15999563 || 493 || 31
|20596 || 16000056 || 15999564 || 492 || 31
|20811 || 16000056 || 15999564 || 492 || 31
|21404 || 16000056 || 15999577 || 479 || 30
|22139 || 16000056 || 15999573 || 483 || 30
|22391 || 16000056 || 15999574 || 482 || 30
|22838 || 16000056 || 15999567 || 489 || 31
|23397 || 16000056 || 15999561 || 495 || 31
|23844 || 16000056 || 15999563 || 493 || 31
|24405 || 16000056 || 15999558 || 498 || 31
|24739 || 16000056 || 15999563 || 493 || 31
|25175 || 16000056 || 15999562 || 494 || 31
|25320 || 16000056 || 15999566 || 490 || 31
|25382 || 16000056 || 15999562 || 494 || 31
|25574 || 16000056 || 15999567 || 489 || 31
|25648 || 16000056 || 15999566 || 490 || 31
|25723 || 16000056 || 15999566 || 490 || 31
|25802 || 16000056 || 15999568 || 488 || 30
|25907 || 16000056 || 15999562 || 494 || 31
|26009 || 16000056 || 15999559 || 497 || 31
|26238 || 16000056 || 15999562 || 494 || 31
|26550 || 16000056 || 15999561 || 495 || 31
|26835 || 16000056 || 15999551 || 505 || 32
|26901 || 16000056 || 15999555 || 501 || 31
|28145 || 16000056 || 15999567 || 489 || 31
|30203 || 16000056 || 15999559 || 497 || 31
|30359 || 16000056 || 15999563 || 493 || 31
|30779 || 16000056 || 15999559 || 497 || 31
|30849 || 16000056 || 15999557 || 499 || 31
|30850 || 16000056 || 15999558 || 498 || 31
|30852 || 16000056 || 15999559 || 497 || 31
|30854 || 16000056 || 15999560 || 496 || 31
|30855 || 16000056 || 15999560 || 496 || 31
