| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 16000056 || 15999601 || 455 || 28
|2 || 16000056 || 15999601 || 455 || 28
|4 || 16000056 || 15999600 || 456 || 28
|5 || 16000056 || 15999600 || 456 || 28
|7 || 16000056 || 15999601 || 455 || 28
|9 || 16000056 || 15999601 || 455 || 28
|84 || 16000056 || 15999601 || 455 || 28
|376 || 16000056 || 15999600 || 456 || 28
|727 || 16000056 || 15999600 || 456 || 28
|1753 || 16000056 || 15999601 || 455 || 28
|2176 || 16000056 || 15999601 || 455 || 28
|6065 || 16000056 || 15999602 || 454 || 28
|6960 || 16000056 || 15999603 || 453 || 28
|9250 || 16000056 || 15999603 || 453 || 28
|10577 || 16000056 || 15999603 || 453 || 28
|12064 || 16000056 || 15999603 || 453 || 28
|13151 || 16000056 || 15999603 || 453 || 28
|15235 || 16000056 || 15999604 || 452 || 28
|15804 || 16000056 || 15999603 || 453 || 28
|17079 || 16000056 || 15999603 || 453 || 28
|17601 || 16000056 || 15999604 || 452 || 28
|18472 || 16000056 || 15999604 || 452 || 28
|19142 || 16000056 || 15999604 || 452 || 28
|19410 || 16000056 || 15999604 || 452 || 28
|19700 || 16000056 || 15999603 || 453 || 28
|19995 || 16000056 || 15999604 || 452 || 28
|20300 || 16000056 || 15999604 || 452 || 28
|20645 || 16000056 || 15999604 || 452 || 28
|20978 || 16000056 || 15999604 || 452 || 28
|21375 || 16000056 || 15999604 || 452 || 28
|21764 || 16000056 || 15999604 || 452 || 28
|22017 || 16000056 || 15999605 || 451 || 28
|22327 || 16000056 || 15999604 || 452 || 28
|22847 || 16000056 || 15999605 || 451 || 28
|23484 || 16000056 || 15999605 || 451 || 28
|23812 || 16000056 || 15999605 || 451 || 28
|24386 || 16000056 || 15999605 || 451 || 28
|25153 || 16000056 || 15999605 || 451 || 28
|25736 || 16000056 || 15999605 || 451 || 28
|26514 || 16000056 || 15999605 || 451 || 28
|26828 || 16000056 || 15999604 || 452 || 28
|27210 || 16000056 || 15999605 || 451 || 28
|27420 || 16000056 || 15999605 || 451 || 28
|27519 || 16000056 || 15999605 || 451 || 28
|27813 || 16000056 || 15999604 || 452 || 28
|27911 || 16000056 || 15999605 || 451 || 28
|28013 || 16000056 || 15999604 || 452 || 28
|28117 || 16000056 || 15999605 || 451 || 28
|28292 || 16000056 || 15999605 || 451 || 28
|28469 || 16000056 || 15999604 || 452 || 28
|28749 || 16000056 || 15999605 || 451 || 28
|29175 || 16000056 || 15999605 || 451 || 28
|29805 || 16000056 || 15999605 || 451 || 28
|29915 || 16000056 || 15999604 || 452 || 28
|33229 || 16000056 || 15999604 || 452 || 28
|34687 || 16000056 || 15999604 || 452 || 28
|34779 || 16000056 || 15999605 || 451 || 28
|35191 || 16000056 || 15999604 || 452 || 28
|35370 || 16000056 || 15999604 || 452 || 28
|35371 || 16000056 || 15999604 || 452 || 28
|35373 || 16000056 || 15999605 || 451 || 28
|35375 || 16000056 || 15999604 || 452 || 28
|35377 || 16000056 || 15999604 || 452 || 28
