| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 181823760 || 181896615 || 72855 || 401
|1 || 181532880 || 181522631 || 10249 || 56
|2 || 181219679 || 181206158 || 13521 || 75
|4 || 181373580 || 181361723 || 11857 || 65
|5 || 182104200 || 182092320 || 11880 || 65
|6 || 181324080 || 181314056 || 10024 || 55
|41 || 181307520 || 181309466 || 1946 || 11
|179 || 181516320 || 181510020 || 6300 || 35
|292 || 181692000 || 181683113 || 8887 || 49
|698 || 180357299 || 180425250 || 67951 || 377
|1304 || 181598760 || 181589276 || 9484 || 52
|1474 || 181950300 || 181944664 || 5636 || 31
|1561 || 181378980 || 181379813 || 833 || 5
|1685 || 180560700 || 180551925 || 8775 || 49
|2036 || 181774440 || 181766385 || 8055 || 44
|2136 || 181763460 || 181753808 || 9652 || 53
|2226 || 180939600 || 180930263 || 9337 || 52
|2345 || 180505620 || 180498308 || 7312 || 41
|2421 || 181889820 || 181888324 || 1496 || 8
|2516 || 180511020 || 180507341 || 3679 || 20
|2590 || 181648080 || 181635525 || 12555 || 69
|2675 || 181417320 || 181418794 || 1474 || 8
|2754 || 181560060 || 181550543 || 9517 || 52
|3590 || 182620440 || 182613848 || 6592 || 36
|3781 || 181269000 || 181346951 || 77951 || 430
|3978 || 181296540 || 181378958 || 82418 || 455
|4174 || 180752759 || 180746528 || 6231 || 34
|4268 || 180318960 || 180311310 || 7650 || 42
|4363 || 181708560 || 181701405 || 7155 || 39
|4453 || 181494360 || 181489871 || 4489 || 25
|4542 || 181357020 || 181345185 || 11835 || 65
|7425 || 180758160 || 180749093 || 9067 || 50
|10306 || 181796400 || 181876118 || 79718 || 439
|10551 || 181780020 || 181849635 || 69615 || 383
|10612 || 181423080 || 181504755 || 81675 || 450
|11003 || 180560520 || 180546446 || 14074 || 78
|11346 || 181966680 || 181952741 || 13939 || 77
|11616 || 181203119 || 181285380 || 82261 || 454
|11893 || 181818540 || 181886974 || 68434 || 376
|12032 || 181659060 || 181663335 || 4275 || 24
|12313 || 181351440 || 181340494 || 10946 || 60
|12479 || 181884240 || 181964138 || 79898 || 439
|12688 || 181373760 || 181372939 || 821 || 5
|13157 || 180478259 || 180558259 || 80000 || 443
|13289 || 180769320 || 180848824 || 79504 || 440
|13423 || 180593460 || 180581355 || 12105 || 67
|13875 || 180406620 || 180398981 || 7639 || 42
|14034 || 181862280 || 181863619 || 1339 || 7
|14194 || 181565820 || 181558103 || 7717 || 43
|14287 || 181027440 || 181019723 || 7717 || 43
|14335 || 183955320 || 183942135 || 13185 || 72
|14428 || 181186560 || 181266266 || 79706 || 440
|14471 || 180807659 || 180798953 || 8706 || 48
|14516 || 181461599 || 181462309 || 710 || 4
|14559 || 181439460 || 181517558 || 78098 || 430
|14662 || 181873260 || 181950649 || 77389 || 426
|14763 || 181719720 || 181707019 || 12701 || 70
|14859 || 181456020 || 181522980 || 66960 || 369
|14966 || 181796400 || 181789436 || 6964 || 38
|15162 || 181708560 || 181702170 || 6390 || 35
|15304 || 182027340 || 182031008 || 3668 || 20
|15610 || 181450439 || 181452218 || 1779 || 10
|16002 || 181620540 || 181619325 || 1215 || 7
|16215 || 180988920 || 180977411 || 11509 || 64
|16449 || 181796400 || 181786624 || 9776 || 54
|16617 || 181225260 || 181298374 || 73114 || 403
|16853 || 181032840 || 181025100 || 7740 || 43
|16911 || 181752480 || 181741433 || 11047 || 61
|16913 || 181120680 || 181120748 || 68 || 0
|16914 || 181060380 || 181049704 || 10676 || 59
|16915 || 181357020 || 181351384 || 5636 || 31
|16916 || 180269460 || 180258953 || 10507 || 58
