| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 266034846 || 266037290 || 2444 || 9
|1 || 266038038 || 266040100 || 2062 || 8
|2 || 266030324 || 266032568 || 2244 || 8
|4 || 266061712 || 266069343 || 7631 || 29
|5 || 266030058 || 266032602 || 2544 || 10
|7 || 266040431 || 266042527 || 2096 || 8
|43 || 266027132 || 266029543 || 2411 || 9
|153 || 266039101 || 266041280 || 2179 || 8
|450 || 266044954 || 266047298 || 2344 || 9
|994 || 266061446 || 266069642 || 8196 || 31
|1464 || 266066233 || 266074297 || 8064 || 30
|1609 || 266070224 || 266078287 || 8063 || 30
|1736 || 266023674 || 266026284 || 2610 || 10
|1995 || 266048944 || 266051355 || 2411 || 9
|2427 || 266038303 || 266040632 || 2329 || 9
|2716 || 266028728 || 266032452 || 3724 || 14
|3004 || 266042559 || 266044904 || 2345 || 9
|3120 || 266044156 || 266046317 || 2161 || 8
|3207 || 266037506 || 266039634 || 2128 || 8
|3330 || 266046018 || 266054231 || 8213 || 31
|3593 || 266034314 || 266036442 || 2128 || 8
|3684 || 266058786 || 266066567 || 7781 || 29
|3772 || 266045752 || 266048927 || 3175 || 12
|3914 || 266047613 || 266050108 || 2495 || 9
|4190 || 266028195 || 266030490 || 2295 || 9
|4508 || 266048944 || 266051205 || 2261 || 8
|4893 || 266042826 || 266045336 || 2510 || 9
|4936 || 266040166 || 266042261 || 2095 || 8
|4979 || 266069159 || 266077140 || 7981 || 30
|5023 || 266041496 || 266043857 || 2361 || 9
|5066 || 266039101 || 266041563 || 2462 || 9
|7138 || 266031388 || 266033317 || 1929 || 7
|8634 || 266031388 || 266033549 || 2161 || 8
|8820 || 266053465 || 266061396 || 7931 || 30
|8952 || 266024206 || 266026384 || 2178 || 8
|9524 || 266026865 || 266029110 || 2245 || 8
|9973 || 266032984 || 266035328 || 2344 || 9
|10056 || 266030590 || 266032652 || 2062 || 8
|10323 || 266035910 || 266037938 || 2028 || 8
|10734 || 266046550 || 266048578 || 2028 || 8
|11121 || 266032718 || 266034580 || 1862 || 7
|11488 || 266043624 || 266045752 || 2128 || 8
|11842 || 266028993 || 266030889 || 1896 || 7
|12394 || 266039900 || 266041712 || 1812 || 7
|12555 || 266068894 || 266076824 || 7930 || 30
|12789 || 266030590 || 266032901 || 2311 || 9
|13156 || 266023674 || 266025752 || 2078 || 8
|13370 || 266027664 || 266029892 || 2228 || 8
|13601 || 266023142 || 266025702 || 2560 || 10
|13838 || 266042559 || 266044638 || 2079 || 8
|13932 || 266035644 || 266039484 || 3840 || 14
|14172 || 266027132 || 266029393 || 2261 || 8
|14321 || 266032718 || 266034780 || 2062 || 8
|14472 || 266036708 || 266038686 || 1978 || 7
|14621 || 266043357 || 266045586 || 2229 || 8
|14774 || 266050008 || 266054464 || 4456 || 17
|14927 || 266027930 || 266032419 || 4489 || 17
|14969 || 266026067 || 266028562 || 2495 || 9
|15071 || 266053465 || 266061529 || 8064 || 30
|15256 || 266063308 || 266071321 || 8013 || 30
|15336 || 266049210 || 266057240 || 8030 || 30
|15396 || 266030058 || 266032618 || 2560 || 10
|15456 || 266042559 || 266044788 || 2229 || 8
|15592 || 266042826 || 266045154 || 2328 || 9
|15872 || 266028462 || 266031488 || 3026 || 11
|16356 || 266063574 || 266071471 || 7897 || 30
|17155 || 266061977 || 266069892 || 7915 || 30
|17590 || 266052136 || 266059700 || 7564 || 28
|17954 || 266045220 || 266047265 || 2045 || 8
|18225 || 266045752 || 266053815 || 8063 || 30
|18740 || 266032718 || 266034530 || 1812 || 7
|18853 || 266042559 || 266045021 || 2462 || 9
|18858 || 266037240 || 266042543 || 5303 || 20
|18862 || 266041762 || 266046068 || 4306 || 16
|18867 || 266036175 || 266038986 || 2811 || 11
|18871 || 266056126 || 266064123 || 7997 || 30
