| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 600023 || 599985 || 38 || 63
|1 || 600023 || 599985 || 38 || 63
|2 || 600023 || 599985 || 38 || 63
|3 || 600023 || 599985 || 38 || 63
|4 || 600023 || 599985 || 38 || 63
|4 || 600023 || 599985 || 38 || 63
|105 || 600023 || 599985 || 38 || 63
|464 || 600023 || 599985 || 38 || 63
|752 || 600023 || 599985 || 38 || 63
|1280 || 600023 || 599985 || 38 || 63
|1891 || 600023 || 599985 || 38 || 63
|2709 || 600023 || 599985 || 38 || 63
|3071 || 600023 || 599985 || 38 || 63
|3650 || 600023 || 599985 || 38 || 63
|4277 || 600023 || 599985 || 38 || 63
|4724 || 600023 || 599985 || 38 || 63
|5111 || 600023 || 599985 || 38 || 63
|5652 || 600023 || 599985 || 38 || 63
|5956 || 600023 || 599985 || 38 || 63
|6378 || 600023 || 599985 || 38 || 63
|6676 || 600023 || 599985 || 38 || 63
|7029 || 600023 || 599985 || 38 || 63
|7348 || 600023 || 599985 || 38 || 63
|7711 || 600023 || 599985 || 38 || 63
|8103 || 600023 || 599985 || 38 || 63
|8433 || 600023 || 599985 || 38 || 63
|8770 || 600023 || 599985 || 38 || 63
|8877 || 600023 || 599985 || 38 || 63
|8979 || 600023 || 599985 || 38 || 63
|9100 || 600023 || 599985 || 38 || 63
|9220 || 600023 || 599985 || 38 || 63
|9344 || 600023 || 599985 || 38 || 63
|9478 || 600023 || 599985 || 38 || 63
|9895 || 600023 || 599985 || 38 || 63
|10365 || 600023 || 599985 || 38 || 63
|10547 || 600023 || 599985 || 38 || 63
|10953 || 600023 || 599985 || 38 || 63
|11542 || 600023 || 599985 || 38 || 63
|11955 || 600023 || 599985 || 38 || 63
|12538 || 600023 || 599985 || 38 || 63
|12725 || 600023 || 599985 || 38 || 63
|12928 || 600023 || 599985 || 38 || 63
|12969 || 600023 || 599985 || 38 || 63
|13162 || 600023 || 599985 || 38 || 63
|13281 || 600023 || 599985 || 38 || 63
|13488 || 600023 || 599985 || 38 || 63
|13680 || 600023 || 599985 || 38 || 63
|13965 || 600023 || 599985 || 38 || 63
|14146 || 600023 || 599985 || 38 || 63
|14280 || 600023 || 599985 || 38 || 63
|14445 || 600023 || 599985 || 38 || 63
|14602 || 600023 || 599985 || 38 || 63
|14872 || 600023 || 599985 || 38 || 63
|15096 || 600023 || 599985 || 38 || 63
|15096 || 600023 || 599985 || 38 || 63
|15097 || 600023 || 599985 || 38 || 63
|15098 || 600023 || 599985 || 38 || 63
|15099 || 600023 || 599985 || 38 || 63
