| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 266051870 || 266056276 || 4406 || 17
|4 || 266045485 || 266049509 || 4024 || 15
|9 || 266043092 || 266047597 || 4505 || 17
|13 || 266044954 || 266048612 || 3658 || 14
|17 || 266066500 || 266076143 || 9643 || 36
|22 || 266063840 || 266073466 || 9626 || 36
|158 || 266041762 || 266046051 || 4289 || 16
|420 || 266048678 || 266052934 || 4256 || 16
|734 || 266032452 || 266036891 || 4439 || 17
|1394 || 266045485 || 266049775 || 4290 || 16
|2082 || 266056126 || 266066118 || 9992 || 38
|2207 || 266064638 || 266074746 || 10108 || 38
|2299 || 266038303 || 266045868 || 7565 || 28
|2512 || 266049210 || 266058936 || 9726 || 37
|2960 || 266046018 || 266050191 || 4173 || 16
|3906 || 266046816 || 266051055 || 4239 || 16
|4231 || 266032718 || 266036841 || 4123 || 15
|4567 || 266037772 || 266042361 || 4589 || 17
|4854 || 266023408 || 266027880 || 4472 || 17
|5106 || 266036442 || 266040864 || 4422 || 17
|5415 || 266026600 || 266033233 || 6633 || 25
|5519 || 266023142 || 266027598 || 4456 || 17
|5684 || 266046816 || 266051089 || 4273 || 16
|6072 || 266039900 || 266044223 || 4323 || 16
|6561 || 266027930 || 266033300 || 5370 || 20
|6840 || 266041762 || 266046085 || 4323 || 16
|7177 || 266069159 || 266079551 || 10392 || 39
|7221 || 266031388 || 266035228 || 3840 || 14
|7264 || 266025270 || 266029493 || 4223 || 16
|7308 || 266043890 || 266048711 || 4821 || 18
|7351 || 266036442 || 266041080 || 4638 || 17
|7670 || 266035377 || 266039684 || 4307 || 16
|7824 || 266033516 || 266037656 || 4140 || 16
|8302 || 266049210 || 266059185 || 9975 || 37
|8647 || 266048678 || 266058869 || 10191 || 38
|8841 || 266035112 || 266038969 || 3857 || 14
|9039 || 266031919 || 266035927 || 4008 || 15
|9317 || 266033516 || 266037273 || 3757 || 14
|9602 || 266035910 || 266040083 || 4173 || 16
|9977 || 266040698 || 266045403 || 4705 || 18
|10284 || 266045220 || 266049908 || 4688 || 18
|10840 || 266031654 || 266035661 || 4007 || 15
|11010 || 266026600 || 266031006 || 4406 || 17
|11344 || 266032718 || 266036409 || 3691 || 14
|11934 || 266032984 || 266040149 || 7165 || 27
|12163 || 266049210 || 266058886 || 9676 || 36
|12322 || 266045485 || 266049942 || 4457 || 17
|12389 || 266035910 || 266040282 || 4372 || 16
|12418 || 266055593 || 266065286 || 9693 || 36
|12488 || 266058254 || 266068744 || 10490 || 39
|12527 || 266037506 || 266041845 || 4339 || 16
|12567 || 266033249 || 266037190 || 3941 || 15
|12606 || 266045485 || 266050374 || 4889 || 18
|12671 || 266026865 || 266030989 || 4124 || 16
|12832 || 266042028 || 266046301 || 4273 || 16
|12955 || 266025802 || 266029925 || 4123 || 15
|13078 || 266055860 || 266065818 || 9958 || 37
|13189 || 266057190 || 266067514 || 10324 || 39
|13494 || 266031654 || 266038354 || 6700 || 25
|13869 || 266021280 || 266025952 || 4672 || 18
|14434 || 266029791 || 266033649 || 3858 || 15
|14804 || 266037240 || 266043075 || 5835 || 22
|14997 || 266034580 || 266038736 || 4156 || 16
|15100 || 266039900 || 266044123 || 4223 || 16
|15446 || 266030324 || 266034514 || 4190 || 16
|15560 || 266038836 || 266043408 || 4572 || 17
|15565 || 266034047 || 266041762 || 7715 || 29
|15569 || 266035377 || 266039584 || 4207 || 16
|15573 || 266055593 || 266065353 || 9760 || 37
|15578 || 266030856 || 266035095 || 4239 || 16
