| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 16000056 || 15999524 || 532 || 33
|2 || 16000056 || 15999524 || 532 || 33
|4 || 16000056 || 15999524 || 532 || 33
|6 || 16000056 || 15999525 || 531 || 33
|7 || 16000056 || 15999525 || 531 || 33
|10 || 16000056 || 15999525 || 531 || 33
|67 || 16000056 || 15999528 || 528 || 33
|321 || 16000056 || 15999525 || 531 || 33
|639 || 16000056 || 15999520 || 536 || 33
|1321 || 16000056 || 15999523 || 533 || 33
|1666 || 16000056 || 15999523 || 533 || 33
|5488 || 16000056 || 15999541 || 515 || 32
|6313 || 16000056 || 15999551 || 505 || 32
|8533 || 16000056 || 15999562 || 494 || 31
|9913 || 16000056 || 15999561 || 495 || 31
|11335 || 16000056 || 15999572 || 484 || 30
|12359 || 16000056 || 15999573 || 483 || 30
|14386 || 16000056 || 15999575 || 481 || 30
|14897 || 16000056 || 15999579 || 477 || 30
|16114 || 16000056 || 15999579 || 477 || 30
|16577 || 16000056 || 15999581 || 475 || 30
|17393 || 16000056 || 15999578 || 478 || 30
|18003 || 16000056 || 15999582 || 474 || 30
|18239 || 16000056 || 15999577 || 479 || 30
|18512 || 16000056 || 15999575 || 481 || 30
|18685 || 16000056 || 15999570 || 486 || 30
|18864 || 16000056 || 15999570 || 486 || 30
|19135 || 16000056 || 15999567 || 489 || 31
|19393 || 16000056 || 15999563 || 493 || 31
|19714 || 16000056 || 15999568 || 488 || 30
|20023 || 16000056 || 15999570 || 486 || 30
|20182 || 16000056 || 15999571 || 485 || 30
|20387 || 16000056 || 15999573 || 483 || 30
|20941 || 16000056 || 15999587 || 469 || 29
|21663 || 16000056 || 15999585 || 471 || 29
|21910 || 16000056 || 15999586 || 470 || 29
|22340 || 16000056 || 15999580 || 476 || 30
|22878 || 16000056 || 15999577 || 479 || 30
|23309 || 16000056 || 15999581 || 475 || 30
|23851 || 16000056 || 15999575 || 481 || 30
|24172 || 16000056 || 15999578 || 478 || 30
|24599 || 16000056 || 15999582 || 474 || 30
|24741 || 16000056 || 15999586 || 470 || 29
|24803 || 16000056 || 15999582 || 474 || 30
|24993 || 16000056 || 15999587 || 469 || 29
|25059 || 16000056 || 15999586 || 470 || 29
|25127 || 16000056 || 15999584 || 472 || 29
|25196 || 16000056 || 15999584 || 472 || 29
|25295 || 16000056 || 15999579 || 477 || 30
|25395 || 16000056 || 15999576 || 480 || 30
|25619 || 16000056 || 15999579 || 477 || 30
|25917 || 16000056 || 15999579 || 477 || 30
|26195 || 16000056 || 15999572 || 484 || 30
|26258 || 16000056 || 15999576 || 480 || 30
|27466 || 16000056 || 15999588 || 468 || 29
|29533 || 16000056 || 15999585 || 471 || 29
|29693 || 16000056 || 15999589 || 467 || 29
|30112 || 16000056 || 15999587 || 469 || 29
|30183 || 16000056 || 15999585 || 471 || 29
|30184 || 16000056 || 15999587 || 469 || 29
|30186 || 16000056 || 15999588 || 468 || 29
|30188 || 16000056 || 15999588 || 468 || 29
|30189 || 16000056 || 15999589 || 467 || 29
