| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 181620720 || 181607108 || 13612 || 75
|4 || 181142820 || 181129489 || 13331 || 74
|9 || 181368180 || 181356244 || 11936 || 66
|13 || 181428480 || 181418141 || 10339 || 57
|17 || 180796680 || 180785936 || 10744 || 59
|22 || 181955699 || 181942324 || 13375 || 74
|138 || 181153800 || 181141898 || 11902 || 66
|490 || 181450439 || 181434645 || 15794 || 87
|784 || 180686880 || 180671119 || 15761 || 87
|2341 || 188558640 || 188549179 || 9461 || 50
|4085 || 180846180 || 180835290 || 10890 || 60
|4404 || 181208700 || 181195684 || 13016 || 72
|4719 || 181719720 || 181707244 || 12476 || 69
|5111 || 181521900 || 181515375 || 6525 || 36
|6749 || 181043820 || 181033211 || 10609 || 59
|7138 || 181780200 || 181769974 || 10226 || 56
|7464 || 180890100 || 180883958 || 6142 || 34
|8659 || 180610020 || 180601009 || 9011 || 50
|8990 || 180774720 || 180760894 || 13826 || 76
|9225 || 181236060 || 181222448 || 13612 || 75
|9469 || 181170180 || 181160055 || 10125 || 56
|9854 || 181455840 || 181440731 || 15109 || 83
|10095 || 181746900 || 181734210 || 12690 || 70
|10366 || 181027440 || 181013918 || 13522 || 75
|10980 || 181389960 || 181378721 || 11239 || 62
|11588 || 180604440 || 180593370 || 11070 || 61
|11937 || 181433880 || 181423913 || 9967 || 55
|12286 || 180697859 || 180684259 || 13600 || 75
|12440 || 180642959 || 180631721 || 11238 || 62
|12592 || 181434060 || 181421584 || 12476 || 69
|12794 || 180857160 || 180850793 || 6367 || 35
|12955 || 180588240 || 180573761 || 14479 || 80
|14764 || 181840320 || 181829689 || 10631 || 58
|20173 || 180577080 || 180565144 || 11936 || 66
|21759 || 180714240 || 180700178 || 14062 || 78
|21921 || 180642959 || 180631530 || 11429 || 63
|22856 || 180269460 || 180257895 || 11565 || 64
|23496 || 181741500 || 181728304 || 13196 || 73
|24007 || 181038600 || 181024223 || 14377 || 79
|24540 || 181873260 || 181859726 || 13534 || 74
|24800 || 180703440 || 180690570 || 12870 || 71
|25394 || 180972540 || 180959490 || 13050 || 72
|25851 || 183894840 || 183883084 || 11756 || 64
|26502 || 181955699 || 181946351 || 9348 || 51
|27658 || 181450260 || 181439100 || 11160 || 62
|28955 || 180857160 || 180846236 || 10924 || 60
|29936 || 181933920 || 181921534 || 12386 || 68
|31015 || 181615139 || 181604970 || 10169 || 56
|32383 || 180884700 || 180873608 || 11092 || 61
|33655 || 181703160 || 181688929 || 14231 || 78
|33945 || 180549719 || 180539336 || 10383 || 58
|34295 || 180423359 || 180409691 || 13668 || 76
|34779 || 180521999 || 180509164 || 12835 || 71
|34935 || 180346320 || 180330851 || 15469 || 86
|35265 || 181532700 || 181520606 || 12094 || 67
|35419 || 181769040 || 181755653 || 13387 || 74
|35536 || 181598760 || 181588354 || 10406 || 57
|35628 || 180516780 || 180504900 || 11880 || 66
|35923 || 181670039 || 181659330 || 10709 || 59
|36225 || 180934200 || 180926348 || 7852 || 43
|36392 || 181582380 || 181568543 || 13837 || 76
|36560 || 180511020 || 180500513 || 10507 || 58
|36754 || 181010880 || 180996008 || 14872 || 82
|37013 || 181505339 || 181489984 || 15355 || 85
|37584 || 181115640 || 181106573 || 9067 || 50
|38017 || 181856880 || 181844325 || 12555 || 69
|38764 || 181099080 || 181088460 || 10620 || 59
|39684 || 181598579 || 181586385 || 12194 || 67
|40096 || 180313380 || 180300431 || 12949 || 72
|40513 || 180824220 || 180808425 || 15795 || 87
|40657 || 180214560 || 180203040 || 11520 || 64
|41113 || 180977940 || 180964654 || 13286 || 73
|41645 || 180357299 || 180342023 || 15276 || 85
|41840 || 181735920 || 181722510 || 13410 || 74
|41844 || 181653660 || 181640936 || 12724 || 70
|41848 || 181543679 || 181532981 || 10698 || 59
|41850 || 181400940 || 181386518 || 14422 || 80
|41854 || 181280160 || 181265760 || 14400 || 79
