| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 600023 || 599985 || 38 || 63
|1 || 600023 || 599985 || 38 || 63
|2 || 600023 || 599985 || 38 || 63
|3 || 600023 || 599985 || 38 || 63
|3 || 600023 || 599985 || 38 || 63
|4 || 600023 || 599985 || 38 || 63
|104 || 600023 || 599985 || 38 || 63
|441 || 600023 || 599985 || 38 || 63
|712 || 600023 || 599985 || 38 || 63
|1215 || 600023 || 599985 || 38 || 63
|1805 || 600023 || 599985 || 38 || 63
|2628 || 600023 || 599985 || 38 || 63
|2983 || 600023 || 599985 || 38 || 63
|3552 || 600023 || 599985 || 38 || 63
|4181 || 600023 || 599985 || 38 || 63
|4636 || 600023 || 599985 || 38 || 63
|5026 || 600023 || 599985 || 38 || 63
|5572 || 600023 || 599985 || 38 || 63
|5881 || 600023 || 599985 || 38 || 63
|6298 || 600023 || 599985 || 38 || 63
|6591 || 600023 || 599985 || 38 || 63
|6945 || 600023 || 599985 || 38 || 63
|7268 || 600023 || 599985 || 38 || 63
|7626 || 600023 || 599985 || 38 || 63
|8013 || 600023 || 599985 || 38 || 63
|8339 || 600023 || 599985 || 38 || 63
|8668 || 600023 || 599985 || 38 || 63
|8770 || 600023 || 599985 || 38 || 63
|8869 || 600023 || 599985 || 38 || 63
|8987 || 600023 || 599985 || 38 || 63
|9102 || 600023 || 599985 || 38 || 63
|9216 || 600023 || 599985 || 38 || 63
|9344 || 600023 || 599985 || 38 || 63
|9747 || 600023 || 599985 || 38 || 63
|10208 || 600023 || 599985 || 38 || 63
|10381 || 600023 || 599985 || 38 || 63
|10781 || 600023 || 599985 || 38 || 63
|11339 || 600023 || 599985 || 38 || 63
|11742 || 600023 || 599985 || 38 || 63
|12315 || 600023 || 599985 || 38 || 63
|12494 || 600023 || 599985 || 38 || 63
|12680 || 600023 || 599985 || 38 || 63
|12717 || 600023 || 599985 || 38 || 63
|12900 || 600023 || 599985 || 38 || 63
|13015 || 600023 || 599985 || 38 || 63
|13211 || 600023 || 599985 || 38 || 63
|13395 || 600023 || 599985 || 38 || 63
|13668 || 600023 || 599985 || 38 || 63
|13847 || 600023 || 599985 || 38 || 63
|13976 || 600023 || 599985 || 38 || 63
|14129 || 600023 || 599985 || 38 || 63
|14276 || 600023 || 599985 || 38 || 63
|14526 || 600023 || 599985 || 38 || 63
|14735 || 600023 || 599985 || 38 || 63
|14735 || 600023 || 599985 || 38 || 63
|14736 || 600023 || 599985 || 38 || 63
|14737 || 600023 || 599985 || 38 || 63
|14737 || 600023 || 599985 || 38 || 63
