| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 266044688 || 266047016 || 2328 || 9
|5 || 266042028 || 266045021 || 2993 || 11
|9 || 266043890 || 266046716 || 2826 || 11
|13 || 266040698 || 266044006 || 3308 || 12
|18 || 266046018 || 266048861 || 2843 || 11
|22 || 266042294 || 266045619 || 3325 || 12
|163 || 266026334 || 266029310 || 2976 || 11
|453 || 266037240 || 266039917 || 2677 || 10
|539 || 266045485 || 266048312 || 2827 || 11
|1233 || 266036708 || 266039119 || 2411 || 9
|1895 || 266023408 || 266026268 || 2860 || 11
|2132 || 266022344 || 266026051 || 3707 || 14
|2222 || 266034314 || 266037007 || 2693 || 10
|2515 || 266026334 || 266028795 || 2461 || 9
|3005 || 266035112 || 266037656 || 2544 || 10
|3243 || 266033516 || 266036126 || 2610 || 10
|3550 || 266042294 || 266044838 || 2544 || 10
|3660 || 266026067 || 266028795 || 2728 || 10
|4291 || 266067829 || 266076192 || 8363 || 31
|4616 || 266027398 || 266029742 || 2344 || 9
|4932 || 266038570 || 266041546 || 2976 || 11
|5255 || 266027132 || 266029942 || 2810 || 11
|5573 || 266035112 || 266037755 || 2643 || 10
|6007 || 266046816 || 266055112 || 8296 || 31
|6440 || 266043624 || 266046384 || 2760 || 10
|6888 || 266037240 || 266039933 || 2693 || 10
|7340 || 266026865 || 266029493 || 2628 || 10
|7446 || 266040166 || 266044971 || 4805 || 18
|7551 || 266030058 || 266032718 || 2660 || 10
|7657 || 266059318 || 266067448 || 8130 || 31
|7762 || 266027930 || 266030507 || 2577 || 10
|8094 || 266029526 || 266032169 || 2643 || 10
|8232 || 266059052 || 266067165 || 8113 || 30
|8853 || 266023939 || 266026401 || 2462 || 9
|9282 || 266065702 || 266073732 || 8030 || 30
|9364 || 266045752 || 266048462 || 2710 || 10
|9712 || 266068096 || 266076259 || 8163 || 31
|10123 || 266043624 || 266046051 || 2427 || 9
|10696 || 266032718 || 266035411 || 2693 || 10
|10909 || 266045485 || 266047963 || 2478 || 9
|11335 || 266028462 || 266031222 || 2760 || 10
|11960 || 266028462 || 266031139 || 2677 || 10
|12258 || 266045752 || 266048163 || 2411 || 9
|12486 || 266039900 || 266042228 || 2328 || 9
|12962 || 266049210 || 266057190 || 7980 || 30
|13189 || 266045752 || 266048213 || 2461 || 9
|13420 || 266039101 || 266041446 || 2345 || 9
|13600 || 266045220 || 266047581 || 2361 || 9
|13692 || 266038570 || 266044555 || 5985 || 22
|13926 || 266047348 || 266049543 || 2195 || 8
|14076 || 266028462 || 266031405 || 2943 || 11
|14226 || 266033782 || 266035960 || 2178 || 8
|14376 || 266047613 || 266050091 || 2478 || 9
|14517 || 266067298 || 266075245 || 7947 || 30
|14666 || 266024206 || 266026883 || 2677 || 10
|14819 || 266031654 || 266034148 || 2494 || 9
|14966 || 266045220 || 266048213 || 2993 || 11
|15030 || 266023408 || 266025952 || 2544 || 10
|15095 || 266031654 || 266034081 || 2427 || 9
|15184 || 266034846 || 266036858 || 2012 || 8
|15309 || 266044422 || 266047032 || 2610 || 10
|15546 || 266033782 || 266036110 || 2328 || 9
|15652 || 266069159 || 266077223 || 8064 || 30
|16171 || 266029791 || 266032336 || 2545 || 10
|16905 || 266031388 || 266033549 || 2161 || 8
|17195 || 266043890 || 266046351 || 2461 || 9
|17408 || 266062775 || 266070989 || 8214 || 31
|17737 || 266069426 || 266077572 || 8146 || 31
|18265 || 266030058 || 266032751 || 2693 || 10
|18370 || 266041229 || 266043907 || 2678 || 10
|18371 || 266048944 || 266051355 || 2411 || 9
|18372 || 266069692 || 266077606 || 7914 || 30
|18377 || 266031919 || 266034115 || 2196 || 8
|18381 || 266031919 || 266034281 || 2362 || 9
