| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 212979863 || 212972762 || 7101 || 33
|1 || 212124020 || 212122814 || 1206 || 6
|3 || 212326056 || 212324108 || 1948 || 9
|4 || 213268396 || 213260247 || 8149 || 38
|5 || 213554596 || 213546580 || 8016 || 38
|6 || 213057032 || 213041755 || 15277 || 72
|124 || 212124020 || 212117342 || 6678 || 31
|446 || 212396227 || 212394095 || 2132 || 10
|727 || 213643212 || 213624212 || 19000 || 89
|1540 || 212655928 || 212645156 || 10772 || 51
|2454 || 213498416 || 213497449 || 967 || 5
|2716 || 213949976 || 213937203 || 12773 || 60
|2944 || 212844608 || 212832802 || 11806 || 55
|3188 || 213092011 || 213089468 || 2543 || 12
|4150 || 212699176 || 212697189 || 1987 || 9
|4384 || 213353620 || 213341245 || 12375 || 58
|4613 || 213319699 || 213301919 || 17780 || 83
|5318 || 212501592 || 212500559 || 1033 || 5
|5559 || 214151800 || 214146527 || 5273 || 25
|5816 || 213101976 || 213092622 || 9354 || 44
|6097 || 212886160 || 212883258 || 2902 || 14
|6319 || 213627524 || 213623046 || 4478 || 21
|6546 || 213583640 || 213581825 || 1815 || 8
|6771 || 212895488 || 212887366 || 8122 || 38
|7267 || 213511348 || 213499860 || 11488 || 54
|7808 || 212916476 || 212909440 || 7036 || 33
|8148 || 212700236 || 212697785 || 2451 || 12
|8493 || 212601232 || 212592726 || 8506 || 40
|8699 || 213217516 || 213208678 || 8838 || 41
|8905 || 212644268 || 212639167 || 5101 || 24
|9060 || 212499048 || 212489561 || 9487 || 45
|9281 || 212723344 || 212723874 || 530 || 2
|9438 || 212641936 || 212639405 || 2531 || 12
|9585 || 212727584 || 212714732 || 12852 || 60
|14334 || 212614588 || 212614204 || 384 || 2
|19079 || 212157304 || 212145074 || 12230 || 58
|19385 || 214100072 || 214083642 || 16430 || 77
|19521 || 213576432 || 213568654 || 7778 || 36
|20153 || 212988344 || 212982461 || 5883 || 28
|20682 || 213814296 || 213802861 || 11435 || 53
|20882 || 212861780 || 212848411 || 13369 || 63
|21246 || 213322880 || 213309935 || 12945 || 61
|21549 || 213199920 || 213198476 || 1444 || 7
|21946 || 212484208 || 212472508 || 11700 || 55
|22239 || 213945948 || 213944252 || 1696 || 8
|22636 || 213398988 || 213393185 || 5803 || 27
|23438 || 212482088 || 212470587 || 11501 || 54
|24238 || 212914567 || 212908301 || 6266 || 29
|24970 || 212803480 || 212796643 || 6837 || 32
|25636 || 213253343 || 213246070 || 7273 || 34
|26778 || 213554596 || 213549455 || 5141 || 24
|27568 || 213054700 || 213051560 || 3140 || 15
|27832 || 212801359 || 212786268 || 15091 || 71
|28104 || 212933224 || 212929355 || 3869 || 18
|28486 || 212825951 || 212823474 || 2477 || 12
|28675 || 212769772 || 212760086 || 9686 || 46
|28913 || 213667804 || 213663922 || 3882 || 18
|29033 || 213623496 || 213607450 || 16046 || 75
|29155 || 213674800 || 213663432 || 11368 || 53
|29277 || 212864536 || 212846649 || 17887 || 84
|29430 || 212886160 || 212883749 || 2411 || 11
|29568 || 212452408 || 212446830 || 5578 || 26
|29696 || 212105152 || 212101667 || 3485 || 16
|29827 || 212475727 || 212474907 || 820 || 4
|30021 || 212843548 || 212831080 || 12468 || 59
|30313 || 213809844 || 213798370 || 11474 || 54
|30472 || 213237656 || 213231906 || 5750 || 27
|30632 || 213641728 || 213635845 || 5883 || 28
|30810 || 213696000 || 213682538 || 13462 || 63
|30985 || 213575796 || 213570721 || 5075 || 24
|31430 || 213022900 || 213010763 || 12137 || 57
|32046 || 214075692 || 214066391 || 9301 || 43
|32625 || 213542512 || 213530468 || 12044 || 56
|33360 || 212134408 || 212123278 || 11130 || 52
|33703 || 213717200 || 213712602 || 4598 || 22
|33954 || 213443084 || 213431822 || 11262 || 53
|34082 || 212156880 || 212147724 || 9156 || 43
|34400 || 212205639 || 212196975 || 8664 || 41
|34834 || 212893156 || 212887406 || 5750 || 27
|34968 || 213217092 || 213203219 || 13873 || 65
|34969 || 213714019 || 213699313 || 14706 || 69
|34970 || 212900576 || 212888903 || 11673 || 55
|34971 || 212524700 || 212516578 || 8122 || 38
|34973 || 213468736 || 213466046 || 2690 || 13
