| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 266063042 || 266072103 || 9061 || 34
|4 || 266036175 || 266039484 || 3309 || 12
|9 || 266035644 || 266038420 || 2776 || 10
|13 || 266038038 || 266041612 || 3574 || 13
|15 || 266045485 || 266048146 || 2661 || 10
|16 || 266038836 || 266042361 || 3525 || 13
|154 || 266026067 || 266029227 || 3160 || 12
|377 || 266055860 || 266058902 || 3042 || 11
|539 || 266025802 || 266029077 || 3275 || 12
|1078 || 266041496 || 266044871 || 3375 || 13
|1509 || 266030058 || 266033583 || 3525 || 13
|1633 || 266042826 || 266046218 || 3392 || 13
|1724 || 266023674 || 266026999 || 3325 || 12
|1830 || 266046816 || 266050307 || 3491 || 13
|2005 || 266044688 || 266048362 || 3674 || 14
|2104 || 266028993 || 266032568 || 3575 || 13
|2208 || 266032452 || 266035677 || 3225 || 12
|2447 || 266048944 || 266052103 || 3159 || 12
|2590 || 266055328 || 266064655 || 9327 || 35
|2768 || 266035112 || 266038620 || 3508 || 13
|2855 || 266039634 || 266043208 || 3574 || 13
|2945 || 266032984 || 266036193 || 3209 || 12
|3159 || 266037240 || 266040615 || 3375 || 13
|3429 || 266046550 || 266050440 || 3890 || 15
|3654 || 266036708 || 266040016 || 3308 || 12
|3918 || 266042294 || 266045602 || 3308 || 12
|4195 || 266025004 || 266028662 || 3658 || 14
|4301 || 266059584 || 266068478 || 8894 || 33
|4407 || 266040166 || 266043857 || 3691 || 14
|4513 || 266036973 || 266042194 || 5221 || 20
|4556 || 266029526 || 266034364 || 4838 || 18
|6754 || 266035112 || 266038204 || 3092 || 12
|8098 || 266037240 || 266040632 || 3392 || 13
|8284 || 266035377 || 266038803 || 3426 || 13
|8329 || 266043890 || 266047298 || 3408 || 13
|8961 || 266056923 || 266065818 || 8895 || 33
|9552 || 266035910 || 266039800 || 3890 || 15
|9784 || 266031919 || 266034796 || 2877 || 11
|10017 || 266037506 || 266044655 || 7149 || 27
|10243 || 266027132 || 266030790 || 3658 || 14
|10540 || 266039900 || 266043092 || 3192 || 12
|10664 || 266048411 || 266051471 || 3060 || 12
|11087 || 266048411 || 266051238 || 2827 || 11
|11574 || 266032452 || 266035627 || 3175 || 12
|11771 || 266048678 || 266051953 || 3275 || 12
|12086 || 266053465 || 266062460 || 8995 || 34
|12503 || 266030058 || 266033233 || 3175 || 12
|12710 || 266030590 || 266034214 || 3624 || 14
|12921 || 266068362 || 266077190 || 8828 || 33
|12988 || 266026865 || 266030174 || 3309 || 12
|13017 || 266059849 || 266068661 || 8812 || 33
|13164 || 266053200 || 266056226 || 3026 || 11
|13203 || 266035910 || 266038836 || 2926 || 11
|13242 || 266026865 || 266029825 || 2960 || 11
|13282 || 266058786 || 266067697 || 8911 || 33
|13324 || 266031919 || 266035029 || 3110 || 12
|13365 || 266047082 || 266050091 || 3009 || 11
|13408 || 266040698 || 266043624 || 2926 || 11
|13450 || 266023142 || 266026583 || 3441 || 13
|13613 || 266036175 || 266039119 || 2944 || 11
|13805 || 266036442 || 266039119 || 2677 || 10
|13874 || 266028462 || 266031455 || 2993 || 11
|13953 || 266042559 || 266045303 || 2744 || 10
|14127 || 266039368 || 266042327 || 2959 || 11
|14224 || 266026334 || 266029376 || 3042 || 11
|14406 || 266052934 || 266061646 || 8712 || 33
|15089 || 266030058 || 266033017 || 2959 || 11
|15235 || 266044954 || 266047730 || 2776 || 10
|15488 || 266043890 || 266046517 || 2627 || 10
|15815 || 266023674 || 266026484 || 2810 || 11
|16148 || 266043092 || 266048362 || 5270 || 20
|16196 || 266021811 || 266025204 || 3393 || 13
|16197 || 266056658 || 266065120 || 8462 || 32
|16198 || 266023142 || 266026351 || 3209 || 12
|16200 || 266038570 || 266041745 || 3175 || 12
|16201 || 266023674 || 266026883 || 3209 || 12
