| '''Run time [s]''' || '''Cycles XBD''' || '''Cycles XBH''' || '''Deviation [cycles]''' || '''Deviation [PPM nominal]''' 
|0 || 212104304 || 212100647 || 3657 || 17
|2 || 212452831 || 212446803 || 6028 || 28
|4 || 212599112 || 212591705 || 7407 || 35
|5 || 212972232 || 212953430 || 18802 || 88
|7 || 213595511 || 213583044 || 12467 || 58
|9 || 213522372 || 213512620 || 9752 || 46
|142 || 212720800 || 212717700 || 3100 || 15
|467 || 213958244 || 213944345 || 13899 || 65
|737 || 212909479 || 212891712 || 17767 || 83
|1499 || 212580455 || 212570757 || 9698 || 46
|2307 || 213842703 || 213836013 || 6690 || 31
|2607 || 212570703 || 212557308 || 13395 || 63
|2874 || 212346832 || 212346991 || 159 || 1
|3153 || 212199704 || 212198869 || 835 || 4
|3621 || 212736488 || 212724152 || 12336 || 58
|3898 || 213125932 || 213118433 || 7499 || 35
|4159 || 213148404 || 213136360 || 12044 || 57
|4439 || 213502867 || 213491818 || 11049 || 52
|4696 || 213341535 || 213328207 || 13328 || 62
|4954 || 213312704 || 213301137 || 11567 || 54
|5216 || 214169184 || 214162294 || 6890 || 32
|5485 || 212863687 || 212855539 || 8148 || 38
|5749 || 212203520 || 212191887 || 11633 || 55
|6106 || 212864112 || 212850875 || 13237 || 62
|6467 || 213672680 || 213665247 || 7433 || 35
|6855 || 213285355 || 213271311 || 14044 || 66
|7284 || 212386475 || 212377996 || 8479 || 40
|7473 || 213857544 || 213844665 || 12879 || 60
|7648 || 212238500 || 212225422 || 13078 || 62
|7831 || 213000852 || 212986237 || 14615 || 69
|8001 || 213104096 || 213091495 || 12601 || 59
|8374 || 213500535 || 213485590 || 14945 || 70
|8518 || 213119784 || 213111953 || 7831 || 37
|9124 || 213574736 || 213560347 || 14389 || 67
|9654 || 212230867 || 212222931 || 7936 || 37
|9908 || 213075264 || 213065737 || 9527 || 45
|10257 || 213490360 || 213482940 || 7420 || 35
|10592 || 212563708 || 212557573 || 6135 || 29
|11059 || 212122748 || 212119992 || 2756 || 13
|11408 || 213295743 || 213289252 || 6491 || 30
|11923 || 213471915 || 213470074 || 1841 || 9
|12489 || 213878108 || 213866766 || 11342 || 53
|12762 || 214104524 || 214093050 || 11474 || 54
|13039 || 213448384 || 213441362 || 7022 || 33
|13537 || 213086076 || 213076616 || 9460 || 44
|13751 || 213412132 || 213396086 || 16046 || 75
|13969 || 213078867 || 213065777 || 13090 || 61
|14159 || 212231504 || 212227330 || 4174 || 20
|14291 || 212830616 || 212818386 || 12230 || 57
|14483 || 212450288 || 212447201 || 3087 || 15
|14606 || 213650844 || 213638840 || 12004 || 56
|14728 || 212315032 || 212303876 || 11156 || 53
|14854 || 212201824 || 212192682 || 9142 || 43
|14915 || 213350015 || 213342265 || 7750 || 36
|14975 || 212256520 || 212244820 || 11700 || 55
|15037 || 213687944 || 213676523 || 11421 || 53
|15097 || 212941280 || 212930163 || 11117 || 52
|15297 || 212241044 || 212236870 || 4174 || 20
|15492 || 213164728 || 213161985 || 2743 || 13
|15655 || 213365491 || 213362696 || 2795 || 13
|15821 || 213162820 || 213155440 || 7380 || 35
|15998 || 213384148 || 213370222 || 13926 || 65
|16244 || 213463224 || 213459421 || 3803 || 18
|16660 || 213089044 || 213082525 || 6519 || 31
|17289 || 213580671 || 213567886 || 12785 || 60
|17615 || 213521948 || 213506313 || 15635 || 73
|17968 || 212867504 || 212861661 || 5843 || 27
|18251 || 212897396 || 212893580 || 3816 || 18
|18622 || 213690912 || 213678258 || 12654 || 59
|18764 || 212842912 || 212836062 || 6850 || 32
|18766 || 212650628 || 212643513 || 7115 || 33
|18767 || 214087776 || 214079455 || 8321 || 39
|18769 || 213594664 || 213591921 || 2743 || 13
|18771 || 212212424 || 212207071 || 5353 || 25
