| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012ciphers_sha256 <-] sha256 [wiki:r2012platformsciphers_lm3s811-evb_sha256 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_sha256_avrcryptolib avrcryptolib] || 624649 || 1208 || 772 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_blake256 <-] blake256 [wiki:r2012platformsciphers_lm3s811-evb_blake256 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_blake256_armcryptolib armcryptolib] || 323522 || 1320 || 280 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_groestl256 <-] groestl256 [wiki:r2012platformsciphers_lm3s811-evb_groestl256 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_groestl256_armcryptolib armcryptolib] || 13626883 || 1336 || 420 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_groestl512 <-] groestl512 [wiki:r2012platformsciphers_lm3s811-evb_groestl512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_groestl512_armcryptolib armcryptolib] || 20174062 || 1336 || 720 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_skein512512 <-] skein512512 [wiki:r2012platformsciphers_lm3s811-evb_skein512512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_skein512512_armcryptolib armcryptolib] || 1020658 || 1476 || 540 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_blake512 <-] blake512 [wiki:r2012platformsciphers_lm3s811-evb_blake512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_blake512_armcryptolib armcryptolib] || 351242 || 1776 || 516 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_jh256 <-] jh256 [wiki:r2012platformsciphers_lm3s811-evb_jh256 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_jh256_opt8 opt8] || 7711726 || 1852 || 544 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_jh512 <-] jh512 [wiki:r2012platformsciphers_lm3s811-evb_jh512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_jh512_opt8 opt8] || 7711774 || 1852 || 576 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_keccakc512 <-] keccakc512 [wiki:r2012platformsciphers_lm3s811-evb_keccakc512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_keccakc512_compact compact] || 1129979 || 3804 || 468 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_keccakc1024 <-] keccakc1024 [wiki:r2012platformsciphers_lm3s811-evb_keccakc1024 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_compact compact] || 2066454 || 3804 || 436 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_sha512 <-] sha512 [wiki:r2012platformsciphers_lm3s811-evb_sha512 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_sha512_sphlib-small sphlib-small] || 330479 || 4864 || 916 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
|[wiki:r2012ciphers_skein512256 <-] skein512256 [wiki:r2012platformsciphers_lm3s811-evb_skein512256 ->] || [wiki:r2012platformsimplementations_lm3s811-evb_skein512256_sphlib-small sphlib-small] || 351104 || 7228 || 884 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_320 Run 320]
