| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012ciphers_sha256 <-] sha256 [wiki:r2012platformsciphers_artila_m501_sha256 ->] || [wiki:r2012platformsimplementations_artila_m501_sha256_avrcryptolib avrcryptolib] || 441641 || 1614 || 792 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012ciphers_groestl512 <-] groestl512 [wiki:r2012platformsciphers_artila_m501_groestl512 ->] || [wiki:r2012platformsimplementations_artila_m501_groestl512_armcryptolib armcryptolib] || 19274771 || 2036 || 712 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_blake256 <-] blake256 [wiki:r2012platformsciphers_artila_m501_blake256 ->] || [wiki:r2012platformsimplementations_artila_m501_blake256_armcryptolib armcryptolib] || 231671 || 2052 || 284 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_groestl256 <-] groestl256 [wiki:r2012platformsciphers_artila_m501_groestl256 ->] || [wiki:r2012platformsimplementations_artila_m501_groestl256_armcryptolib armcryptolib] || 13059675 || 2064 || 404 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_keccakc1024 <-] keccakc1024 [wiki:r2012platformsciphers_artila_m501_keccakc1024 ->] || [wiki:r2012platformsimplementations_artila_m501_keccakc1024_compact8 compact8] || 2640926 || 2172 || 664 || [wiki:r2012compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_keccakc512 <-] keccakc512 [wiki:r2012platformsciphers_artila_m501_keccakc512 ->] || [wiki:r2012platformsimplementations_artila_m501_keccakc512_compact8 compact8] || 1437075 || 2184 || 632 || [wiki:r2012compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012ciphers_jh256 <-] jh256 [wiki:r2012platformsciphers_artila_m501_jh256 ->] || [wiki:r2012platformsimplementations_artila_m501_jh256_opt8 opt8] || 7682715 || 2584 || 556 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_jh512 <-] jh512 [wiki:r2012platformsciphers_artila_m501_jh512 ->] || [wiki:r2012platformsimplementations_artila_m501_jh512_opt8 opt8] || 7682333 || 2584 || 588 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_skein512512 <-] skein512512 [wiki:r2012platformsciphers_artila_m501_skein512512 ->] || [wiki:r2012platformsimplementations_artila_m501_skein512512_armcryptolib armcryptolib] || 1239638 || 3148 || 560 || [wiki:r2012compilernames arm-artila-gcc -Os] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012ciphers_blake512 <-] blake512 [wiki:r2012platformsciphers_artila_m501_blake512 ->] || [wiki:r2012platformsimplementations_artila_m501_blake512_armcryptolib armcryptolib] || 650509 || 5052 || 488 || [wiki:r2012compilernames arm-artila-gcc -O0] || 3.3.2 || [wiki:r2012runs_326 Run 326]
|[wiki:r2012ciphers_sha512 <-] sha512 [wiki:r2012platformsciphers_artila_m501_sha512 ->] || [wiki:r2012platformsimplementations_artila_m501_sha512_sphlib-small sphlib-small] || 214448 || 9900 || 1080 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012ciphers_skein512256 <-] skein512256 [wiki:r2012platformsciphers_artila_m501_skein512256 ->] || [wiki:r2012platformsimplementations_artila_m501_skein512256_sphlib-small sphlib-small] || 267075 || 10244 || 676 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
