| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012ciphers_keccakc512 <-] keccakc512 [wiki:r2012platformsciphers_atmega1284p_16mhz_keccakc512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc512_avr8asmc avr8asmc] || 2132847 || 910 || 13017 || [wiki:r2012compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_keccakc1024 <-] keccakc1024 [wiki:r2012platformsciphers_atmega1284p_16mhz_keccakc1024 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_avr8asmc avr8asmc] || 3895194 || 910 || 278 || [wiki:r2012compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_groestl256 <-] groestl256 [wiki:r2012platformsciphers_atmega1284p_16mhz_groestl256 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_groestl256_avr8asm_balanced avr8asm_balanced] || 766027 || 1322 || 519 || [wiki:r2012compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_jh256 <-] jh256 [wiki:r2012platformsciphers_atmega1284p_16mhz_jh256 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_jh256_avrcryptolib-simple avrcryptolib-simple] || 21946491 || 2470 || 467 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_jh512 <-] jh512 [wiki:r2012platformsciphers_atmega1284p_16mhz_jh512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_jh512_avrcryptolib-simple avrcryptolib-simple] || 21946747 || 2470 || 499 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_skein512512 <-] skein512512 [wiki:r2012platformsciphers_atmega1284p_16mhz_skein512512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_skein512512_avrcryptolib_asm avrcryptolib_asm] || 2405645 || 2508 || 429 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_groestl512 <-] groestl512 [wiki:r2012platformsciphers_atmega1284p_16mhz_groestl512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_groestl512_armcryptolib armcryptolib] || 38335743 || 2574 || 1014 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_blake256 <-] blake256 [wiki:r2012platformsciphers_atmega1284p_16mhz_blake256 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_blake256_avr-asm-speed avr-asm-speed] || 724338 || 2764 || 303 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_sha256 <-] sha256 [wiki:r2012platformsciphers_atmega1284p_16mhz_sha256 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_sha256_avrcryptolib avrcryptolib] || 4423926 || 3816 || 757 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_blake512 <-] blake512 [wiki:r2012platformsciphers_atmega1284p_16mhz_blake512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_blake512_armcryptolib armcryptolib] || 7546508 || 6342 || 911 || [wiki:r2012compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_sha512 <-] sha512 [wiki:r2012platformsciphers_atmega1284p_16mhz_sha512 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_sha512_sphlib-small sphlib-small] || 13407289 || 48492 || 2141 || [wiki:r2012compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012ciphers_skein512256 <-] skein512256 [wiki:r2012platformsciphers_atmega1284p_16mhz_skein512256 ->] || [wiki:r2012platformsimplementations_atmega1284p_16mhz_skein512256_sphlib-small sphlib-small] || 11074639 || 96346 || 1279 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
