| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2011ciphers_0hash <-] 0hash [wiki:r2011platformsciphers_nslu2-openwrt_0hash ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_0hash_empty empty] || 5952 || 0 || 0 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_groestl512 <-] groestl512 [wiki:r2011platformsciphers_nslu2-openwrt_groestl512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_groestl512_armcryptolib armcryptolib] || 24714143 || 1800 || 692 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_groestl256 <-] groestl256 [wiki:r2011platformsciphers_nslu2-openwrt_groestl256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_groestl256_armcryptolib armcryptolib] || 16675174 || 1808 || 384 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_jh256 <-] jh256 [wiki:r2011platformsciphers_nslu2-openwrt_jh256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_jh256_opt8 opt8] || 6810365 || 2480 || 528 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_jh512 <-] jh512 [wiki:r2011platformsciphers_nslu2-openwrt_jh512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_jh512_opt8 opt8] || 6808071 || 2480 || 560 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_blake256 <-] blake256 [wiki:r2011platformsciphers_nslu2-openwrt_blake256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake256_ref ref] || 230206 || 3716 || 408 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_sha256 <-] sha256 [wiki:r2011platformsciphers_nslu2-openwrt_sha256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_sha256_sphlib-small sphlib-small] || 107664 || 5864 || 292 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_sha512 <-] sha512 [wiki:r2011platformsciphers_nslu2-openwrt_sha512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_sha512_sphlib-small sphlib-small] || 333631 || 6668 || 1536 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_blake512 <-] blake512 [wiki:r2011platformsciphers_nslu2-openwrt_blake512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_blake512_ref ref] || 345767 || 7368 || 1056 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_skein512256 <-] skein512256 [wiki:r2011platformsciphers_nslu2-openwrt_skein512256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_skein512256_sphlib-small sphlib-small] || 354478 || 10932 || 1244 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_skein512512 <-] skein512512 [wiki:r2011platformsciphers_nslu2-openwrt_skein512512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_skein512512_sphlib-small sphlib-small] || 354794 || 10932 || 1276 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_keccakc512 <-] keccakc512 [wiki:r2011platformsciphers_nslu2-openwrt_keccakc512 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_keccakc512_sphlib-small sphlib-small] || 501743 || 12216 || 2804 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_keccakc1024 <-] keccakc1024 [wiki:r2011platformsciphers_nslu2-openwrt_keccakc1024 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_keccakc1024_sphlib-small sphlib-small] || 878748 || 12216 || 2772 || [wiki:r2011compilernames armeb-uclibc-gcc -Os] || 4.1.2 || [wiki:r2011runs_308 Run 308]
|[wiki:r2011ciphers_skein256256 <-] skein256256 [wiki:r2011platformsciphers_nslu2-openwrt_skein256256 ->] || [wiki:r2011platformsimplementations_nslu2-openwrt_skein256256_opt opt] || 209575 || 12388 || 1648 || [wiki:r2011compilernames armeb-uclibc-gcc -O1] || 4.1.2 || [wiki:r2011runs_308 Run 308]
