| '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_opt32bi-rvku2 opt32bi-rvku2] || 325834 || 17540 || 1000 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_simple32bi simple32bi] || 337050 || 5640 || 788 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_inplace32bi inplace32bi] || 341325 || 8868 || 892 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_313 Run 313]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_opt32bi-s2lcu4 opt32bi-s2lcu4] || 352361 || 31312 || 1044 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_opt32biT-s2lcu4 opt32biT-s2lcu4] || 407036 || 30972 || 263196 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_313 Run 313]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_simple simple] || 571241 || 7568 || 800 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_inplace inplace] || 585416 || 12768 || 848 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_sphlib-small sphlib-small] || 654525 || 10688 || 1020 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_compact compact] || 2131110 || 2212 || 432 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_compact8 compact8] || 2636854 || 2172 || 664 || [wiki:r2012compilernames arm-artila-gcc -O3] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_opt64lcu24 opt64lcu24] || 2644223 || 224704 || 1156 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_opt64u6 opt64u6] || 2708235 || 62888 || 1152 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_opt64lcu6 opt64lcu6] || 2724491 || 63248 || 1160 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
|[wiki:r2012platformsimplementations_artila_m501_keccakc1024_sphlib sphlib] || 2987370 || 31228 || 1212 || [wiki:r2012compilernames arm-artila-gcc -O1] || 3.3.2 || [wiki:r2012runs_325 Run 325]
