| '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_inplace32bi-armv7m inplace32bi-armv7m] || 257527 || 5316 || 292 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_armasm armasm] || 285210 || 16648 || 3324 || [wiki:r2012compilernames arm-elf-gcc -O1] || 4.3.2 (GCC) || [wiki:r2012runs_304 Run 304]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_opt32bi-s2lcu4 opt32bi-s2lcu4] || 319467 || 22180 || 916 || [wiki:r2012compilernames arm-elf-gcc -O2] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_simple32bi simple32bi] || 320791 || 6832 || 819 || [wiki:r2012compilernames arm-elf-gcc -O2] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_opt32bi-rvku2 opt32bi-rvku2] || 325727 || 13988 || 916 || [wiki:r2012compilernames arm-elf-gcc -O2] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_inplace32bi inplace32bi] || 326571 || 9176 || 620 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_inplace32bi-armv6m_gcc inplace32bi-armv6m_gcc] || 339000 || 5248 || 292 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_simple simple] || 656295 || 7544 || 916 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_inplace inplace] || 660232 || 11728 || 916 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_opt64lcu6 opt64lcu6] || 680538 || 47776 || 916 || [wiki:r2012compilernames arm-elf-gcc -Os] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_sphlib-small sphlib-small] || 757338 || 7376 || 916 || [wiki:r2012compilernames arm-elf-gcc -O3] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_sphlib sphlib] || 831251 || 27028 || 916 || [wiki:r2012compilernames arm-elf-gcc -O2] || 4.3.2 (GCC) || [wiki:r2012runs_324 Run 324]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_compact compact] || 1433417 || 4356 || 484 || [wiki:r2012compilernames arm-elf-gcc -O3] || 4.3.2 (GCC) || [wiki:r2012runs_323 Run 323]
|[wiki:r2012platformsimplementations_lm3s811-evb_keccakc1024_compact8 compact8] || 2014699 || 4108 || 612 || [wiki:r2012compilernames arm-elf-gcc -O2] || 4.3.2 (GCC) || [wiki:r2012runs_323 Run 323]
