| '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_simple32bi simple32bi] || 401382 || 8664 || 888 || [wiki:r2012compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2012runs_311 Run 311]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_opt32bi-rvku2 opt32bi-rvku2] || 409054 || 28293 || 1276 || [wiki:r2012compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2012runs_311 Run 311]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_opt32bi-s2lcu4 opt32bi-s2lcu4] || 413612 || 43776 || 1648 || [wiki:r2012compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2012runs_309 Run 309]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_opt32biT-s2lcu4 opt32biT-s2lcu4] || 467659 || 43668 || 263836 || [wiki:r2012compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2012runs_311 Run 311]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_inplace32bi inplace32bi] || 470680 || 13801 || 744 || [wiki:r2012compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:r2012runs_311 Run 311]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_simple simple] || 561323 || 10266 || 1248 || [wiki:r2012compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2012runs_309 Run 309]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_sphlib-small sphlib-small] || 582033 || 11786 || 2440 || [wiki:r2012compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:r2012runs_309 Run 309]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_inplace inplace] || 608573 || 16974 || 2272 || [wiki:r2012compilernames mips-uclib-gcc -Os] || 4.2.1 || [wiki:r2012runs_311 Run 311]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_compact compact] || 1153267 || 2747 || 464 || [wiki:r2012compilernames mips-uclib-gcc -O3] || 4.2.1 || [wiki:r2012runs_309 Run 309]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_compact8 compact8] || 1800529 || 3169 || 628 || [wiki:r2012compilernames mips-uclib-gcc -O2] || 4.2.1 || [wiki:r2012runs_309 Run 309]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_opt64lcu6 opt64lcu6] || 5669808 || 78878 || 3276 || [wiki:r2012compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2012runs_309 Run 309]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_opt64u6 opt64u6] || 6005841 || 82764 || 3276 || [wiki:r2012compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2012runs_309 Run 309]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_sphlib sphlib] || 6169770 || 36904 || 4980 || [wiki:r2012compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2012runs_311 Run 311]
|[wiki:r2012platformsimplementations_fritzbox-7170_keccakc1024_opt64lcu24 opt64lcu24] || 6853112 || 280203 || 7256 || [wiki:r2012compilernames mips-uclib-gcc -O1] || 4.2.1 || [wiki:r2012runs_309 Run 309]
