| '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_avr8asmf avr8asmf] || 3126001 || 1482 || 298 || [wiki:r2012compilernames avr-gcc 1284p -O3] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_avr8asm avr8asm] || 3130624 || 1848 || 308 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_302 Run 302]
|[wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_avr8asm-size avr8asm-size] || 3136266 || 1714 || 308 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_avr8asmc avr8asmc] || 3895192 || 986 || 294 || [wiki:r2012compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_avr8 avr8] || 4215185 || 2766 || 317 || [wiki:r2012compilernames avr-gcc 1284p -O2] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_compact8 compact8] || 17740573 || 3512 || 636 || [wiki:r2012compilernames avr-gcc 1284p -Os] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_inplace inplace] || 18398399 || 74998 || 1685 || [wiki:r2012compilernames avr-gcc 1284p -O0] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_simple simple] || 18905830 || 49516 || 1647 || [wiki:r2012compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_compact compact] || 20162548 || 4098 || 760 || [wiki:r2012compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
|[wiki:r2012platformsimplementations_atmega1284p_16mhz_keccakc1024_sphlib-small sphlib-small] || 21245174 || 77322 || 2351 || [wiki:r2012compilernames avr-gcc 1284p -O1] || 4.3.4 (GCC) || [wiki:r2012runs_322 Run 322]
